,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20
221,0,1,0,2,4,5,2,2,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,0,0,4,0,1,1,2,9,1,1,1,1,2,1,2,2,2,0,2,1,1,2,2,0,2,1,1,0
222,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,1,0,3,4,2,1,22,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,0
223,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,6,3,0,-1,2,1,2,0,2,0,1,1,2,0,1,1,2,1,1,1,0,0,0,0
224,0,1,2,0,1,0,1,3,-1,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,4,0,1,1,0,-1,2,0,1,0,2,1,1,2,1,1,2,0,0,0,0,1,0,0,0,2
225,0,1,0,2,4,2,5,2,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,0,4,0,1,1,2,-1,1,1,0,1,1,0,2,1,1,0,1,0,0,2,2,1,1,1,0,1
226,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,1,0,3,4,5,1,-1,0,0,2,0,1,0,1,0,0,0,0,2,2,2,2,0,1,0,2,0
227,0,1,2,0,1,0,1,3,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,1,2,3,2,6,3,0,-1,0,2,0,0,0,2,2,0,0,2,2,2,0,2,1,2,1,1,2,0
228,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,3,2,6,3,0,-1,2,0,1,1,1,2,2,0,2,0,0,1,0,1,2,1,2,0,1,1
229,0,1,0,3,2,5,2,5,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,0,0,3,1,5,0,2,10,2,0,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,1
230,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,1,2,0,1,0,0,0,1,0,0,0,2,2,1,1,2,0,2,0,2
231,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,1,0,3,4,5,1,-1,1,0,1,2,0,1,1,2,0,0,0,0,2,0,0,0,0,0,1,2
232,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,1,0,3,4,5,1,15,1,2,0,1,1,1,0,1,0,2,2,0,0,2,1,2,1,1,2,0
233,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,20,0,2,2,0,2,2,0,2,1,1,1,2,0,0,1,0,1,2,1,1
234,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,-1,2,1,0,0,0,2,2,1,2,0,1,1,1,1,2,2,1,1,2,1
235,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,3,2,0,6,0,-1,0,1,2,0,1,1,2,0,0,1,2,0,2,2,0,1,0,0,2,0
236,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,3,2,6,3,0,-1,1,0,0,0,2,0,1,0,2,2,2,2,2,0,0,2,2,1,2,0
237,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,2,1,-1,0,0,2,1,0,2,2,1,1,0,1,1,1,1,1,1,1,2,0,0
238,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,-1,0,1,0,1,2,2,1,1,1,2,1,1,1,1,0,2,2,2,1,0
239,0,1,2,0,1,0,1,3,-1,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,0,0,4,0,1,1,0,-1,1,0,1,0,1,2,2,0,2,2,2,1,2,0,2,2,2,1,2,1
240,0,0,1,3,2,3,3,4,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,3,7,0,1,2,1,3,1,5,0,1,-1,2,1,2,2,2,0,2,0,2,1,1,2,2,0,2,1,0,1,1,2
241,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,1,1,0,1,2,2,0,1,1,0,2,0,2,0,0,0,2,2,1,1
242,0,1,0,3,2,3,2,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,1,3,1,5,0,2,-1,2,2,2,2,0,2,2,2,2,0,2,2,0,1,0,0,0,0,0,1
243,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,2,1,-1,2,1,2,2,1,0,1,0,0,1,2,2,2,2,2,2,2,0,2,0
244,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,7,1,1,2,2,0,0,0,0,2,1,2,0,2,2,0,2,2,2,0,0
245,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,2,1,17,2,0,0,0,1,2,0,2,2,0,2,0,1,2,0,2,2,1,1,2
246,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,2,2,0,1,2,1,2,0,1,0,1,2,0,0,0,2,1,2,0,2
247,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,1,0,1,1,1,0,2,0,0,1,0,2,1,2,1,2,0,0,2,1
248,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,7,0,0,1,1,2,0,0,2,2,0,0,0,2,0,2,0,1,0,2,0
249,0,1,0,2,4,2,5,7,28,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,0,4,0,1,1,2,-1,1,1,0,2,2,2,1,0,1,2,2,2,2,2,0,0,2,0,2,0
250,0,1,0,2,4,5,6,2,27,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,0,0,4,0,1,1,2,-1,2,0,2,2,2,0,1,1,2,0,1,0,1,0,0,2,2,1,2,0
251,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,23,0,2,1,2,2,1,0,1,2,0,0,2,1,2,1,2,0,0,2,1
252,0,1,0,2,4,2,6,7,31,13,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,0,0,4,0,1,1,2,-1,1,1,0,0,1,2,2,0,2,2,0,1,0,1,1,2,1,1,1,0
253,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,1,0,2,2,1,0,2,0,2,2,0,0,0,0,2,2,0,0,2,0
254,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,1,0,3,4,5,1,-1,0,0,0,1,1,1,2,2,1,1,2,2,2,2,0,2,1,1,2,0
255,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,1,0,3,4,5,1,-1,0,2,2,2,2,1,0,2,0,1,2,1,0,2,2,1,0,0,0,1
256,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,3,2,6,3,0,2,1,0,0,2,1,0,0,2,0,1,0,0,1,0,2,1,0,2,1,0
257,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,2,2,2,2,2,0,1,2,0,1,2,0,1,0,2,2,2,2,0,2
258,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,23,1,2,0,1,1,2,1,1,0,2,2,2,1,0,0,2,1,0,1,0
259,0,0,1,1,0,1,3,4,-1,14,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,2,1,0,1,5,2,1,-1,0,2,1,0,2,1,2,1,1,1,1,0,1,1,1,1,0,0,0,1
260,0,1,0,2,4,5,2,2,21,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,0,0,4,0,1,1,2,-1,1,2,1,1,0,2,2,1,0,1,0,2,1,1,0,2,0,2,1,0
261,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,6,3,0,-1,1,2,1,0,2,0,2,0,0,2,2,2,2,1,2,1,1,0,2,0
262,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,2,1,17,0,1,2,1,2,1,0,1,2,1,1,2,0,0,2,2,2,0,0,0
263,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,2,0,6,0,1,1,1,0,2,2,1,0,0,0,0,2,1,2,0,2,1,2,0,2,1
264,0,1,0,2,4,2,5,7,-1,-1,-1,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,0,0,4,0,1,1,2,-1,1,0,1,0,2,0,1,2,0,0,1,0,1,1,2,2,1,1,2,2
265,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,1,0,1,2,1,2,0,2,0,1,0,1,2,2,2,0,0,1,2,2,2
266,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,1,0,1,0,0,2,2,0,2,1,2,1,1,2,1,2,0,1,1,0,0
267,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,3,2,6,3,0,4,2,1,1,1,0,0,1,0,2,1,2,2,2,2,2,1,1,0,0,0
268,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,2,1,17,2,2,2,2,1,1,0,0,1,2,2,2,0,0,1,2,1,1,0,2
269,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,2,0,1,0,1,1,1,1,0,0,2,0,0,2,1,1,2,2,0,0
270,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,23,0,0,0,2,1,1,2,0,1,2,1,2,1,1,2,1,1,1,1,1
271,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,6,3,0,-1,2,2,2,1,0,0,1,1,0,0,1,0,1,1,0,1,2,2,2,2
272,0,1,0,3,2,5,2,5,1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,0,0,4,0,1,1,2,9,2,2,2,0,1,1,2,0,2,0,2,1,2,0,1,1,2,0,2,2
273,0,1,0,3,2,5,2,5,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,0,0,4,0,1,1,2,-1,2,1,1,2,2,0,2,1,1,1,0,0,2,1,1,2,2,1,2,0
274,0,1,2,0,1,0,1,0,29,1,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,0,0,1,3,1,5,0,0,-1,2,0,2,2,1,2,1,2,1,2,2,1,1,0,1,0,0,2,0,1
275,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,19,2,1,1,2,2,0,1,1,0,2,1,2,1,2,1,2,2,0,1,1
276,0,1,0,2,4,2,5,7,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,0,0,0,0,4,0,1,1,2,-1,0,0,0,0,1,0,1,1,0,2,1,1,0,1,1,0,1,0,1,0
277,0,0,1,3,0,1,4,1,25,10,0,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,2,1,0,3,4,5,1,-1,2,0,1,2,0,1,0,1,2,2,1,2,2,2,1,0,0,0,1,1
278,0,0,1,1,3,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,1,0,3,4,2,1,-1,0,0,0,1,2,2,1,2,2,1,1,0,1,0,0,2,1,2,0,2
279,0,1,2,0,1,0,1,0,-1,7,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,0,1,2,3,1,5,0,0,-1,0,1,1,1,0,2,2,0,1,2,2,2,1,0,1,1,1,1,0,1
280,0,1,0,3,2,5,2,0,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,0,1,3,1,5,0,2,-1,2,1,1,1,2,2,0,2,0,0,0,0,0,2,2,0,0,1,1,1
281,0,1,0,3,2,5,2,0,23,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,0,1,3,1,5,0,2,-1,0,2,1,2,1,1,1,2,2,1,0,1,2,0,2,2,1,0,1,2
282,0,0,1,1,0,1,4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,1,0,3,4,5,1,-1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,0,1,1,2
283,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,3,2,6,3,0,-1,1,1,0,2,0,0,2,1,1,2,0,1,0,0,2,0,0,2,1,1
284,0,1,0,3,2,5,2,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,0,1,3,1,5,0,2,11,1,0,0,0,2,1,1,1,2,1,0,2,2,0,0,2,1,2,2,2
285,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,1,1,1,2,2,2,2,1,2,0,2,0,0,0,0,1,1,1,1,0
286,0,1,0,3,2,5,2,0,10,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,0,1,3,1,5,0,2,11,1,2,2,0,1,0,0,2,2,0,0,1,1,0,2,1,2,1,0,0
287,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,-1,0,0,1,0,2,2,2,0,2,1,1,0,0,1,1,0,2,2,0,1
288,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,1,0,3,4,5,1,16,2,0,2,0,2,2,2,2,2,0,0,2,0,0,0,1,1,0,0,0
289,0,1,0,3,2,5,2,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,0,1,3,1,5,0,2,11,0,2,1,1,0,1,0,1,1,0,2,0,0,0,2,0,2,2,0,1
290,0,1,0,3,2,5,2,0,23,1,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,0,0,1,3,1,5,0,2,-1,1,2,1,2,2,1,1,1,2,2,1,0,1,2,0,1,2,1,0,2
291,0,0,1,1,0,1,4,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,1,0,3,4,2,1,-1,0,1,0,2,0,2,2,0,1,0,1,1,1,2,1,0,0,1,0,1
292,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,3,2,6,3,0,-1,2,1,2,1,2,0,2,1,2,1,1,2,0,1,0,1,1,1,1,1
293,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,2,1,1,0,2,0,0,2,1,0,0,0,0,1,1,0,0,2,0,2
294,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,-1,0,2,2,2,0,2,0,1,1,1,1,2,2,1,2,2,1,2,1,0
295,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,-1,2,0,0,2,1,1,1,0,2,0,0,0,1,0,1,2,1,0,2,1
296,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,2,2,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,1,1,1
297,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,6,3,0,2,1,0,0,2,1,0,2,1,2,2,0,2,2,1,1,1,0,1,1,0
298,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,20,1,1,2,1,0,0,1,0,2,2,2,0,0,1,0,1,1,1,0,0
299,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,1,0,3,4,5,1,16,0,1,0,0,0,0,1,0,1,2,2,2,2,1,0,0,1,2,1,2
300,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,2,1,0,3,4,5,1,-1,1,1,2,1,2,0,0,0,2,1,2,0,2,0,2,2,1,1,1,2
301,0,1,0,3,2,5,6,5,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,0,0,4,0,1,1,2,12,2,1,2,0,1,2,0,2,2,0,2,1,1,2,0,1,1,0,2,0
302,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,1,0,3,4,2,1,16,0,2,0,2,2,1,2,1,0,1,1,2,0,2,2,2,1,0,1,0
303,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,3,2,6,3,0,3,0,2,1,2,2,2,0,1,0,1,2,1,2,0,1,0,1,1,2,1
304,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,2,1,17,0,1,1,1,2,2,2,2,0,1,0,0,0,2,1,2,0,0,1,1
305,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,6,0,1,1,1,2,2,2,2,0,0,0,2,1,1,2,0,1,2,1,1
306,0,1,0,3,2,3,2,0,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,0,1,3,1,5,0,2,-1,1,1,1,0,2,1,1,0,1,2,2,1,0,0,2,0,1,2,1,0
307,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,6,0,1,2,0,1,2,2,2,1,0,2,0,0,2,0,2,1,1,1,0
308,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,3,2,0,6,0,-1,2,0,1,0,0,2,1,2,2,0,1,0,2,0,0,1,0,2,0,0
309,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,2,1,0,3,4,2,1,22,2,2,0,2,2,1,2,0,1,1,0,2,2,1,2,2,2,0,0,1
310,0,1,0,2,4,2,5,7,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,6,0,0,0,0,4,0,1,1,2,-1,2,1,0,2,0,0,1,2,0,0,2,0,2,2,1,2,0,2,2,2
311,0,1,0,2,4,5,2,2,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,0,0,4,0,1,1,2,-1,2,2,0,2,0,2,0,1,0,1,2,1,2,2,0,1,1,0,2,0
312,0,0,1,1,3,4,0,6,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,-1,1,0,2,1,1,1,1,1,2,2,1,0,1,0,1,2,0,0,1,1
313,0,0,1,3,0,1,4,5,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,0,3,0,1,2,1,0,3,4,5,2,-1,1,1,2,0,2,2,1,0,2,1,0,2,0,0,2,0,2,0,0,1
314,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,1,0,3,4,2,1,-1,0,1,2,0,0,0,1,1,0,0,0,0,1,0,1,2,1,2,2,2
315,0,0,1,1,0,1,4,1,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,1,0,3,4,5,1,24,1,0,1,0,0,2,1,1,0,2,2,0,2,2,1,1,2,1,1,1
316,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,2,1,1,2,2,0,2,2,2,2,2,0,0,0,2,1,1,0,0,2
317,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,1,0,3,4,2,1,-1,1,0,0,0,1,2,1,0,2,1,2,1,2,2,1,0,0,0,0,1
318,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,3,2,6,3,0,-1,1,1,2,1,1,0,0,2,1,1,1,1,1,2,1,2,0,1,0,2
319,0,0,1,3,0,3,3,4,-1,14,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,1,2,1,0,1,5,0,1,13,1,0,2,0,2,1,2,0,0,1,0,1,0,0,0,0,1,1,1,1
320,0,0,1,1,0,1,4,1,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,2,1,0,3,4,5,1,-1,0,1,0,2,0,1,0,2,2,1,1,0,2,1,0,0,2,0,1,1
321,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,1,2,1,2,0,2,0,2,0,0,0,1,2,0,1,0,0,1,0,1,0
322,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,6,3,0,-1,0,2,1,2,1,0,2,1,2,2,1,1,1,0,0,2,2,0,0,0
323,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,-1,0,2,1,1,1,0,1,2,1,1,1,1,0,2,2,0,1,2,2,2
324,0,1,0,2,4,5,6,5,32,15,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,0,0,4,0,1,1,2,-1,1,0,1,1,0,2,0,2,0,1,1,0,1,2,2,2,2,2,0,1
325,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,-1,0,1,2,2,1,0,2,1,1,0,1,1,2,1,1,2,2,2,2,0
326,0,1,0,2,4,5,5,2,-1,1,0,0,0,0,0,0,0,0,1,1,3,1,4,4,2,0,0,0,0,4,0,1,1,2,-1,2,1,2,1,0,1,1,1,2,2,1,2,2,1,0,2,2,0,1,2
327,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,0,1,0,0,2,1,0,0,0,1,1,2,1,0,2,1,2,0,2,2
328,0,0,1,1,3,4,0,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,3,2,5,2,7,1,23,0,0,2,1,2,2,0,1,1,2,0,0,1,0,0,2,2,1,0,0
329,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,0,0,1,2,2,2,0,2,1,2,0,0,1,2,1,2,1,1,2,1
330,0,0,1,1,0,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,2,1,0,3,4,5,1,16,1,1,0,1,1,0,1,2,0,1,1,2,2,0,2,2,0,2,0,1
331,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,6,3,0,-1,2,0,0,2,2,1,0,1,2,2,2,0,1,0,2,0,2,1,1,1
332,0,1,2,3,2,3,2,0,-1,7,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,0,0,1,3,1,5,0,0,-1,2,2,1,1,1,0,0,2,0,1,1,2,0,0,0,0,2,2,2,0
333,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,3,2,6,3,0,5,1,0,0,0,2,0,0,0,2,0,2,1,1,0,2,0,2,2,1,0
334,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,1,0,0,1,2,2,1,1,0,2,1,0,2,1,2,2,2,2,2,1,2
335,0,1,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,4,3,4,0,-1,2,0,2,1,0,1,0,1,0,0,1,0,1,1,1,1,0,2,0,2
