,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n0,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8
279,0,1,0,1,2,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,1,0,3,3,1,2,3,0
280,0,0,1,0,4,2,3,1,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,3,0,1,1,1,1,1,0,1
281,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,0,0,1,0,0,1,0,0,3,3,0,0,1,1,2,0,2
282,0,0,1,0,0,0,2,2,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,2,3,0,6,6,0,0,2,2,0,1,2,2,0,3,0
283,0,0,1,0,0,0,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,3,0,6,6,0,0,0,3,2,3,2,1,3,1,2
284,0,1,0,1,0,0,2,2,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,3,6,6,0,0,2,0,2,0,1,0,2,0,1
285,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,1,0,2,1,0,0,3,2,3,1,2,0,2,1,0
286,0,1,0,2,3,3,1,7,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,1,2,0,0,3,0,0,2,2,3,1,1,0,2,0,1
287,0,1,2,2,3,5,6,0,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,0,0,0,1,0,0,2,0,1,0,3,1,1,2,3
288,0,0,2,3,1,5,0,0,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,1,1,1,0,1,2,0,3,1
289,0,1,0,1,2,4,1,7,91,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,0,2,1,2,0,0,3,0,0,1,3,1,2,2,0,3,2,1
290,0,1,0,1,2,4,1,7,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,1,2,3,0,3,0,0,3,0,0,1,0,3,0,2,1
291,0,1,0,1,0,0,2,2,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,0,6,6,0,0,3,0,3,3,2,1,3,0,2
292,0,1,0,1,2,4,1,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,0,0,1,1,0,1,2,3,0
293,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,3,1,2,2,1,2,2,1,1
294,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,0,2,2,1,1,1,2,3,2
295,0,0,2,2,3,5,6,0,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,1,0,2,1,0,0,0,3,1,2,3,3,0,0,3
296,0,0,2,3,1,5,6,0,32,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,1,2,2,1,0,0,2,1,2,2,0,0,1,2,2
297,0,1,0,1,0,0,2,2,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,1,6,6,0,0,2,0,0,2,0,3,1,3,3
298,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,3,0,1,1,2,3,1,0,3
299,0,1,0,1,0,0,2,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,0,6,6,0,0,1,3,3,2,2,0,2,0,2
300,0,0,1,0,4,2,5,6,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,1,0,1,3,2,3,0,0,0
301,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,0,0,1,0,2,1,0,0,0,1,2,2,1,3,3,0,3
302,0,0,2,3,1,1,0,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,1,0,0,3,2,3,2,3,3,3,1,3
303,0,0,1,3,1,1,3,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,4,0,0,0,0,0,0,3,3,2,2,3
304,0,1,0,1,0,0,6,7,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,1,2,0,0,3,0,0,2,0,1,3,3,3,0,0,3
305,0,0,2,3,1,1,0,3,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,3,3,2,2,0,3,2,2,0
306,0,1,2,2,3,5,6,0,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,0,0,0,1,0,0,3,2,1,3,0,2,3,0,2
307,0,1,0,2,3,3,4,7,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,7,0,1,1,3,0,4,4,2,0,0,1,3,3,1,0,2,0,3,2
308,0,1,0,1,2,4,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,2,1,1,1,1,2,3,0
309,0,1,0,1,0,0,2,2,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,1,6,6,0,0,1,3,0,1,3,2,3,1,0
310,0,0,1,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,3,1,6,6,0,0,3,3,0,3,3,2,3,1,3
311,0,1,0,1,2,4,1,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,3,2,0,0,3,1,0,0
312,0,0,1,0,4,2,5,6,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,0,2,3,1,6,6,0,0,0,2,0,0,1,3,2,1,2
313,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,1,0,2,1,0,0,1,3,2,1,2,0,0,3,3
314,0,1,0,1,2,4,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,2,3,5,5,0,0,1,2,2,2,2,3,3,2,1
315,0,1,0,1,0,0,2,2,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,3,6,6,0,0,3,3,0,1,1,0,2,0,3
316,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,3,3,1,3,0,3,3,0,0
317,0,0,1,3,1,1,3,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,4,0,0,3,1,2,0,1,1,0,0,1
318,0,1,0,1,2,4,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,1,3,3,2,1,1,3,1,0
319,0,0,2,3,1,1,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,1,2,1,3,1,2,1,0,2
320,0,0,1,0,4,2,5,6,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,1,0,1,2,0,3,2,3,2
321,0,0,1,0,4,2,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,1,0,2,4,5,1,0,0,0,3,3,1,1,3,3,3,1,2
322,0,0,1,0,0,0,2,2,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,2,3,0,6,6,0,0,3,2,1,0,1,1,2,1,0
323,0,0,2,3,1,1,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,0,1,0,3,2,1,1,2
324,0,0,1,0,4,2,5,6,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,0,0,2,2,3,1,2,1
325,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,0,1,0,1,3,3,2,1
326,0,0,2,3,1,1,0,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,1,0,0,0,3,3,1,2,3,1,0,1
327,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,3,0,3,2,2,2,0,3
328,0,0,1,0,4,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,3,0,3,0,2,1,2,3,1
329,0,1,2,2,3,3,6,5,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,1,1,3,0,0,0,1,0,0,1,3,0,1,1,1,0,3,0
330,0,0,2,2,3,5,6,0,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,3,1,2,2,1,0,0,2,1,2,2,3,3,1,0,0
331,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,3,2,0,0,3,1,1,3,2
332,0,1,0,2,3,3,6,7,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,3,0,0,0,3,0,0,1,2,2,2,1,2,1,2,2
333,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,1,0,2,1,0,0,3,3,2,3,0,3,0,2,1
334,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,3,0,0,1,2,1,0,1
335,0,0,1,3,1,5,3,1,99,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,1,0,0,4,5,1,0,0,0,1,1,3,0,1,3,1,2,1
336,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,1,2,3,0,3,0,0,1,3,3,2,2,2,2,3,2
337,0,1,2,2,3,3,4,5,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,1,3,3,3,0,2,2,2,1
338,0,0,1,0,0,0,2,2,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,2,2,3,1,6,6,0,0,0,1,3,3,0,0,3,2,0
339,0,0,1,0,4,2,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,0,2,3,1,3,7,0,0,2,3,0,3,3,2,0,1,2
340,0,1,0,1,2,4,1,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,0,3,2,1,1,2,3,3
341,0,0,1,0,0,0,2,2,102,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,3,1,6,6,0,0,0,2,2,2,0,2,2,1,1
342,0,0,2,2,3,5,6,0,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,3,1,2,2,1,0,0,1,2,1,0,1,0,0,1,2
343,0,0,1,3,1,1,3,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,0,0,0,1,2,1,3,3,0,3,0,0
344,0,1,0,1,2,4,1,7,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,0,0,3,2,0,0,1,3,3
345,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,1,0,1,0,2,1,0,0,3,2,1,1,2,1,1,3,2
346,0,0,2,3,1,1,3,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,3,0,1,0,0,4,5,1,0,0,0,0,2,0,0,2,0,3,1,1
347,0,0,1,0,0,0,6,2,70,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,7,0,0,0,2,2,0,0,6,0,0,0,1,3,2,3,1,0,2,0
348,0,0,1,0,4,2,5,6,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,3,0,0,2,1,3,3,0,3
349,0,0,2,3,1,1,0,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,0,1,3,1,3,2,1,2
350,0,0,1,0,4,2,5,6,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,1,0,1,2,0,1,0,3,0
351,0,0,2,3,1,1,0,3,103,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,0,2,3,3,3,1,3,1
352,0,0,1,0,4,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,1,2,0,1,3,0,2,0,3
353,0,1,0,1,2,4,1,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,1,3,1,3,3,0,2,3
354,0,1,2,2,3,3,4,5,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,3,3,2,0,2,1,3,1
355,0,0,1,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,3,1,6,6,0,0,2,3,2,0,0,2,1,1,0
356,0,1,2,2,3,5,6,0,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,0,0,0,1,0,0,0,1,2,2,3,1,1,3,1
357,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,1,6,6,0,0,1,0,2,3,3,0,3,1,3
358,0,0,1,0,4,2,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,0,2,4,5,1,0,0,0,1,2,2,1,3,3,3,1,2
359,0,0,1,3,4,2,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,1,2,2,0,0,1,0,2,2
360,0,1,0,1,0,0,2,2,76,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,0,6,6,0,0,0,1,1,2,1,0,3,2,1
361,0,0,2,2,3,5,6,0,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,3,1,2,2,1,0,0,3,2,1,2,3,0,0,0,1
362,0,1,0,1,2,4,1,7,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,0,3,0,0,0,1,2,0,0,2,2,3,3
363,0,1,0,1,2,4,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,2,3,2,3,2,0,0,1
364,0,0,2,3,1,5,0,0,104,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,1,1,3,1,2,2,1,0,0,0,1,1,2,0,1,2,0,0
365,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,0,2,2,3,3,1,3,1,2
366,0,1,2,2,3,5,6,7,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,1,3,0,0,0,3,0,0,0,0,0,0,3,2,3,2,0
367,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,0,0,3,1,1,2,2,2,1
368,0,1,0,1,2,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,1,2,1,2,2,3,0,0,0
369,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,3,2,0,3,1,3,1,0,0
370,0,1,0,1,2,4,1,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,0,2,3,3,1,2,3,2
371,0,1,2,2,3,5,6,0,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,0,0,0,1,0,0,0,1,3,1,2,3,2,1,0
372,0,1,2,2,3,3,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,2,1,3,1,2,1,0,3
373,0,1,0,1,0,0,2,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,1,2,0,0,6,0,0,2,0,2,0,3,0,0,0,0
374,0,0,1,0,4,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,2,2,0,2,2,1,2,3
375,0,1,0,1,2,4,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,1,3,0,0,0,0,0,1,1
376,0,1,0,1,3,5,6,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,1,3,0,0,0,3,0,0,1,0,3,0,0,0,0,3,1
377,0,1,0,1,2,0,2,4,47,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,2,3,6,6,0,0,1,3,1,1,3,3,2,2,0
378,0,1,0,1,2,4,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,1,2,0,1,3,2,0,1
379,0,1,2,2,3,3,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,1,0,3,2,3,3,0,1,1
380,0,1,2,2,3,3,4,5,69,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,1,0,3,1,3,3,2,2,1
381,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,0,0,1,0,0,1,0,0,0,3,2,0,0,1,1,0,2
382,0,0,1,3,1,1,3,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,0,0,0,1,3,3,1,0,1,2,0,2
383,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,2,2,0,2,1,3,1,0,3
384,0,0,1,3,1,5,3,1,99,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,0,2,4,5,1,0,0,0,1,3,0,2,2,1,2,3,3
385,0,1,2,2,3,3,4,5,105,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,1,0,0,1,3,2,3,0,2
386,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,0,3,3,0,2,3,2,3,2
387,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,1,6,6,0,0,0,2,0,0,1,1,3,1,2
388,0,0,2,3,1,1,0,3,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,1,3,2,3,3,0,0,2,0
389,0,0,1,3,1,1,3,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,4,0,0,1,1,1,1,3,3,2,0,1
390,0,0,2,3,1,5,0,0,106,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,2,2,2,1,3,3,1,1,2
391,0,0,1,0,4,2,5,6,107,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,0,2,3,1,6,6,0,0,3,0,2,0,1,1,3,2,2
392,0,1,0,1,2,4,1,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,3,3,2,2,1,2,1,0
393,0,0,1,3,1,1,3,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,4,0,0,1,0,1,1,2,0,3,2,1
394,0,1,0,1,2,4,1,4,71,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,0,3,1,3,0,0,2,0
395,0,0,2,3,1,5,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,3,0,1,1,2,2,1,1,3
396,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,0,0,1,0,0,1,0,0,3,2,3,1,2,2,2,3,0
397,0,1,0,1,2,4,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,2,1,3,2,2,1,3,2
398,0,0,2,3,1,1,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,3,1,1,3,1,3,1,2
399,0,0,1,0,4,2,5,6,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,1,3,1,2,2,2,1,1,2
400,0,0,2,3,1,1,0,3,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,0,3,3,3,2,0,2,0
401,0,1,0,1,2,4,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,2,0,1,0,2,1,3,1
402,0,0,2,3,1,1,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,1,0,0,3,2,2,1,1
403,0,1,2,2,3,3,4,5,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,3,0,1,1,0,3,0,0
404,0,1,0,1,0,0,2,2,108,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,3,0,6,6,0,0,3,1,2,3,2,1,0,2,1
405,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,1,0,3,1,1,3,2,3
406,0,0,1,0,4,2,5,6,107,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,0,2,3,1,3,7,0,0,1,0,1,0,2,0,1,2,0
407,0,1,0,2,3,5,6,7,29,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,0,1,3,0,0,0,3,0,0,1,1,3,3,2,3,2,0,3
408,0,0,1,0,4,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,1,2,1,3,1,2,2,2,2
409,0,1,2,2,3,3,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,1,0,1,0,2,2,2,0
410,0,1,2,2,3,3,4,5,109,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,1,2,2,1,2,2,2,1,1
411,0,1,2,2,3,5,6,0,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,3,0,0,0,1,0,0,1,2,3,3,0,2,1,2,1
412,0,1,0,1,0,0,2,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,1,2,0,0,6,0,0,1,1,2,2,1,3,2,0,3
413,0,0,1,0,4,2,5,6,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,0,3,2,3,1,3,2,1
414,0,0,2,3,1,5,6,0,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,0,0,1,0,2,1,0,0,0,1,2,1,1,2,3,0,3
415,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,3,2,1,2,0,1,2,1,2
416,0,0,2,3,1,5,0,0,73,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,1,3,0,0,1,1,1,3,1
417,0,1,0,2,3,3,4,5,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,2,2,3,1,0,3,3,1
418,0,0,2,3,1,1,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,3,0,1,2,2,2,1,3,3
419,0,1,2,2,3,3,6,5,85,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,0,0,1,0,0,1,0,2,1,3,2,0,0,1
420,0,0,1,0,4,2,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,3,0,0,0,2,3,1,6,6,0,0,1,0,3,3,0,0,1,2,0
421,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,3,1,6,6,0,0,2,3,1,1,1,2,0,0,3
422,0,0,1,0,4,2,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,0,2,1,3,1,0,0,1,1
423,0,0,1,0,4,2,5,6,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,0,2,2,2,1,3,0,2
