,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20
221,0,1,2,0,4,1,0,2,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,4,2,2,3,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1
222,0,0,0,2,3,3,4,3,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,1,1,1,1,3,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
223,0,1,2,0,4,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,2,5,2,3,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0
224,0,1,2,3,2,2,5,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1
225,0,1,0,0,1,5,3,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,0,0,0,3,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0
226,0,0,1,3,0,4,1,4,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,0,1,3,4,2,6,4,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
227,0,0,0,2,3,3,2,3,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,1,1,1,1,3,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0
228,0,1,2,0,4,1,0,2,49,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,4,2,2,3,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0
229,0,1,1,3,2,4,5,7,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,4,2,6,4,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0
230,0,1,1,3,2,2,5,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1
231,0,1,2,3,2,1,0,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,4,2,2,7,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1
232,0,0,0,2,1,0,4,5,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,0,0,1,2,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0
233,0,1,2,0,4,1,0,2,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,4,2,2,3,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0
234,0,1,2,0,4,1,0,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,3,3,5,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1
235,0,0,1,1,0,4,1,4,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,0,3,4,5,5,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1
236,0,0,0,2,1,0,4,5,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
237,0,1,2,3,2,2,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,4,2,2,7,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
238,0,0,1,1,0,4,1,4,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,1,3,4,2,6,4,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
239,0,1,2,0,4,1,6,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,3,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
240,0,0,1,1,0,4,1,4,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,0,1,3,4,2,6,4,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
241,0,1,2,3,2,2,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,2,3,4,2,2,7,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0
242,0,0,0,2,1,0,3,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1
243,0,0,0,2,3,0,4,5,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1
244,0,1,1,3,2,2,5,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
245,0,1,2,3,2,2,0,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
246,0,1,2,0,4,1,6,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,3,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
247,0,0,1,1,3,3,2,0,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
248,0,1,2,3,2,2,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,4,2,2,7,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0
249,0,0,0,2,1,0,3,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,2,5,4,6,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
250,0,0,1,1,3,3,2,5,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,1,0,0,0,0,1,2,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1
251,0,1,1,3,2,2,5,7,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,4,2,6,4,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0
252,0,0,0,2,1,0,3,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,2,5,4,6,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
253,0,0,0,2,1,5,3,6,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,2,5,4,6,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
254,0,1,2,0,4,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,2,5,2,3,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
255,0,1,2,0,4,1,6,1,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,2,5,4,3,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1
256,0,1,0,0,1,5,3,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,2,2,2,5,4,6,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1
257,0,0,1,1,0,4,1,4,32,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,1,1,1,1,6,4,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
258,0,0,0,2,1,0,4,5,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,0,0,1,2,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1
259,0,0,1,1,3,3,2,0,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,1,1,1,1,3,4,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
260,0,1,0,0,4,5,6,1,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,2,2,5,4,3,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1
261,0,0,0,2,1,0,3,6,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,2,5,4,6,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0
262,0,1,0,2,1,5,3,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,0,3,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0
263,0,0,0,2,1,0,3,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,2,5,4,6,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
264,0,1,2,0,4,1,0,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,3,3,5,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0
265,0,1,2,3,2,2,0,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1
266,0,0,1,1,0,4,1,4,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,6,0,1,0,0,3,4,5,5,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0
267,0,0,1,1,0,3,2,0,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,1,1,6,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1
268,0,0,0,2,1,0,4,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,1,1,3,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0
269,0,1,2,3,2,2,5,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1
270,0,1,2,3,2,2,0,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1
271,0,1,2,3,2,2,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,1,3,4,2,2,7,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0
272,0,0,1,1,0,4,1,4,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,0,0,3,4,5,5,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0
273,0,1,2,0,4,1,6,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,3,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1
274,0,1,2,3,2,2,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,4,2,2,7,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1
275,0,0,1,1,0,3,2,0,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,1,1,6,4,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1
276,0,1,2,0,4,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,2,2,5,2,3,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
277,0,1,2,0,4,1,6,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,3,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0
278,0,1,2,0,4,1,6,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,3,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
279,0,1,2,0,4,1,6,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,0,0,3,3,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0
280,0,0,1,1,0,3,2,0,21,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,1,1,6,4,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
281,0,1,2,3,2,2,0,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1
282,0,0,1,1,0,4,1,4,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,1,3,4,2,6,4,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0
283,0,0,1,1,0,3,2,0,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,1,1,6,4,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0
284,0,0,1,1,0,4,1,4,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,1,1,6,4,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
285,0,0,1,1,3,3,2,0,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,1,1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
286,0,0,0,2,3,0,4,5,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,0,0,1,2,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1
287,0,1,0,0,4,5,6,1,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,2,2,5,4,6,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1
288,0,0,0,2,1,0,4,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,1,1,3,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
289,0,0,1,1,0,3,2,0,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,1,1,1,1,6,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
290,0,0,1,1,3,3,2,0,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,1,1,3,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1
291,0,1,2,3,2,2,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,4,2,2,7,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
292,0,1,2,0,4,1,0,2,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,4,2,2,3,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
293,0,1,1,3,2,2,5,7,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,4,2,6,4,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1
294,0,1,1,3,2,2,5,7,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0
295,0,1,2,3,2,2,5,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0
296,0,0,0,2,1,5,3,6,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,2,2,5,4,6,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1
297,0,0,0,2,1,0,4,5,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,0,0,1,2,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1
298,0,1,2,0,4,1,0,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,3,3,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
299,0,1,0,0,4,5,6,1,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,2,2,5,4,3,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
300,0,1,0,0,1,5,3,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,0,0,0,3,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0
301,0,1,0,0,1,5,3,6,2,1,1,1,1,0,0,0,0,0,1,1,1,2,4,0,0,0,1,0,0,0,3,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0
302,0,0,0,2,3,0,4,3,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,1,1,3,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
303,0,0,0,2,1,5,3,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,0,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1
304,0,1,1,3,2,2,5,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0
305,0,0,1,1,3,3,2,5,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,0,0,0,0,1,2,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1
306,0,0,1,1,3,3,2,0,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,1,1,3,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
307,0,1,1,3,2,2,5,7,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,1,3,4,2,6,7,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0
308,0,1,2,0,4,1,6,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,2,2,5,4,3,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1
309,0,0,1,2,3,3,2,5,5,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,1,0,0,0,0,1,2,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1
310,0,0,1,1,3,3,2,5,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,0,0,0,0,1,2,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0
311,0,1,2,0,4,1,0,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,4,2,2,3,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0
312,0,1,2,3,2,2,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,4,2,2,7,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
313,0,1,2,3,2,2,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,4,2,2,7,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0
314,0,0,0,2,1,0,4,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,1,1,3,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1
315,0,1,2,0,4,1,6,1,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,3,3,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
316,0,1,2,0,4,1,0,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,3,4,2,2,3,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0
317,0,1,2,0,4,1,0,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,0,0,3,3,5,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0
318,0,1,2,3,2,2,5,7,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,4,2,2,7,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
319,0,0,1,1,3,3,2,0,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,1,1,3,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0
320,0,0,0,2,3,0,4,5,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,0,0,1,2,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0
321,0,1,1,3,2,2,5,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1
322,0,1,0,0,4,5,6,1,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,0,0,0,3,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1
323,0,0,0,2,3,0,4,5,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,0,0,0,0,1,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
324,0,1,2,3,2,2,5,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0
325,0,0,1,2,3,3,2,0,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
326,0,1,2,3,2,2,0,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
327,0,0,0,2,1,0,4,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,1,1,1,1,3,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0
328,0,1,0,0,4,5,6,1,2,1,1,1,1,0,0,0,0,0,1,0,1,4,4,0,0,0,1,0,0,3,3,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1
329,0,1,0,2,1,5,3,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,0,0,0,3,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0
330,0,0,0,2,1,0,4,5,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,0,0,0,0,1,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1
331,0,0,1,1,3,3,2,0,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
332,0,1,1,3,2,2,5,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0
333,0,0,0,2,3,0,4,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,0,1,1,1,1,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0
334,0,1,2,3,2,2,0,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,0,0,3,4,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
335,0,1,2,3,2,2,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,0,2,3,4,2,2,7,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0
