,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53,random_model_n54,random_model_n55,random_model_n56,random_model_n57,random_model_n58,random_model_n59,random_model_n60,random_model_n61,random_model_n62,random_model_n63,random_model_n64
119,0,1,1,2,1,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,1,1,4,0,0,1,0,2,1,0,2,0,0,0,2,0,1,0,1,0,0,2,2,1,0,2,1,2,1,1,0,2,0,1,2,2,2,0,2,0,2,1,2,0,2,0,0,0,2,1,2,1,1,1,2,0,1,1,0,2,2,0,0,0,2,1,1,1,0,2,0,1
120,0,1,1,2,2,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,1,0,5,3,1,0,2,0,0,1,0,1,1,0,1,0,2,0,2,1,0,0,0,1,2,0,1,2,2,2,1,1,0,2,1,0,2,0,1,2,2,2,1,0,2,0,0,1,0,2,2,0,1,0,1,2,1,2,2,0,2,1,0,2,1,1,1,2,2,2,0
121,0,1,2,0,4,3,4,4,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,2,3,1,0,0,-1,2,2,1,0,0,0,1,1,2,1,2,2,0,2,1,1,1,1,2,1,1,0,1,2,0,2,0,1,1,0,0,2,0,0,2,1,1,1,1,0,0,2,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,2,0,2,1,2,2
122,0,1,2,0,4,3,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,2,3,1,0,0,1,0,2,2,2,2,1,1,1,0,0,1,0,0,2,0,1,1,0,1,1,1,2,0,2,2,1,0,1,1,1,0,2,0,2,2,0,1,2,0,1,1,1,0,0,2,2,2,2,2,2,0,1,2,1,2,1,1,1,1,2,0,1,1,2
123,0,1,2,0,4,3,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,2,3,1,0,0,1,0,1,0,1,0,1,2,1,2,1,1,0,1,2,0,0,1,0,2,0,0,2,0,1,0,2,0,2,1,2,1,1,0,2,2,0,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,0,1,1,1,0,0,1,0,2,2,1,2,0
124,0,1,2,0,4,3,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,1,1,0,5,3,5,0,2,0,1,1,2,1,0,2,0,2,1,2,2,0,2,0,2,1,1,1,1,2,1,2,0,0,1,1,0,1,1,2,0,0,1,2,0,2,0,2,2,1,2,0,2,1,1,1,2,2,2,0,1,0,1,2,0,0,1,2,0,0,0,0,2
125,0,1,1,2,1,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,3,4,0,0,7,0,2,0,1,2,2,0,2,1,0,1,0,0,0,0,2,1,1,2,2,1,2,1,2,1,2,1,1,1,2,0,1,2,2,1,0,0,0,2,1,1,2,2,0,2,0,1,1,1,1,2,2,2,0,1,2,2,2,1,2,1,2,2,2,1,0
126,0,1,2,0,4,3,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,0,2,2,3,1,0,0,1,1,2,2,0,0,0,1,0,2,1,1,2,0,0,0,0,1,0,1,1,1,2,2,1,2,1,2,0,1,1,2,1,0,2,1,2,0,1,0,1,2,2,2,0,2,1,2,0,0,1,0,0,1,2,1,2,1,1,0,2,0,2,2,0
127,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,0,3,4,2,6,1,0,2,1,0,0,2,0,1,0,2,2,0,1,0,2,1,0,1,1,2,1,1,2,2,2,2,1,0,2,1,1,2,2,0,1,0,1,0,2,0,2,0,0,0,0,2,2,0,1,1,1,0,0,2,0,1,1,0,1,0,0,2,1,2,1
128,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,0,3,4,2,6,1,0,0,2,2,1,0,1,2,0,0,0,1,0,1,1,0,2,0,1,1,1,1,2,0,1,1,0,0,0,2,1,2,1,0,0,2,1,0,2,2,2,2,2,2,1,2,2,0,0,1,2,0,0,1,2,0,1,0,2,0,0,2,0,0,0
129,0,1,2,0,4,3,4,4,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,2,3,1,0,0,1,1,0,1,0,2,0,0,2,1,2,0,2,1,2,1,0,2,2,0,2,1,0,0,0,1,2,1,1,1,2,1,2,2,0,1,2,0,1,1,1,2,1,1,1,1,0,2,0,2,0,0,1,0,0,1,1,2,0,1,2,0,0,2,0
130,0,0,1,3,1,5,2,6,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,1,1,3,4,0,0,7,1,2,0,1,2,2,2,0,1,0,0,2,0,0,1,2,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2,0,1,2,2,0,2,2,0,1,2,1,0,0,2,2,1,1,1,1,2,2,1,2,2,0,2,0,0
131,0,1,2,0,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,2,2,1,5,2,0,1,2,0,0,1,1,2,0,1,1,1,2,1,1,2,0,2,0,2,2,2,2,1,1,1,2,1,0,0,1,2,1,1,1,2,1,1,0,2,0,1,0,0,0,1,1,0,2,1,0,2,1,0,2,1,2,1,2,1,0,2,2,0,0,2
132,0,0,0,3,3,4,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,1,2,6,3,1,0,1,0,1,2,2,0,0,0,0,1,2,0,2,2,2,2,2,1,2,1,2,0,2,1,0,1,2,1,0,0,2,0,1,2,0,2,2,1,0,2,0,0,1,1,0,1,2,0,1,1,1,1,2,1,1,1,0,0,2,2,2,2,1,0
133,0,1,1,2,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,3,2,1,5,2,0,1,2,2,1,2,2,1,2,0,1,0,2,1,2,0,1,1,0,1,2,2,2,2,2,1,1,0,0,0,2,2,0,1,0,2,2,2,1,1,2,1,0,1,1,1,0,0,2,0,2,0,1,1,2,1,2,1,0,0,2,1,0,0,0,0
134,0,0,0,3,3,4,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,2,0,1,2,6,6,1,0,0,1,0,0,2,0,1,1,2,0,0,0,0,1,0,1,1,0,1,0,0,0,2,1,1,0,2,0,2,1,0,0,1,1,0,2,0,1,1,0,1,2,0,1,2,0,1,2,1,1,2,2,1,0,1,1,1,1,1,2,0,0,0,0
135,0,1,1,2,1,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,1,1,4,0,0,1,0,2,0,2,0,0,2,0,1,2,1,0,0,0,0,1,0,1,0,1,2,1,0,1,2,1,0,2,0,0,1,0,0,1,1,1,2,1,1,2,2,1,1,2,0,0,2,1,1,1,2,2,2,0,0,0,0,2,0,2,2,2,2,2,1,0
136,0,1,1,2,1,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,4,0,0,1,0,2,2,2,0,2,1,1,1,1,2,1,2,1,1,2,1,0,1,2,0,0,1,2,2,2,2,2,1,0,1,0,1,2,2,0,0,2,2,2,1,1,0,1,2,0,1,0,1,1,0,1,1,0,1,1,2,2,2,1,0,1,2,1,2,0
137,0,0,0,3,3,4,0,5,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,3,1,2,6,3,1,0,2,2,0,1,0,2,0,1,2,1,0,2,0,1,0,2,0,2,1,0,1,2,0,0,2,2,0,2,0,2,2,0,2,2,0,0,1,0,1,2,2,2,0,2,2,0,2,1,0,0,1,2,2,0,0,0,1,2,1,2,2,2,0,0
138,0,1,2,0,4,3,4,7,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,1,0,5,3,5,0,2,2,0,0,2,0,1,0,0,1,0,1,0,0,2,1,2,1,2,2,1,1,2,1,2,0,1,2,1,2,1,0,1,0,2,0,1,0,2,1,0,1,2,1,0,0,2,0,0,0,2,1,1,0,1,0,1,2,0,1,2,1,1,2,1
139,0,0,0,3,3,4,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,1,2,6,3,1,0,0,0,1,2,0,0,1,2,2,0,1,2,2,1,1,2,1,2,1,0,0,0,1,2,2,2,2,1,0,2,0,0,0,0,0,2,1,1,1,0,0,0,2,2,1,2,2,0,0,0,1,0,0,2,2,2,0,0,2,2,2,2,1,0
140,0,1,2,0,4,3,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,0,2,2,3,1,0,0,1,1,1,0,1,1,0,2,2,1,0,1,0,1,0,0,2,2,0,1,2,0,1,2,0,0,1,1,1,0,0,2,2,2,1,2,2,0,0,0,1,1,2,1,1,0,2,2,2,0,2,0,1,1,2,2,2,1,1,1,1,0,1,1,2
141,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,0,3,4,2,6,1,0,2,2,0,2,0,2,0,1,2,2,0,0,2,0,0,2,2,2,0,2,1,2,1,0,2,0,0,1,1,1,2,2,1,0,0,1,1,2,1,0,2,2,1,2,2,2,2,0,0,1,2,2,1,1,1,0,1,2,2,0,2,1,2,0
142,0,1,2,0,2,2,6,7,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,1,1,0,5,3,5,0,2,2,2,0,2,0,2,1,2,1,2,1,1,2,1,0,1,1,1,2,1,1,2,0,1,0,2,0,2,2,2,1,1,0,1,0,0,0,2,1,2,2,1,2,2,2,0,1,0,2,0,1,2,2,2,1,0,1,1,2,0,2,1,1,2
143,0,1,2,0,4,3,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,2,3,1,0,0,1,2,1,0,2,0,2,1,2,0,2,2,0,1,2,1,0,2,2,2,0,1,1,2,0,1,2,1,0,1,2,0,1,0,0,1,1,2,1,2,0,0,1,2,0,2,0,0,0,1,0,2,1,0,0,2,2,0,2,2,2,2,0,0,0
144,0,1,2,0,2,0,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,0,2,2,1,5,2,0,1,2,2,2,1,2,0,1,0,0,0,2,1,2,1,1,2,2,2,2,2,0,2,0,2,2,2,1,2,0,2,2,2,0,1,2,1,0,1,2,0,2,0,1,0,2,1,1,0,0,2,0,2,0,2,0,0,0,2,1,0,0,2,0,2
145,0,1,1,2,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,3,2,1,5,2,0,1,0,1,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,0,1,1,2,0,2,2,1,1,0,2,2,0,2,2,2,1,0,1,2,1,0,1,1,2,2,1,1,1,2,0,2,0,2,1,1,2,0,1,2,0,1,2,0,0,1,0
146,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,0,3,2,2,6,1,0,2,1,0,0,0,2,0,2,0,2,2,0,2,1,0,2,0,1,0,1,1,0,2,2,1,0,2,1,1,1,2,2,0,2,0,1,1,1,1,1,2,2,1,0,2,0,2,2,0,1,1,1,1,2,2,0,1,2,1,2,0,2,0,0
147,0,1,1,2,1,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,3,4,0,0,7,0,2,1,0,1,0,0,1,0,1,1,2,0,2,2,0,1,2,2,2,1,2,0,0,1,0,1,2,1,0,2,2,1,0,0,1,0,2,2,1,0,1,2,2,2,2,1,1,0,0,2,1,2,1,2,1,2,1,2,2,1,0,0,1,0,1
148,0,1,2,0,4,3,4,7,-1,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,1,1,0,5,3,5,0,2,1,1,2,1,0,0,1,2,2,2,1,1,0,0,0,1,2,1,1,0,0,1,2,1,0,0,0,1,0,0,0,1,2,2,2,1,2,1,1,1,2,0,1,0,2,2,0,0,0,1,2,0,1,0,0,1,2,2,2,1,0,1,2,1
149,0,1,2,0,4,3,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,0,2,2,3,1,0,0,1,2,0,2,0,2,1,0,0,0,2,2,0,2,0,0,0,0,1,2,1,0,1,0,1,2,2,0,2,0,1,1,1,2,0,2,1,0,2,2,2,0,0,0,1,2,2,0,1,2,2,1,0,0,0,2,2,2,2,0,1,1,2,2,1
150,0,0,0,3,3,4,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,1,2,6,3,1,0,0,2,0,1,1,1,0,0,1,1,2,2,2,0,1,2,0,2,0,1,2,1,1,2,1,2,1,2,0,2,1,0,1,2,1,0,1,0,0,1,2,1,1,2,1,1,2,2,0,2,2,1,1,1,2,1,1,2,0,2,0,0,2,0
151,0,1,2,0,2,0,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,0,2,2,1,5,2,0,1,2,0,1,1,2,2,1,2,1,2,0,2,1,1,1,2,1,2,1,1,1,2,2,0,0,2,0,1,1,2,1,0,0,1,1,1,0,1,1,1,2,0,0,2,0,1,2,1,1,0,1,1,2,1,2,2,1,0,2,0,1,1,2,2
152,0,1,1,2,2,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,1,0,5,3,1,0,2,0,1,0,1,0,2,0,0,2,0,0,2,2,1,1,2,1,1,0,0,0,2,0,1,0,2,1,0,0,1,2,2,0,1,0,1,1,0,0,1,1,2,0,0,2,2,1,0,0,2,0,2,0,2,2,2,2,1,1,1,2,1,2,0
153,0,0,1,2,1,5,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,3,4,0,0,7,1,2,2,1,1,1,0,1,1,1,2,1,2,0,1,0,1,2,2,1,1,1,0,1,2,1,2,2,2,1,2,0,1,1,1,1,1,2,2,2,2,0,1,2,2,0,2,0,2,1,2,0,1,2,2,2,1,0,0,0,2,0,2,2,0,1
154,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,0,3,4,2,6,1,0,1,0,2,2,2,0,2,1,2,1,1,1,2,0,1,1,0,2,0,2,2,0,2,0,2,1,2,2,2,2,0,0,0,1,0,2,1,2,2,0,1,0,1,2,2,0,2,0,2,2,2,2,0,1,2,0,2,0,0,1,1,1,2,2
155,0,1,2,0,2,2,6,7,4,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,1,1,1,0,5,3,5,0,2,1,1,1,0,2,2,1,2,0,1,1,2,2,1,0,0,2,1,1,2,2,0,1,2,1,1,1,0,0,2,1,1,0,1,2,1,1,1,1,1,0,2,2,2,0,1,1,2,0,2,1,1,2,1,0,1,2,0,1,1,0,2,0,2
156,0,1,1,2,1,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,4,0,0,1,0,2,1,0,1,2,1,1,2,0,1,1,2,1,1,1,2,1,0,0,2,1,1,0,2,0,2,0,1,1,2,0,1,2,0,1,2,2,2,0,1,1,0,2,0,1,1,1,2,0,0,0,0,1,0,1,2,1,0,0,2,0,1,0,1,0
157,0,1,1,2,1,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,4,0,0,1,0,2,2,2,0,1,1,1,2,0,0,2,0,2,2,1,0,0,2,1,1,1,2,2,2,0,1,1,1,2,2,1,1,1,1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,2,2,2,0,2,2,2,0,0,2,1,1,0,0,2,2,2
158,0,0,0,3,3,4,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,1,2,6,3,1,0,1,1,1,1,1,0,0,0,2,1,1,2,0,2,1,0,1,2,2,0,1,1,1,2,0,2,0,1,2,0,0,2,0,2,1,2,1,1,0,0,2,0,1,2,1,0,2,0,2,0,1,0,1,1,0,2,2,0,1,2,0,0,1,1
159,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,0,3,4,2,6,1,0,1,1,2,0,1,0,0,2,0,1,1,0,1,0,0,1,0,2,0,0,0,2,1,1,1,1,2,0,2,1,1,0,0,2,1,1,2,1,2,2,0,2,1,0,2,1,2,2,2,2,2,2,1,1,0,2,0,1,0,1,1,0,2,1
160,0,1,2,0,4,3,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,2,3,1,0,0,1,0,1,0,1,2,0,1,0,0,1,2,1,2,2,0,2,1,2,1,1,2,0,1,2,1,1,2,2,2,1,1,0,2,1,0,2,1,0,0,0,0,2,0,0,0,2,0,1,0,2,2,1,2,2,1,0,2,1,0,2,0,2,0,2
161,0,1,1,2,1,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,1,1,4,0,0,1,0,2,2,2,0,2,2,1,1,0,1,0,2,0,0,1,2,2,2,0,0,0,2,0,0,2,2,0,0,1,2,1,2,2,2,0,1,2,0,2,2,2,0,2,0,2,1,1,0,1,0,1,2,0,2,1,0,2,2,2,1,2,1,0,1,1
162,0,1,2,0,4,3,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,2,1,5,2,0,1,0,0,0,0,2,0,0,2,2,0,1,2,1,0,0,1,1,1,1,1,0,1,1,2,1,1,1,0,2,1,0,1,0,0,1,2,0,0,2,0,0,1,0,1,2,2,2,0,2,0,0,1,0,2,0,2,1,0,2,1,2,1,1,2
163,0,1,1,2,2,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,1,0,5,3,5,0,2,1,2,1,2,0,1,1,1,0,1,2,2,0,2,1,2,1,2,0,0,1,2,1,0,2,2,1,0,1,2,0,0,2,2,2,0,2,1,1,0,1,1,2,1,0,0,0,2,0,1,2,0,0,2,1,0,0,1,2,2,2,1,0,2
164,0,0,0,1,0,1,3,1,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,0,3,4,4,4,1,0,0,0,2,0,0,1,1,0,2,1,2,1,2,2,2,0,1,1,0,1,1,1,1,0,2,1,0,0,2,1,1,1,2,0,2,2,1,1,2,2,2,1,2,0,0,2,1,2,0,0,0,0,2,2,2,0,2,2,1,0,2,0,1,2
165,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,0,3,4,2,6,1,0,1,0,0,1,1,2,1,1,0,0,1,1,0,1,1,2,2,2,0,1,0,0,2,2,2,0,1,2,2,0,1,2,0,2,1,2,1,1,0,1,0,0,0,2,1,1,1,2,0,1,0,0,2,2,2,0,2,2,1,2,1,0,0,0
166,0,1,1,2,1,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,4,0,0,1,0,2,1,2,0,0,1,0,0,0,1,1,1,2,2,2,2,1,2,1,2,2,1,0,0,1,1,1,2,0,2,1,1,0,2,1,2,0,0,1,2,2,0,1,1,1,1,2,2,2,2,2,0,1,0,1,1,1,1,0,1,0,1,1,2,0
167,0,1,1,2,1,0,1,3,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,3,2,1,5,2,0,1,0,1,2,0,1,2,0,0,2,2,0,1,0,2,2,1,2,2,1,0,0,2,0,0,1,2,0,2,0,1,0,0,2,0,1,0,2,2,0,1,1,0,2,0,1,2,2,2,2,2,0,2,1,2,0,2,0,1,1,0,1,2,1,0
168,0,0,0,1,0,1,3,1,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,0,3,4,4,4,1,-1,1,1,0,0,1,0,2,2,0,0,2,0,1,0,1,1,0,0,1,0,0,1,0,2,1,0,0,2,0,1,1,1,1,1,0,0,2,0,1,2,2,0,0,2,0,2,0,0,2,0,1,2,0,2,2,1,0,2,2,2,1,0,2,2
169,0,1,2,0,4,3,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,1,1,0,5,3,5,0,2,1,0,0,0,0,1,1,2,1,1,1,1,0,2,2,0,2,2,2,0,1,1,1,2,1,1,1,1,2,0,0,0,1,2,2,0,1,2,0,0,0,1,1,0,1,1,2,0,0,0,0,2,1,0,1,0,1,1,0,0,0,2,0,1
170,0,1,2,0,2,3,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,2,1,5,2,0,1,1,1,2,0,0,1,1,1,1,0,2,0,0,1,0,2,1,1,2,0,2,0,2,0,0,0,0,2,1,1,2,1,2,2,0,2,1,1,1,0,1,1,1,0,2,1,2,0,2,1,0,1,1,0,0,2,1,2,0,2,1,0,1,1
171,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,0,3,4,2,6,1,0,2,1,0,0,1,1,2,2,1,0,1,1,2,0,2,0,1,2,1,1,0,2,2,0,0,1,2,2,2,1,2,0,2,0,0,1,1,0,0,2,1,1,1,1,0,1,1,2,1,2,0,2,1,2,1,1,2,0,1,2,2,2,0,1
172,0,1,2,0,4,3,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,1,0,2,2,3,1,0,0,1,1,1,2,2,0,0,0,1,1,1,0,0,2,0,0,1,1,0,0,2,2,0,0,2,0,0,0,1,2,0,2,0,0,0,0,2,2,0,2,0,1,2,0,2,1,0,2,1,2,0,0,0,0,1,1,2,2,1,2,1,1,2,1,0
173,0,0,0,3,3,4,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,1,2,6,3,1,0,0,0,1,2,1,0,2,2,0,2,1,0,0,0,0,0,2,1,0,0,1,2,0,2,0,0,1,2,0,1,1,0,2,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,2,0,2,0,2,2,1,1,2,0,0,2,2,0,2,0
174,0,0,0,3,3,4,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,3,1,2,6,3,1,0,0,2,0,2,0,2,0,2,2,1,0,2,1,2,1,1,1,0,1,1,2,1,0,1,2,2,2,0,1,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,0,0,1,2,2,0,2,0,1,2,0
175,0,1,1,2,1,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,3,4,0,0,1,0,2,2,0,0,1,2,2,2,1,1,1,2,0,0,1,1,2,0,1,2,2,1,2,1,2,2,2,2,2,1,1,1,0,0,0,1,2,2,0,0,0,0,0,2,2,0,1,2,0,0,0,2,1,2,2,2,2,0,1,1,2,0,1,2,1
176,0,0,1,2,1,5,2,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,3,4,0,0,7,1,2,1,2,1,1,1,2,2,2,1,2,0,0,1,1,0,0,2,2,1,0,0,1,0,0,0,1,1,0,2,2,1,2,0,1,2,1,2,1,0,2,2,2,0,0,0,2,1,1,0,0,0,2,0,0,0,0,2,1,1,0,0,2,1,2
177,0,1,1,2,2,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,1,0,5,3,5,0,2,0,0,2,1,1,1,1,2,0,1,2,0,0,0,1,0,2,2,2,0,0,2,1,1,0,2,2,1,0,2,2,2,2,1,2,1,1,0,0,0,1,1,1,2,2,2,0,1,1,0,2,0,2,2,0,2,2,2,0,2,1,0,2,1
178,0,0,0,3,3,4,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,2,3,1,2,6,3,1,0,0,0,0,0,0,2,1,0,2,1,2,0,0,2,0,1,0,0,2,2,2,1,2,0,0,1,2,0,2,0,1,2,1,0,0,2,2,2,0,2,2,0,1,2,1,0,1,2,0,1,0,1,0,2,0,2,0,0,2,2,1,1,1,0
179,0,1,2,0,4,3,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,2,3,1,0,0,1,1,2,0,0,0,0,1,2,2,2,1,0,2,2,2,0,0,0,2,2,2,0,1,1,0,0,2,0,2,1,0,1,2,2,1,1,2,2,1,2,1,0,0,0,2,2,2,2,1,2,1,0,0,0,0,0,2,1,2,2,2,2,0,0
180,0,1,1,2,1,5,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,3,4,0,0,1,0,2,2,0,0,0,2,0,1,1,1,1,2,2,0,2,2,2,2,1,0,0,2,2,0,0,2,2,2,2,2,1,0,1,2,0,2,0,0,0,1,1,1,0,0,1,0,0,2,0,1,1,1,1,0,1,2,0,0,2,0,2,2,1,0,0
181,0,1,2,0,4,3,4,7,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,1,1,0,5,3,5,0,2,1,0,1,0,2,1,1,2,0,1,2,1,1,2,2,1,1,1,0,2,0,1,2,1,2,0,1,1,1,0,2,2,1,0,1,0,2,1,2,0,1,2,2,2,0,2,2,1,0,1,2,1,2,1,1,1,1,0,2,2,1,1,0,0
