,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53,random_model_n54,random_model_n55,random_model_n56,random_model_n57
498,0,1,0,2,0,0,1,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,3,1,3,2,7,0,0,3,2,2,2,0,2,1,3,0,2,1,1,1,0,1,2,1,0,2,0,2,1,2,2,1,0,2,3,3,2,2,1,1,3,3,3,3,1,3,1,2,0,1,2,1,0,3,3,0,2,1,3,2,0,3,0,1
499,0,1,2,0,4,3,6,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,2,5,3,2,0,0,2,2,2,2,3,1,2,1,0,1,1,3,2,0,3,2,3,2,1,3,3,1,2,3,3,0,2,1,2,3,0,2,3,2,2,0,2,1,2,3,0,3,2,1,2,1,0,2,0,1,2,3,0,2,2,3,2
500,0,0,1,1,1,1,5,2,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,2,3,1,1,0,0,0,0,2,2,0,2,3,0,3,3,1,0,1,3,1,2,0,0,1,0,2,1,0,2,2,0,0,0,1,2,1,0,1,1,1,0,2,1,1,2,0,3,2,0,3,1,2,3,2,0,3,3,0,0,3,2,0,3
501,0,0,2,1,3,5,3,3,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,0,2,0,3,5,5,0,0,1,3,2,0,3,1,1,3,2,2,1,1,3,1,3,3,1,2,3,0,0,1,3,2,0,3,2,3,0,0,2,0,2,2,0,3,0,2,2,1,1,0,3,0,3,1,0,3,0,3,2,3,3,0,3,3,0
502,0,1,0,2,3,4,4,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,1,3,1,3,2,7,0,0,3,1,0,2,1,2,3,0,2,0,3,0,1,2,2,2,3,1,0,2,1,0,0,2,2,1,3,3,2,3,0,2,2,1,2,1,3,0,3,1,1,0,1,1,0,3,1,1,0,2,2,2,0,3,2,3,1
503,0,0,2,1,1,1,5,2,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,2,0,4,5,0,0,0,1,2,3,2,1,1,3,3,2,0,1,0,2,1,2,3,3,2,1,3,0,3,3,0,0,2,3,3,1,2,0,3,0,1,2,2,0,2,3,3,1,3,2,2,3,1,3,0,1,1,1,2,1,1,0,0,1
504,0,1,0,2,0,0,1,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,0,4,4,0,0,1,0,3,1,2,1,3,1,1,2,2,2,2,2,2,3,0,2,2,2,2,0,1,0,0,1,1,3,2,1,2,2,3,0,3,3,0,1,3,1,1,2,2,3,3,3,2,3,2,2,3,2,3,1,1,2,2
505,0,1,2,0,4,3,6,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,2,5,3,2,0,0,2,1,1,0,1,1,2,2,3,2,2,3,1,1,2,1,2,2,3,1,0,3,1,0,0,2,1,2,2,1,0,3,0,3,3,0,1,3,1,1,2,0,0,3,2,1,0,3,2,2,2,1,0,1,1,2,2
506,0,1,0,2,0,0,4,6,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,1,1,3,1,3,2,7,0,0,1,3,0,0,3,0,0,0,2,1,1,0,3,2,3,3,3,1,1,0,0,3,2,0,1,2,3,2,1,2,3,3,1,1,0,1,3,3,1,1,0,3,3,3,1,3,3,3,0,1,3,2,1,1,3,1,1
507,0,0,1,3,2,4,0,7,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,1,0,0,4,2,6,6,0,0,1,1,0,3,2,2,2,1,0,2,2,2,2,2,3,1,0,1,2,0,2,1,3,2,2,0,0,2,0,2,3,1,0,1,3,1,3,1,1,3,2,2,3,2,1,1,1,2,3,1,1,2,1,0,1,1,0
508,0,0,1,3,2,2,0,1,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,0,3,1,1,1,0,0,0,2,2,1,0,2,3,1,0,1,1,3,3,2,2,2,3,1,0,3,0,2,1,3,1,1,1,0,3,2,3,0,3,2,2,0,3,1,2,3,2,3,0,1,3,2,1,1,0,1,2,1,1,3,1,1,2
509,0,0,2,1,1,1,5,2,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,2,0,4,5,0,0,0,1,1,2,0,2,3,0,1,0,3,0,2,0,2,2,3,0,3,3,0,1,2,0,0,3,3,1,3,2,2,1,1,3,0,2,2,0,0,0,3,3,1,3,2,2,3,2,0,3,1,1,1,0,1,1,3,1
510,0,1,2,0,3,5,3,3,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,1,2,3,2,5,0,0,2,2,1,1,3,3,2,2,1,0,1,2,2,3,1,1,1,1,2,3,3,2,1,0,0,0,2,3,1,1,3,2,0,2,0,0,3,3,3,0,1,0,3,0,0,0,3,1,0,0,1,1,3,1,0,1,1
511,0,0,1,3,2,2,0,5,81,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,0,4,2,0,3,0,0,0,1,2,3,1,2,2,2,1,1,2,3,3,0,2,2,0,0,0,1,1,3,1,1,3,0,1,3,0,2,2,1,1,2,2,3,3,0,2,0,1,1,2,3,0,1,0,2,2,2,3,0,3,2,1,3,3
512,0,1,0,2,0,4,4,7,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,1,3,1,3,2,6,0,0,3,3,2,1,3,0,0,2,1,3,1,3,1,1,2,3,1,0,2,0,2,2,1,3,3,2,1,2,0,0,3,3,1,1,2,3,1,2,3,1,0,2,2,0,2,3,1,3,1,3,2,1,1,0,2,0,1
513,0,1,0,2,0,0,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,0,4,4,0,0,0,0,0,3,3,3,1,0,2,1,1,2,1,0,3,1,1,1,2,1,3,2,1,0,2,3,2,2,0,2,0,0,1,1,1,1,0,1,2,2,0,1,2,2,2,3,3,3,0,3,3,0,0,0,2,1,3
514,0,1,0,2,0,4,4,7,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,3,4,2,6,6,0,0,0,0,1,0,1,3,3,3,2,2,1,0,1,0,0,2,1,3,1,2,0,2,1,1,1,0,3,2,1,0,0,3,3,0,3,2,2,3,1,2,3,1,1,0,0,2,0,2,2,3,0,2,0,2,2,0,2
515,0,1,2,0,4,3,6,0,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,2,5,3,2,0,0,2,2,3,2,1,3,0,1,1,3,3,3,3,2,0,2,3,0,2,1,2,1,0,2,2,2,3,1,2,0,0,1,0,1,3,1,3,2,0,0,2,2,2,2,3,2,3,0,0,2,1,1,3,2,1,2,0
516,0,0,2,0,3,5,3,3,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,2,0,3,5,5,0,0,3,2,1,0,2,3,2,1,0,1,2,0,1,3,3,0,3,2,1,1,3,2,2,0,1,1,0,3,0,1,0,0,1,1,1,0,2,3,2,1,0,3,0,0,2,3,3,3,2,3,3,1,3,1,3,2,3
517,0,0,1,3,2,2,0,1,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,0,4,2,6,6,0,0,1,3,0,3,2,3,0,3,1,2,0,3,1,3,1,1,0,0,1,2,1,1,0,0,3,1,3,3,0,1,1,1,3,1,3,2,1,2,3,2,3,1,3,2,0,1,3,2,2,2,1,1,3,0,1,0,0
518,0,0,1,3,2,4,4,7,101,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,0,4,2,6,6,0,0,1,0,0,1,0,1,2,0,3,0,1,0,2,2,3,0,0,0,3,0,1,0,0,1,0,0,0,0,0,2,2,1,3,1,1,1,1,1,3,0,0,3,3,3,2,2,1,1,1,1,0,0,2,3,0,2,3
519,0,0,2,1,1,1,5,2,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,2,0,4,5,0,0,0,1,2,2,0,0,0,2,2,0,3,0,0,0,0,1,2,1,3,1,0,3,2,0,2,0,0,0,0,1,3,2,1,3,2,3,2,3,2,1,0,0,1,1,2,1,2,2,2,1,0,2,1,0,3,0,1,0
520,0,1,0,2,0,0,1,6,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,3,1,0,2,7,0,0,0,2,2,0,3,1,1,1,0,3,3,3,0,1,2,0,1,3,0,1,2,1,1,3,0,0,2,2,0,3,1,0,0,1,2,2,3,3,2,0,0,3,2,0,1,2,2,2,2,0,3,1,3,0,0,0,3
521,0,1,2,0,4,3,6,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,2,5,3,2,0,0,0,0,0,3,1,1,2,2,0,0,0,2,0,2,0,3,2,3,1,3,3,1,2,3,1,3,2,1,3,2,2,2,1,0,2,1,3,1,1,2,0,2,0,0,1,3,3,3,0,1,2,1,3,3,3,1,3
522,0,0,1,3,2,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,0,3,1,1,1,0,0,0,0,1,1,2,3,2,3,0,2,3,0,3,0,1,3,2,1,0,0,3,1,2,0,2,2,2,1,2,1,2,0,2,2,2,1,2,3,0,3,3,1,3,0,3,3,3,0,1,3,2,2,0,2,0,0,2
523,0,1,0,2,0,0,1,6,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,1,3,1,0,2,7,0,0,2,3,0,1,3,3,0,1,1,3,3,1,3,2,3,2,1,1,1,2,3,2,2,1,3,0,2,3,2,3,1,3,3,3,1,3,2,1,1,0,1,2,1,3,2,2,1,3,1,0,2,1,1,0,0,1,0
524,0,1,0,2,0,0,1,6,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,3,1,0,2,7,0,0,1,3,3,3,0,2,3,3,0,1,0,2,3,1,3,0,1,0,2,2,2,3,3,3,0,1,2,2,2,2,1,1,0,2,2,2,1,1,0,2,3,1,0,0,0,1,2,0,3,3,2,0,2,2,3,0,1
525,0,1,0,2,0,0,1,4,88,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,0,2,7,0,0,2,3,3,3,0,2,1,3,3,1,3,1,1,1,0,3,0,3,3,3,3,2,3,3,2,1,1,0,2,3,0,1,1,1,2,3,0,0,3,2,1,2,3,3,3,2,3,3,0,1,0,0,2,3,2,1,3
526,0,0,1,3,2,2,2,1,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,0,3,1,1,1,0,0,3,3,0,0,2,2,0,0,0,2,1,3,0,2,1,0,0,2,2,3,1,2,0,0,1,1,1,2,1,3,1,3,3,3,0,0,1,2,0,1,2,2,0,2,3,3,0,2,1,1,3,0,0,3,2,3,0
527,0,0,1,3,2,4,0,7,92,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,1,0,4,2,6,6,0,0,3,3,0,2,1,3,1,0,3,2,2,1,1,3,3,3,0,3,1,2,3,0,2,0,3,2,2,2,0,0,1,3,3,1,2,1,0,2,1,1,3,1,1,2,2,1,1,2,0,3,3,3,2,2,0,3,0
528,0,1,0,2,0,4,4,7,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,3,1,3,6,6,0,0,2,0,3,0,0,0,3,2,1,2,1,0,0,3,1,3,0,0,0,3,2,2,1,3,0,0,0,0,1,2,3,3,2,2,2,3,0,0,1,1,0,1,0,1,0,1,3,0,1,3,0,3,0,1,2,0,0
529,0,1,2,0,4,3,6,0,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,2,5,3,2,0,0,0,0,2,0,1,3,0,2,0,1,1,1,1,3,1,0,3,1,3,3,3,0,3,0,1,2,0,2,1,1,1,1,2,0,0,2,1,3,2,2,3,1,3,0,2,2,1,2,0,3,2,0,1,2,0,0,3
530,0,0,1,3,2,2,2,1,13,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,0,3,1,1,1,0,0,1,3,3,3,0,0,1,2,0,1,3,0,0,0,2,1,2,0,1,0,3,0,2,3,0,0,2,2,3,3,1,0,3,3,0,1,0,2,3,1,0,0,2,0,1,1,1,2,0,2,1,3,2,2,1,1,2
531,0,1,0,0,3,5,3,6,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,1,2,3,2,7,0,0,3,1,0,2,0,1,2,1,1,0,0,2,2,2,2,2,0,2,2,3,2,3,0,2,1,2,1,3,0,0,1,2,1,1,0,0,2,1,2,0,1,3,2,1,2,3,0,2,1,3,0,1,3,1,0,3,0
532,0,1,2,0,4,3,6,0,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,2,5,3,2,0,0,0,2,1,1,2,2,1,3,1,1,1,3,2,1,0,1,0,1,3,1,0,1,1,0,2,1,1,0,0,3,0,2,0,0,0,2,2,0,1,2,1,0,0,1,2,3,2,1,2,3,0,0,0,1,2,2,0
533,0,0,1,3,2,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,0,3,1,1,1,0,0,3,2,2,0,1,2,1,0,0,0,3,2,2,2,0,1,1,2,0,1,0,1,2,0,0,2,1,0,1,0,2,2,2,1,3,3,2,2,3,1,0,0,1,1,3,1,0,1,0,1,3,1,3,1,1,0,3
534,0,0,1,3,2,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,0,3,1,1,1,0,0,1,2,0,1,1,3,1,3,1,3,2,0,1,1,2,1,1,0,0,3,1,1,3,2,2,2,0,0,0,0,1,0,2,2,0,2,2,3,0,1,1,2,1,0,0,2,0,1,3,0,0,0,2,0,3,3,0
535,0,1,0,2,3,4,4,7,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,1,3,1,3,2,6,0,0,2,2,2,3,3,1,0,3,2,1,2,0,3,2,1,0,3,3,3,2,2,0,1,2,3,2,0,3,2,3,0,2,0,0,3,0,1,3,2,1,2,1,0,3,0,3,3,0,1,0,3,3,1,0,2,3,0
536,0,0,2,1,3,5,3,3,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,0,2,0,3,5,5,0,0,2,2,0,1,1,3,0,1,1,3,1,0,0,3,2,2,3,2,2,2,1,3,2,3,0,3,3,2,2,3,2,2,2,0,1,0,2,2,2,1,3,3,1,3,1,2,0,0,3,1,2,3,2,3,0,3,1
537,0,0,2,1,3,5,3,3,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,0,2,0,3,5,5,0,0,0,3,0,0,1,2,0,1,3,2,1,2,2,3,3,2,2,2,3,0,3,1,2,1,0,0,0,0,1,3,2,1,0,3,3,0,3,1,2,3,2,2,3,1,1,0,1,3,3,0,0,0,1,1,2,3,0
538,0,0,2,1,1,1,5,2,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,2,0,4,5,0,0,0,2,1,0,2,1,2,2,0,0,3,0,1,2,3,0,0,3,1,2,3,2,1,1,2,1,3,0,2,1,3,3,1,1,2,0,1,0,1,0,2,3,0,1,2,0,1,3,1,2,2,0,2,2,1,0,3,1
539,0,1,0,2,0,0,1,4,50,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,0,2,7,0,0,3,2,0,0,1,3,0,1,3,0,0,1,3,0,1,2,1,0,1,3,0,2,1,1,0,2,3,3,1,3,2,2,3,0,2,0,2,1,2,1,2,1,1,1,1,1,3,3,3,1,3,2,3,1,3,3,0
540,0,0,1,3,2,2,2,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,0,3,1,1,1,0,0,2,0,0,1,0,0,2,1,0,2,3,1,3,3,1,3,1,3,0,3,2,1,1,0,0,2,0,1,0,1,1,1,1,2,3,2,0,0,0,1,2,2,3,2,0,2,2,1,1,3,3,2,1,3,2,0,1
541,0,0,2,1,1,5,3,3,4,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,2,0,3,5,5,0,0,2,2,3,2,1,3,1,2,0,0,1,2,1,0,3,0,0,2,1,3,3,2,2,1,3,0,1,0,2,2,2,3,0,0,3,3,1,0,0,1,1,1,2,2,3,2,0,0,3,0,2,2,0,3,0,3,3
542,0,1,0,2,0,0,1,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,3,1,3,2,7,0,0,2,0,2,0,1,1,3,3,3,1,3,2,1,1,2,3,0,0,0,3,0,3,0,3,1,2,2,0,3,3,1,1,3,2,0,3,3,2,2,3,3,2,1,1,3,3,3,3,1,3,0,1,1,1,3,3,1
543,0,1,0,2,2,4,4,7,-1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,0,4,2,6,6,0,0,0,3,1,0,2,1,3,3,0,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,0,2,1,1,2,3,2,2,1,0,0,1,0,3,3,1,2,1,3,2,1,0,3,0,1,3,0,0,2,2,1,2,1
544,0,0,2,0,4,5,3,3,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,1,0,4,5,5,0,0,1,3,1,1,0,2,3,2,3,2,1,3,1,3,3,3,2,3,2,0,3,1,3,3,0,1,3,1,1,3,2,2,2,2,1,2,3,0,2,3,3,0,3,1,0,3,1,2,2,0,0,2,3,1,3,1,2
545,0,0,1,1,1,1,2,1,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,3,0,0,0,2,3,1,1,1,0,0,2,3,3,1,3,0,1,1,3,2,2,0,3,0,0,3,1,3,3,1,3,1,1,1,2,0,3,0,0,1,1,2,1,0,3,0,2,1,1,0,3,3,3,1,0,0,2,0,2,1,1,0,0,3,3,2,2
546,0,1,0,2,0,0,1,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,0,5,7,0,1,1,3,1,3,2,7,0,0,3,0,2,3,2,0,2,3,1,0,3,0,0,2,2,0,0,3,0,0,1,2,0,0,1,0,2,3,0,2,2,0,1,0,1,2,2,0,2,2,1,0,3,3,2,2,0,0,2,2,0,1,1,0,0,2,1
547,0,1,2,0,4,3,6,0,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,2,5,3,2,0,0,0,0,0,1,2,3,2,0,1,0,2,3,1,3,2,0,0,0,1,2,2,2,3,0,0,3,3,0,1,3,0,1,2,2,1,3,0,3,0,2,2,3,0,3,2,3,2,2,0,1,0,3,1,2,1,3,0
548,0,0,2,1,1,1,5,3,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,2,0,4,5,5,0,0,0,3,1,3,1,2,2,3,3,0,2,1,3,2,3,0,0,1,3,1,0,2,2,3,1,3,2,0,3,2,0,1,2,0,1,1,0,1,2,3,1,1,2,3,3,0,1,0,1,3,2,3,1,1,0,0,1
549,0,0,2,1,1,5,3,3,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,0,2,0,4,5,5,0,0,1,0,2,3,2,1,2,3,3,3,0,1,1,2,1,1,0,1,3,0,2,3,0,3,2,1,0,1,0,0,3,2,3,3,2,3,3,1,0,0,3,2,1,0,3,0,3,1,0,0,2,2,3,1,0,2,0
550,0,0,1,3,2,2,2,1,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,0,3,1,1,1,0,0,1,3,1,1,3,2,0,2,1,3,0,2,1,3,1,2,3,2,1,3,2,0,2,3,0,3,3,2,2,3,0,0,2,3,2,2,3,0,0,2,0,0,2,3,0,2,1,1,3,3,0,1,1,3,3,2,3
551,0,0,1,1,1,1,2,1,83,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,0,2,3,1,1,1,0,0,1,0,0,2,1,3,3,2,2,0,2,1,2,3,0,2,3,3,0,3,0,1,3,0,1,2,0,0,2,2,0,1,3,3,3,3,2,2,0,0,1,3,2,2,0,3,1,3,3,1,1,2,1,0,0,1,2
552,0,0,2,1,1,1,5,2,117,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,2,0,4,5,0,0,0,0,0,2,0,3,2,2,2,0,2,0,0,3,1,0,0,0,0,3,0,0,1,3,0,3,0,1,0,1,3,0,0,3,1,0,0,0,1,3,0,2,0,1,2,0,1,0,2,0,2,1,3,3,1,1,2,3
553,0,0,2,1,1,1,5,2,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,2,0,4,5,0,0,0,2,1,0,1,2,2,0,3,0,2,1,2,1,3,3,1,2,2,0,3,0,3,3,3,2,3,3,2,3,2,2,1,0,0,3,0,0,0,2,2,1,3,1,3,0,1,1,0,0,2,2,2,1,1,1,0,0
554,0,1,0,2,0,0,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,3,1,0,4,4,0,0,3,3,3,1,0,3,1,2,3,3,0,0,3,1,2,0,1,3,0,0,1,0,2,1,0,1,1,0,1,3,1,0,2,2,3,2,1,2,3,1,3,0,2,1,0,2,2,3,3,1,0,2,1,0,1,2,3
555,0,0,2,1,1,5,3,3,104,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,0,2,1,0,4,5,5,0,0,2,1,3,3,3,2,1,2,3,0,3,0,2,3,2,1,3,0,3,3,0,1,2,3,0,0,0,2,0,1,2,2,3,0,2,1,3,3,3,1,3,3,0,2,3,3,0,0,1,0,2,2,2,1,0,1,3
556,0,1,2,0,4,3,6,0,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,2,5,3,2,0,0,2,3,0,3,3,0,2,1,0,3,3,2,2,3,0,1,3,0,2,0,1,3,2,2,1,1,1,0,0,3,1,0,0,2,2,1,0,2,0,1,2,3,1,1,0,0,3,3,3,1,0,1,2,1,0,3,1
557,0,1,0,2,0,4,4,7,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,3,1,0,6,6,0,0,0,0,2,1,3,0,3,2,3,1,2,0,0,3,0,2,0,3,1,2,0,2,1,2,2,0,1,3,0,2,2,3,0,3,2,1,2,3,3,0,1,1,0,2,1,2,2,2,2,0,2,3,2,3,2,2,1
558,0,1,0,2,3,4,4,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,1,3,1,3,2,7,0,0,2,1,3,3,3,0,1,3,3,3,1,2,0,3,3,2,2,1,1,1,0,2,3,3,3,0,2,2,2,1,3,3,2,0,1,2,1,2,3,3,3,3,0,3,1,2,2,3,0,1,0,3,0,0,2,0,2
559,0,0,1,1,1,1,5,2,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,2,3,1,1,0,0,0,0,3,1,1,3,0,0,3,1,2,0,1,1,3,0,0,3,3,3,1,3,1,1,3,0,1,0,0,2,3,1,0,0,0,3,0,2,1,2,3,2,1,1,1,2,2,2,0,3,3,1,1,2,1,0,2,3
560,0,0,1,3,2,2,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,0,0,4,2,6,6,0,0,3,3,0,1,1,2,3,2,1,3,0,1,2,3,0,2,2,2,1,0,2,1,3,2,3,0,2,1,3,3,0,3,2,1,0,0,3,3,0,1,0,3,3,0,1,0,3,2,3,1,2,3,1,2,1,0,2
561,0,1,2,0,4,3,6,0,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,2,5,3,2,0,0,3,0,3,0,1,1,2,1,3,2,2,2,2,1,3,2,3,2,2,0,2,2,1,2,1,2,2,3,0,3,1,0,2,0,2,0,1,2,3,0,1,2,1,0,3,3,0,2,3,3,1,1,1,3,3,3,3
562,0,1,0,2,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,0,4,2,6,6,0,0,3,2,3,3,1,2,1,1,3,1,3,3,0,3,2,1,2,1,0,0,3,2,2,2,3,0,3,0,0,2,3,1,0,1,1,0,1,0,2,3,1,2,3,1,3,2,0,0,2,3,2,2,3,0,3,3,1
563,0,0,2,1,1,1,5,2,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,2,0,4,5,0,0,0,3,2,2,0,0,0,2,0,1,1,3,0,2,0,3,3,3,2,2,2,1,1,0,3,3,2,3,0,1,1,0,0,0,0,0,0,0,2,3,2,3,2,3,2,3,3,3,2,3,0,0,0,0,3,0,0,1
564,0,0,1,1,1,1,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,0,2,3,1,1,1,0,0,3,3,2,2,3,1,0,0,1,2,1,1,0,2,0,2,1,3,1,2,3,3,3,0,0,3,2,3,0,0,1,0,2,2,3,1,2,2,2,0,3,3,1,2,2,3,1,1,2,1,3,0,2,2,0,2,0
565,0,0,2,1,1,1,5,2,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,0,2,0,4,5,0,0,0,0,3,1,0,1,2,1,0,3,0,3,0,1,3,2,1,0,0,1,3,2,2,0,0,2,2,1,3,3,3,3,0,2,0,2,2,1,3,0,2,2,1,2,3,3,0,0,0,3,3,1,2,3,2,3,1,2
