,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11
266,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,0,2,1,1,1,1,0,2,2,0,0
267,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,2,0,0,2,1,1,1,0,2,2,0
268,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,2,1,2,1,2,0,0,1,2,1,2
269,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,0,2,2,2,2,0,1,2,0,1
270,0,1,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,2,2,2,0,1,0,2,0,2,0,2
271,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,1,1,0,2,1,1,1,1,1,1
272,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,2,2,1,1,0,2,2,2,1,1,1
273,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,1,2,2,0,2,0,0,2,2,1,0
274,0,1,2,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,2,0,0,0,0,1,1,1,2,2,1
275,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,0,1,2,1,0,1,2,1,1,0,2
276,0,1,1,1,3,0,5,6,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,1,0,0,2,0,1,0,2,1,2,1,1,0,1,0,1,2
277,0,1,1,1,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,2,2,0,0,1,2,2,0,2,1,0,0,0,0,0,2
278,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,2,0,2,1,1,0,0,2,0,2,2
279,0,1,2,2,0,5,0,0,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,0,0,2,1,2,2,0,0,1,1,0
280,0,1,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,2,1,2,2,0,0,1,1,0,0,2,1,0,1,1,0,0,1
281,0,1,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,2,1,2,2,0,0,1,2,0,2,2,0,2,2,0,0,0,2
282,0,1,1,1,3,0,5,6,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,4,0,0,2,0,-1,0,2,2,2,1,2,0,0,2,2,2
283,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,2,1,0,2,1,0,1,2,0,2,0
284,0,1,1,1,2,5,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,1,0,2,1,2,2,0,0,1,0,2,1,2,0,1,2,0,1,0,1
285,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,0,2,3,2,4,1,4,1,0,1,2,2,2,0,2,1,0,2,2,2
286,0,1,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,2,1,2,2,0,0,1,0,1,1,0,2,2,2,1,0,1,1
287,0,0,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,0,1,0,1,2,1,2,1,0,1,1
288,0,1,2,2,2,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,1,4,3,5,1,0,2,2,1,0,2,2,0,1,0,2,0,1
289,0,1,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,2,1,2,2,0,0,1,0,1,0,1,1,1,1,1,0,0,2
290,0,1,1,1,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,2,1,2,2,0,0,1,2,1,0,2,2,0,1,1,0,1,2
291,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,1,0,1,2,2,0,2,1,2,2,1
292,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,2,0,0,1,2,2,1,2,2,2,1
293,0,0,0,3,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,0,2,3,2,4,1,4,1,0,0,0,2,0,2,2,0,2,2,1,0
294,0,1,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,0,2,1,2,0,0,2,2,0,1,2
295,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,1,4,3,5,1,0,2,0,0,0,0,1,2,2,2,1,1,2
296,0,1,2,2,2,5,0,0,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,0,1,1,1,1,1,2,2,2,2,0
297,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,2,1,2,1,0,2,0,0,0,0,0
298,0,1,2,2,2,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,1,4,3,5,1,0,2,2,0,2,0,2,1,2,1,1,0,1
299,0,1,2,2,2,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,1,4,3,5,1,0,2,0,2,1,1,2,2,2,2,1,2,1
300,0,1,1,1,3,0,5,6,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,1,1,4,3,5,6,0,2,2,2,0,1,2,2,1,2,1,2,2
301,0,1,1,1,3,0,5,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,0,2,1,0,0,2,0,1,1,2,0,2,2,0,2,0,2,1,1
302,0,1,2,2,2,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,1,1,0,5,3,1,0,2,1,1,1,0,1,2,0,1,0,0,1
303,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,0,1,1,2,1,2,0,0,2,0
304,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,0,2,0,1,1,2,0,0,1,0,0
305,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,1,2,2,1,0,1,2,2,1,1
306,0,1,2,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,2,2,1,2,0,1,0,2,0,0,2
307,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,1,1,1,2,2,2,2,1,1,0
308,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,3,3,1,4,5,1,0,2,1,1,1,2,1,0,0,1,2,2
309,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,2,2,1,0,0,1,1,1,1,0,1
310,0,1,1,1,3,0,5,6,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,1,0,0,2,0,-1,1,2,1,1,2,0,0,1,0,0,0
311,0,1,1,1,2,5,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,0,2,1,2,2,0,0,1,0,2,2,1,0,1,1,0,1,0,2
312,0,0,0,0,0,2,3,3,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,1,1,0,0,5,3,7,1,2,1,1,1,1,1,2,1,1,2,2,1
313,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,2,1,0,1,1,0,0,0,0,1,2
314,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,2,2,1,0,0,1,2,2,1,0,2
315,0,1,1,1,3,0,5,4,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,1,1,1,4,3,5,6,0,2,0,0,0,2,1,2,2,0,1,1,2
316,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,0,1,1,1,1,2,2,1,0,0,2
317,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,1,0,2,0,2,1,0,1,2,2,1,0,0,0
318,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,2,0,2,1,0,2,1,1,2,0,2
319,0,1,2,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,0,0,2,0,2,1,2,2,2,1,2
320,0,1,1,1,3,0,5,4,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,1,1,4,3,5,6,0,2,1,2,1,1,0,2,1,1,2,2,1
321,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,0,2,2,1,1,2,2,1,1,2,2
322,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,2,0,0,2,1,1,1,1,0,2,2
323,0,0,2,2,0,2,3,3,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,1,2,2,2,2,2,1,1,0,0,2,1,1
324,0,1,1,1,3,0,5,6,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,1,0,0,2,0,1,0,2,1,0,0,0,0,1,2,2,2
325,0,1,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,1,2,1,0,0,1,1,2,0,2,1
326,0,1,1,1,2,5,2,2,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,1,0,2,1,2,2,0,0,1,1,2,2,1,1,0,2,0,1,1,0
327,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,2,2,2,1,0,0,0,1,1,2,0
328,0,0,2,0,0,2,3,3,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,1,1,0,0,5,3,7,1,2,1,1,0,1,2,0,0,0,2,0,0
329,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,2,0,2,0,2,0,0,2,2,1,2
330,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,1,4,3,5,1,0,2,0,0,1,2,1,0,1,1,0,0,2
331,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,1,2,0,0,2,1,1,0,1,2
332,0,1,2,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,1,2,0,0,0,1,2,1,2,2,1
333,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,0,2,0,2,2,0,0,0,0,1,2
334,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,1,2,2,0,0,2,0,1,0,2,2
335,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,1,1,0,0,0,1,1,0,0,0
336,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,2,2,2,1,2,1,1,0,1,2,1
337,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,3,3,1,4,5,1,0,2,1,2,0,2,2,1,2,0,2,0
338,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,1,0,2,0,2,2,2,2,0,1,1,1,2,1
339,0,1,2,2,2,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,1,1,4,3,3,1,0,2,2,2,1,1,1,0,2,0,2,0,2
340,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,0,2,1,2,0,1,2,0,2,2,2
341,0,1,1,1,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,2,2,2,1,1,1,1,2,0,0,0
342,0,0,0,3,1,1,4,7,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,3,3,1,4,5,1,0,0,1,0,1,0,2,2,2,2,1,0
343,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,2,0,1,0,1,2,2,2,2,0,2
344,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,2,2,2,1,2,2,1,0,1,0,0
345,0,1,1,1,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,0,2,0,2,2,2,1,1,0,1,2
346,0,1,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,2,1,2,1,1,1,0,2,0,1,0
347,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,0,1,1,0,1,0,0,2,1,2,0
348,0,1,2,2,2,3,6,4,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,2,0,1,2,1,1,2,1,1,1,0
349,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,0,2,1,0,0,2,0,1,0,2,2,2,0,1,2,2,2,2,1
350,0,0,0,3,1,1,4,7,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,3,3,1,4,5,1,0,1,0,2,1,0,1,1,2,0,1,0
351,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,2,2,1,1,0,2,2,1,0,0,2
352,0,1,1,1,2,5,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,0,2,1,2,2,0,0,1,1,1,1,0,0,1,0,0,1,0,1
353,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,0,1,0,1,0,0,0,1,2,1,0
354,0,1,2,2,0,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,1,1,1,0,5,3,1,0,2,2,0,2,2,0,2,1,1,2,2,2
355,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,2,1,1,2,0,0,0,2,0,2,0
356,0,0,0,3,1,1,4,7,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,2,1,2,2,2,2,0,2,2,0,0
357,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,0,0,2,0,1,2,1,2,0,1,0
358,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,3,3,1,4,5,1,0,1,2,2,0,1,1,2,2,0,1,1
359,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,2,1,0,2,2,0,0,2,1,0,0
360,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,1,0,0,0,0,1,0,1,2,1,2
361,0,1,1,1,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,1,1,1,4,3,5,6,0,2,1,2,1,2,1,2,2,0,2,2,0
362,0,1,2,2,0,2,3,3,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,7,0,2,1,1,2,1,2,1,1,0,2,1,1
363,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,1,2,2,2,1,0,1,1,1,0,1
364,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,0,2,0,2,1,1,1,2,0,2,2
365,0,1,2,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,1,2,1,0,2,0,1,2,0,1,0
366,0,1,2,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,1,0,2,1,2,2,0,0,1,2,1,2,2,2,0,2,1,2,0,2
367,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,4,1,4,1,0,1,2,0,2,2,2,0,2,0,1,1
368,0,1,2,2,2,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,1,1,0,5,3,1,0,2,0,0,0,0,2,0,1,2,1,2,1
369,0,0,0,3,1,1,4,7,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,3,3,1,4,5,1,0,0,1,1,0,2,0,2,1,2,1,0
370,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,0,2,1,0,0,2,0,1,2,1,0,2,1,0,0,1,2,0,1
371,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,0,2,3,2,4,1,4,1,0,2,2,1,2,0,0,2,2,2,0,1
372,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,1,1,2,1,2,0,0,1,1,1,2
373,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,0,2,3,2,4,1,4,1,0,0,2,2,0,1,1,2,0,1,0,2
374,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,1,1,4,3,5,1,0,2,0,1,1,0,1,2,2,0,2,1,1
375,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,2,4,1,4,1,0,0,0,1,1,2,0,0,0,2,2,2
376,0,1,2,2,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,1,0,0,1,2,2,0,0,1,2,0,2,0,1,2,1,1,2,0,1
377,0,0,0,3,1,1,4,7,-1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,0,2,3,3,1,4,5,1,0,2,2,1,1,2,0,0,1,1,1,0
378,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,0,2,1,1,0,0,2,1,1,0,1
379,0,1,1,1,3,0,2,4,-1,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,1,1,1,4,3,5,6,0,2,1,0,0,0,2,2,0,1,1,1,2
380,0,1,1,1,3,0,5,6,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,1,0,0,2,0,-1,1,2,2,2,1,0,2,0,0,0,1
381,0,1,2,2,2,3,6,4,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,1,2,0,0,1,2,2,1,0,2,1
382,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,2,0,2,1,1,1,1,2,2,2,1
383,0,1,1,1,3,0,5,6,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,1,0,2,1,0,0,2,0,1,1,0,2,0,2,1,2,0,2,1,2
384,0,0,0,0,4,4,1,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,0,2,4,6,3,1,0,1,0,2,0,2,2,2,1,0,2,0
385,0,1,2,2,0,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,1,1,1,0,5,3,1,0,2,0,0,2,1,0,1,0,1,1,0,1
386,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,1,0,5,3,1,0,2,1,1,0,1,0,1,1,1,0,0,0
387,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,2,2,1,0,1,1,0,2,0,1,0
388,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,0,2,0,2,2,0,1,2,2,1,0
389,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,0,2,0,0,0,2,0,2,2,2,1
390,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,1,0,2,1,0,0,2,0,1,0,2,2,0,0,2,1,0,2,1,2
391,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,1,0,2,2,2,2,2,2,2,2,1,1,1,1
392,0,1,2,2,0,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,1,1,0,0,5,3,1,0,2,1,1,1,1,1,0,1,1,2,2,1
393,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,1,2,2,0,0,1,1,0,0,0,0
394,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,1,0,2,1,1,0,1,2,0,0,1
395,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,0,2,0,1,0,1,0,1,0,2,2
396,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,0,0,1,0,0,1,0,2,1,2,2
397,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,0,2,0,2,4,6,3,1,0,0,0,1,2,2,2,0,1,1,1,1
398,0,0,2,0,4,4,1,1,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,2,0,2,4,6,3,1,0,2,0,0,0,1,2,2,0,1,2,1
399,0,1,2,2,2,3,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,1,1,4,3,5,6,0,2,1,0,0,1,1,2,0,0,2,1,0
400,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,2,0,2,2,1,0,2,2,2,0,0
401,0,1,1,1,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,1,0,2,1,0,0,2,0,1,2,0,2,0,1,0,1,2,1,1,1
402,0,0,0,3,1,1,4,7,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,0,2,3,3,1,1,4,1,0,0,1,0,0,1,1,1,2,0,1,2
403,0,1,1,1,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,1,0,2,1,2,2,0,0,1,1,1,1,1,1,2,2,1,1,2,1
