,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26
199,0,1,1,0,1,4,4,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,0,3,6,4,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0
200,0,0,0,2,2,0,3,2,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,2,4,5,5,7,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
201,0,1,1,0,1,4,4,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,0,3,6,4,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
202,0,0,0,2,2,0,2,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,2,1,2,4,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
203,0,0,0,1,0,3,6,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,2,1,4,5,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
204,0,0,0,2,3,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,0,3,4,2,3,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
205,0,1,2,3,3,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,0,3,4,2,3,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1
206,0,0,0,1,0,3,3,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,0,2,4,5,5,7,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1
207,0,1,2,3,4,2,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,3,0,1,6,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0
208,0,1,1,0,1,4,4,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,0,3,6,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
209,0,0,1,1,3,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,2,1,3,5,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
210,0,1,1,0,1,4,4,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,0,3,6,4,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0
211,0,1,2,3,3,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,0,3,4,2,3,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0
212,0,0,0,1,0,3,3,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,2,4,5,5,7,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
213,0,1,2,3,4,5,5,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,0,3,0,1,6,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0
214,0,1,2,3,4,5,5,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,0,3,0,1,6,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0
215,0,1,2,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,3,0,1,6,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1
216,0,0,0,2,3,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,0,3,4,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0
217,0,0,1,0,3,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,1,2,1,3,5,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
218,0,0,1,0,3,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,1,2,1,3,5,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0
219,0,0,0,2,2,0,2,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,2,4,5,5,7,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0
220,0,1,2,3,3,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,0,3,4,2,3,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1
221,0,0,0,1,0,3,6,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,4,5,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1
222,0,0,0,2,3,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,0,3,4,2,3,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1
223,0,0,0,1,0,3,6,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,4,5,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
224,0,1,1,0,1,4,4,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,0,3,6,4,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0
225,0,1,2,3,4,2,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,3,0,1,6,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
226,0,0,0,1,0,3,3,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,2,4,5,5,7,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1
227,0,1,2,3,4,5,5,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,0,3,4,2,6,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1
228,0,0,0,1,0,1,6,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,2,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1
229,0,1,2,3,4,5,5,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,0,3,4,2,6,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
230,0,1,2,3,4,2,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,0,0,1,2,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
231,0,0,0,1,0,3,6,6,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,4,5,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
232,0,1,2,3,3,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,0,3,4,2,3,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0
233,0,0,0,2,2,0,2,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,2,1,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
234,0,0,0,1,0,3,6,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,4,5,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1
235,0,1,2,3,3,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,0,3,4,2,3,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1
236,0,0,0,1,0,3,6,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,2,1,4,5,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0
237,0,0,0,2,3,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,0,3,4,2,3,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0
238,0,0,0,1,0,3,3,2,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,4,5,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
239,0,1,2,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,0,3,0,1,6,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1
240,0,1,1,0,3,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,1,2,1,3,5,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1
241,0,1,2,3,4,2,1,3,-1,-1,1,1,1,0,0,0,0,0,1,2,2,1,3,4,4,0,0,2,1,2,1,3,5,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1
242,0,1,2,3,4,2,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,3,0,1,6,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
243,0,1,1,0,3,1,0,0,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,1,2,1,3,5,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0
244,0,1,1,0,3,1,0,0,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,2,1,2,1,3,5,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
245,0,0,0,2,3,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,0,3,4,2,3,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
246,0,0,0,1,0,3,3,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,2,4,5,5,7,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0
247,0,0,0,1,0,3,6,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,4,5,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1
248,0,0,0,1,0,3,6,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,4,5,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
249,0,1,2,3,3,5,5,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,0,3,4,2,6,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0
250,0,0,0,2,3,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,0,3,4,2,3,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0
251,0,1,1,0,3,1,0,0,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,1,2,1,3,5,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0
252,0,0,0,2,2,0,2,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,2,1,2,4,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1
253,0,0,0,1,0,1,6,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,4,5,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1
254,0,1,1,0,1,4,4,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,0,3,6,4,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0
255,0,1,2,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,0,3,0,1,6,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0
256,0,0,0,2,2,0,2,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,2,1,2,4,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
257,0,1,2,3,4,2,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,0,0,1,2,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0
258,0,1,1,0,1,4,4,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,0,3,6,4,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
259,0,1,2,3,4,5,5,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,0,3,4,2,6,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0
260,0,1,1,0,1,4,4,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,1,1,3,0,3,6,2,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1
261,0,0,0,2,3,5,5,7,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,1,0,3,4,2,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1
262,0,0,0,1,0,3,6,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,4,5,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0
263,0,1,2,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,0,3,0,1,6,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1
264,0,0,0,1,0,3,6,6,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,2,1,4,5,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1
265,0,1,2,3,4,2,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,3,0,1,6,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
266,0,0,0,2,2,0,2,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,2,1,2,4,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1
267,0,0,0,2,3,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,0,3,4,2,3,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
268,0,1,2,3,4,2,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
269,0,1,2,3,3,5,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,0,3,4,2,3,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
270,0,1,1,0,1,4,4,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,0,3,6,4,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1
271,0,1,2,3,4,2,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,0,0,1,2,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1
272,0,1,2,3,3,5,5,3,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,0,3,4,2,6,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
273,0,0,0,1,0,3,6,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,4,5,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1
274,0,1,2,3,4,2,1,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,0,0,1,2,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1
275,0,1,1,0,1,4,4,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,3,0,3,6,2,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1
276,0,0,0,1,0,3,3,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,2,4,5,5,7,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0
277,0,0,0,2,2,0,3,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,2,4,5,5,7,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0
278,0,0,0,1,0,3,6,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,4,5,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0
279,0,0,0,2,3,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,0,3,4,2,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0
280,0,0,0,1,0,3,6,6,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,4,5,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0
281,0,1,2,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,0,3,0,1,6,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0
282,0,0,0,2,2,0,3,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,2,4,5,5,7,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0
283,0,0,1,1,3,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,2,1,3,5,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0
284,0,0,1,1,3,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,2,1,3,5,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0
285,0,0,0,2,2,0,2,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,2,4,5,5,7,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0
286,0,0,0,2,2,0,2,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,2,4,5,5,7,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1
287,0,0,0,2,2,0,2,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,2,1,2,4,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1
288,0,0,0,1,0,3,3,2,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,2,4,5,5,7,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1
289,0,1,2,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,0,3,0,1,6,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1
290,0,1,2,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,0,3,0,1,6,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
291,0,0,0,2,2,0,2,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,2,1,2,4,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
292,0,0,0,2,3,5,5,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,0,3,4,2,3,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
293,0,0,0,2,2,0,3,2,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,2,4,5,5,7,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1
294,0,0,0,1,0,3,6,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,1,4,5,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0
295,0,1,1,0,1,4,4,4,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,0,3,6,4,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1
296,0,0,0,1,0,1,6,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,1,2,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1
297,0,0,0,2,2,0,2,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,2,1,2,4,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0
298,0,1,1,0,1,4,4,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,3,0,3,6,4,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0
299,0,1,2,3,4,2,1,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,3,0,1,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
300,0,1,2,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,3,0,1,6,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
301,0,1,2,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,3,0,1,6,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0
302,0,1,2,3,4,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,3,0,0,1,2,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
