,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30
186,0,0,1,0,4,0,2,3,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,4,4,0,0,0,1,0,0,3,3,2,2,1,0,1,3,0,2,1,3,2,0,2,0,0,2,3,1,0,2,2,0,1,2
187,0,0,1,0,4,0,2,3,52,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,4,4,0,0,1,3,2,3,0,2,0,1,3,1,0,0,0,1,3,2,1,3,3,3,0,2,2,2,2,1,0,1,0,3
188,0,1,0,2,1,4,4,7,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,4,0,2,0,0,2,2,0,3,0,1,1,1,2,1,1,1,3,2,1,2,3,1,0,2,2,1,0,0,2,0,2,2,2,1
189,0,0,1,0,4,0,2,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,3,3,5,6,0,0,2,2,3,2,0,0,0,0,3,1,3,0,2,1,3,3,3,2,1,1,2,2,3,2,0,2,0,3,3,0
190,0,1,2,3,3,1,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,2,3,1,5,2,0,0,0,2,2,0,3,3,1,0,2,2,3,3,1,3,3,0,1,2,2,2,1,1,0,3,2,2,2,1,2,1,0
191,0,0,1,0,0,3,5,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,1,2,3,4,5,7,0,0,2,3,1,1,1,1,2,2,2,1,2,2,1,0,0,0,2,2,1,2,2,0,2,0,3,2,3,1,2,3
192,0,1,0,2,1,2,6,2,63,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,2,0,0,2,0,3,0,0,3,0,2,2,3,3,3,1,0,3,2,0,2,0,0,3,2,2,1,0,1,0,2,0,3,1,0,0,0,2
193,0,0,1,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,4,4,0,0,3,3,2,2,0,2,1,2,3,2,2,3,2,1,3,2,0,0,0,1,0,3,3,1,0,0,2,1,0,1
194,0,1,2,3,3,1,0,5,81,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,2,3,2,1,1,0,0,0,0,0,0,3,0,2,1,2,1,1,3,2,1,2,1,2,2,2,2,3,2,1,1,3,2,2,2,3,3,2
195,0,1,2,3,3,1,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,2,3,1,5,2,0,0,0,2,1,1,1,3,3,3,0,0,3,3,1,2,1,1,2,2,1,2,3,2,3,3,0,3,3,1,2,0,0
196,0,0,0,1,2,4,4,6,82,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,0,1,4,4,5,6,0,0,3,3,0,3,0,3,1,3,2,1,2,0,1,2,2,3,0,2,2,1,0,3,2,2,0,0,0,3,1,1
197,0,0,1,0,4,0,2,3,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,4,4,0,0,1,2,3,2,2,3,0,2,0,1,0,2,2,1,0,3,3,2,1,3,1,3,3,2,1,3,0,0,0,2
198,0,0,1,0,4,0,2,3,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,4,4,0,0,1,2,3,2,2,3,3,3,3,3,1,2,3,0,1,2,0,3,0,1,1,1,0,2,2,2,3,3,2,2
199,0,0,0,1,2,4,4,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,1,0,4,0,2,0,0,2,1,1,3,0,3,0,3,0,3,3,2,3,3,3,1,1,3,1,0,0,1,1,0,1,2,1,1,3,3
200,0,1,2,3,0,4,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,2,3,1,4,2,0,0,0,0,2,2,2,0,1,1,3,1,0,2,0,2,3,3,0,3,0,1,1,3,2,2,1,3,2,3,2,2,3
201,0,1,0,2,1,4,4,7,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,2,0,0,4,0,2,0,0,2,1,1,3,0,3,3,2,2,0,2,3,0,0,0,2,3,1,2,2,1,2,3,1,1,2,1,1,0,2
202,0,1,2,2,1,2,3,1,83,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,2,0,1,5,2,0,0,0,0,3,1,1,3,0,2,1,0,1,3,1,2,3,3,2,1,2,3,3,3,1,3,3,1,2,3,0,3,0
203,0,0,1,0,0,3,5,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,1,2,3,4,5,6,0,0,2,3,0,0,2,3,0,2,2,1,3,2,2,0,0,2,3,1,0,2,0,0,3,2,3,1,0,2,3,1
204,0,1,0,2,1,2,6,2,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,2,0,0,2,0,3,0,0,1,1,1,0,1,3,1,0,3,0,0,1,1,0,3,2,2,1,1,1,0,0,0,0,0,3,2,1,3,2
205,0,0,0,1,2,4,4,6,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,0,0,1,4,4,5,6,0,0,1,0,2,3,3,3,1,0,0,1,0,2,2,1,3,1,0,2,3,1,1,0,2,3,3,1,3,0,3,0
206,0,1,0,2,1,4,4,7,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,2,0,0,4,0,2,0,0,1,3,0,3,2,2,1,3,1,3,3,2,1,3,3,0,3,2,0,0,3,2,2,1,2,0,1,0,3,1
207,0,0,0,1,2,5,1,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,4,0,3,5,0,0,2,1,3,0,3,1,2,2,2,3,3,0,2,1,1,3,2,1,1,0,2,1,3,3,1,3,0,0,3,2
208,0,0,1,1,2,5,1,6,84,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,0,1,4,4,5,6,0,0,1,0,0,1,3,1,3,3,0,2,3,1,2,3,3,1,0,1,0,1,0,2,1,1,0,1,0,2,3,3
209,0,1,0,2,1,4,4,7,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,2,0,0,4,0,2,0,0,1,3,0,0,0,3,0,0,1,3,2,0,1,0,1,0,2,3,1,0,2,0,2,0,0,2,1,0,2,2
210,0,1,2,3,3,1,3,1,72,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,2,3,1,5,2,0,0,0,0,2,1,1,0,0,0,1,3,0,1,2,2,0,3,0,3,2,2,1,1,0,3,2,2,1,3,2,3,3
211,0,0,0,1,2,5,1,0,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,0,0,1,4,4,5,2,0,0,2,0,2,1,2,0,3,1,3,1,3,3,3,3,1,1,1,1,1,0,3,3,2,0,2,1,0,3,2,1
212,0,1,2,3,3,1,3,1,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,2,3,1,5,2,0,0,0,0,3,0,3,2,3,3,2,1,0,1,3,3,3,3,2,0,3,2,3,3,1,1,0,1,0,1,3,2,3
213,0,0,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,2,2,1,6,7,0,0,3,3,0,1,1,0,3,3,1,0,2,2,0,1,1,2,1,0,3,3,3,3,1,3,2,1,3,2,2,3
214,0,1,2,3,3,1,0,5,86,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,2,3,2,1,1,1,0,0,1,1,2,1,3,3,1,3,1,3,0,1,1,1,1,1,3,3,0,1,2,2,1,2,3,2,2,1,2,0
215,0,0,1,0,4,0,2,3,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,4,4,0,0,0,3,0,2,1,1,0,0,0,1,3,1,2,1,0,3,2,3,3,1,1,3,0,1,3,1,2,3,2,3
216,0,1,0,1,2,4,4,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,3,0,0,2,2,1,2,0,2,2,2,3,1,1,2,0,1,1,2,1,0,1,2,3,2
217,0,0,1,0,4,0,2,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,3,3,5,6,0,0,1,3,2,2,3,0,1,0,1,3,1,1,1,0,3,0,1,2,0,3,0,0,1,2,0,1,1,2,2,2
218,0,0,0,1,2,5,4,7,87,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,2,0,0,0,1,4,0,3,2,0,0,3,3,0,1,3,3,0,2,3,1,2,3,0,2,0,3,3,3,1,0,3,3,1,3,1,2,1,1,3,0
219,0,0,1,0,0,3,5,4,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,1,2,3,4,6,7,0,0,0,3,2,1,1,1,3,0,1,1,2,3,2,1,1,2,1,2,3,0,2,0,2,2,1,0,0,3,1,1
220,0,0,1,0,4,0,2,3,88,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,5,6,0,0,1,0,1,0,3,3,1,3,0,2,3,0,0,0,3,1,3,3,0,0,2,2,3,3,2,1,2,3,2,0
221,0,0,0,1,2,4,4,7,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,1,4,4,5,2,0,0,3,1,0,1,2,1,2,0,2,1,1,1,2,2,0,1,3,2,0,0,2,1,0,0,1,3,2,2,2,1
222,0,0,1,0,0,3,5,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,1,2,3,4,5,7,0,0,1,0,0,2,2,2,1,2,2,1,2,0,3,2,3,1,3,0,3,1,3,1,3,3,2,0,0,0,2,3
223,0,0,1,0,0,4,5,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,1,2,3,4,5,6,0,0,1,3,1,3,3,0,2,1,1,2,2,1,0,1,0,0,1,1,0,2,0,0,0,0,2,1,1,2,3,1
224,0,0,1,0,4,0,2,3,40,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,5,6,0,0,2,2,2,0,2,3,3,0,3,1,3,0,1,2,3,2,2,2,3,0,3,3,0,3,2,0,1,0,0,1
225,0,0,0,1,2,5,1,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,4,0,3,5,0,0,1,1,3,3,0,2,3,1,3,1,1,0,3,3,2,0,2,3,2,3,1,3,1,2,1,0,0,1,0,1
226,0,1,2,3,0,3,0,5,89,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,2,3,2,1,6,7,0,0,0,1,0,2,0,0,3,3,0,1,3,2,3,2,0,1,2,3,1,3,2,2,3,1,3,3,1,0,3,2
227,0,1,2,2,3,1,3,1,67,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,2,0,1,5,2,0,0,0,0,1,3,0,1,1,2,0,2,0,1,0,0,3,1,3,0,1,1,1,2,0,3,0,1,2,2,3,2,1
228,0,0,1,1,2,4,1,6,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,0,1,4,4,5,6,0,0,3,3,0,1,1,1,3,0,3,3,0,0,0,0,2,0,2,3,2,3,2,2,3,3,1,2,0,3,1,0
229,0,1,0,2,1,4,4,7,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,2,0,0,4,0,2,0,0,2,2,3,0,1,1,0,2,2,2,2,0,2,2,1,3,1,2,3,3,2,3,2,2,3,1,0,0,3,3
230,0,1,0,2,1,2,6,2,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,2,0,0,2,0,3,0,0,1,0,0,0,1,0,0,3,3,0,3,0,3,1,2,3,1,1,2,3,2,1,2,2,3,3,1,2,2,1
231,0,1,2,3,3,1,0,5,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,2,3,1,5,1,1,0,0,0,2,1,3,0,0,1,2,1,3,1,3,2,0,3,1,1,2,1,2,3,2,0,3,1,2,0,1,2,3
232,0,1,2,2,1,2,6,2,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,2,0,1,5,2,3,0,0,3,0,0,0,0,2,3,1,1,3,3,0,3,0,2,2,2,0,3,0,2,1,3,0,0,1,2,0,3,1
233,0,1,2,3,3,1,0,5,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,2,3,2,1,1,1,0,0,3,0,1,0,3,2,1,2,2,3,2,2,0,0,1,0,3,2,3,3,0,2,3,0,0,3,3,3,0,1
234,0,0,1,0,4,0,2,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,3,4,5,6,0,0,0,2,3,3,3,3,0,1,2,1,1,3,1,2,3,0,1,1,0,0,1,1,0,2,0,0,0,3,1,0
235,0,1,0,2,1,2,6,2,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,2,0,0,2,0,3,0,0,3,3,2,0,1,2,1,2,2,3,0,3,0,3,2,1,3,2,0,2,0,0,0,2,0,2,1,3,1,3
236,0,1,0,2,1,2,6,2,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,2,0,0,2,0,3,0,0,1,3,3,0,0,1,3,3,2,2,1,1,1,1,0,3,0,3,1,2,1,2,1,1,3,0,2,0,2,3
237,0,1,0,2,1,2,6,7,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,2,0,0,2,0,2,0,0,2,1,0,2,3,2,3,2,3,0,3,2,0,1,2,0,2,0,2,3,1,3,3,2,3,0,2,3,3,1
238,0,0,0,1,2,5,1,0,90,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,4,0,3,5,0,0,3,1,3,3,1,0,1,1,2,3,0,2,3,3,0,3,3,1,3,0,2,1,0,3,2,3,1,1,3,1
239,0,0,1,0,2,4,4,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,0,1,4,4,5,6,0,0,1,0,2,3,3,0,1,2,3,1,2,3,0,0,0,2,2,0,1,3,2,3,1,0,2,2,2,0,0,3
240,0,0,1,1,2,5,1,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,0,1,4,0,3,5,0,0,1,1,1,2,0,1,0,2,3,0,0,3,2,3,1,1,0,3,3,2,2,3,2,1,0,1,3,2,2,0
241,0,1,2,3,3,1,3,1,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,2,3,1,5,2,0,0,0,0,1,0,3,2,0,0,0,1,0,2,2,0,2,1,0,0,1,2,3,2,2,1,0,3,0,2,3,3,3
242,0,1,2,3,3,1,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,2,3,2,1,1,1,0,0,1,1,1,2,1,3,3,2,1,0,2,1,1,2,3,2,2,3,3,2,1,2,0,1,0,3,2,2,2,1
243,0,0,1,0,4,0,2,3,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,4,4,0,0,0,0,3,3,3,2,2,1,1,2,1,1,0,2,0,0,1,2,2,3,0,2,2,0,0,3,2,0,2,2
244,0,0,1,0,0,0,5,6,91,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,1,2,3,4,5,6,0,0,1,2,3,3,1,0,1,2,2,2,2,3,1,3,1,0,1,2,3,3,3,3,1,1,0,2,3,2,3,3
245,0,0,0,1,2,5,1,0,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,4,0,3,5,0,0,0,3,1,3,0,1,1,0,0,2,2,2,0,3,0,0,2,3,2,1,2,1,3,3,2,1,3,2,1,3
246,0,1,2,3,0,3,5,4,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,3,2,1,6,7,0,0,1,0,3,1,0,0,2,2,0,0,2,3,0,3,3,3,1,0,0,1,1,0,1,2,2,1,3,3,1,1
247,0,1,2,2,1,2,6,2,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,2,0,1,5,2,3,0,0,3,3,0,1,2,1,0,0,1,0,0,2,0,3,2,2,3,0,0,3,3,0,2,1,2,2,1,2,1,3
248,0,1,2,3,3,1,0,4,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,2,3,2,1,6,7,0,0,1,3,3,1,2,2,2,2,1,2,1,3,3,2,2,1,0,1,0,3,3,2,2,3,1,0,3,3,2,2
249,0,0,1,0,4,0,2,6,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,7,0,1,1,2,3,4,5,6,0,0,1,3,2,0,2,1,3,3,2,2,2,0,0,1,2,1,3,1,3,3,3,0,1,2,0,1,0,0,0,3
250,0,1,2,3,3,1,0,5,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,2,3,2,1,1,1,0,0,3,2,3,0,1,0,0,1,3,1,2,1,3,0,3,3,0,2,2,1,2,2,2,1,2,1,0,2,3,3
251,0,0,1,0,4,0,2,3,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,5,6,0,0,1,0,1,3,1,0,3,1,3,2,2,1,0,2,1,2,3,1,3,2,3,0,0,3,0,2,2,1,2,2
252,0,1,2,3,0,3,0,4,92,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,1,1,3,2,1,6,7,0,0,0,0,1,0,2,1,2,1,3,1,3,1,0,2,3,2,2,0,0,1,3,2,0,2,3,2,1,0,1,0
253,0,1,2,3,3,1,3,1,18,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,3,0,0,2,3,1,5,2,0,0,0,2,2,1,0,3,1,2,3,3,2,3,2,1,2,2,3,0,2,2,2,0,3,1,1,2,1,3,1,0,1
254,0,0,0,1,2,5,1,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,4,0,3,5,0,0,1,3,0,2,1,1,1,3,1,1,1,3,2,2,1,1,0,0,3,0,2,2,2,0,3,3,1,0,3,1
255,0,1,0,2,1,2,6,2,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,2,0,0,2,0,3,0,0,3,0,0,0,1,0,1,0,3,2,1,2,1,2,0,3,3,3,1,0,1,0,1,3,2,1,2,0,3,3
256,0,0,1,0,4,0,2,3,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,5,6,0,0,0,0,0,2,2,1,1,0,3,3,3,2,2,3,1,3,3,0,1,0,0,2,1,3,1,1,1,1,2,0
257,0,1,2,3,0,3,0,4,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,2,3,2,1,6,7,0,0,0,0,3,2,0,0,1,2,2,2,3,3,1,2,0,1,0,3,2,2,3,0,0,1,1,0,1,1,3,0
258,0,0,1,0,0,3,5,4,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,1,3,2,1,6,7,0,0,2,2,0,2,1,1,3,0,0,1,0,2,3,1,2,3,0,2,0,0,1,3,0,3,2,0,2,1,0,3
259,0,1,2,2,1,2,3,1,23,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,2,0,1,5,2,0,0,0,1,1,3,1,0,2,1,0,1,3,1,3,3,1,2,3,1,0,1,3,2,3,1,2,0,3,3,0,3,1
260,0,0,1,0,4,0,2,3,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,4,4,0,0,3,1,2,1,1,1,3,1,1,0,3,0,2,3,3,3,0,0,3,2,1,2,0,0,3,1,2,0,0,0
261,0,1,2,3,3,1,0,5,93,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,2,3,2,1,1,1,0,0,0,3,0,0,2,1,2,1,1,1,0,1,1,1,1,1,3,2,2,2,0,1,3,2,2,3,3,2,3,3
262,0,1,0,2,1,2,6,7,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,2,0,0,2,0,2,0,0,2,3,1,1,2,1,0,2,3,1,1,3,3,2,2,2,1,0,1,2,1,1,2,1,1,3,0,3,3,2
263,0,1,0,2,1,2,6,7,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,2,0,0,2,0,2,0,0,2,3,2,3,3,3,0,0,2,3,3,1,3,3,2,0,0,2,2,2,1,1,0,1,0,3,0,0,1,3
264,0,1,2,3,0,3,5,4,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,3,2,1,6,7,0,0,2,3,3,1,2,2,1,3,2,0,1,1,0,1,0,1,3,2,0,2,3,1,1,2,3,3,0,0,3,1
265,0,1,2,3,3,1,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,2,3,1,5,2,0,0,0,0,3,0,2,0,0,1,2,1,0,2,1,1,2,0,1,2,0,2,3,2,1,1,3,1,3,1,1,1,3
266,0,0,0,1,2,5,1,0,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,1,4,0,3,5,0,0,1,2,0,3,2,2,2,3,1,2,0,3,1,0,3,1,1,0,3,3,3,1,1,3,2,1,1,2,2,1
267,0,1,2,3,3,1,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,2,3,1,5,2,0,0,0,3,2,0,3,1,0,1,0,0,2,1,0,3,2,3,2,3,1,1,3,2,3,3,2,0,0,2,0,2,3
268,0,1,0,2,1,4,4,7,49,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,0,0,0,2,0,2,0,0,3,1,3,3,2,0,1,1,1,2,1,1,3,0,1,0,0,1,2,2,3,0,2,3,1,0,3,2,1,3
269,0,0,1,0,0,3,5,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,1,2,3,4,5,6,0,0,3,1,2,3,3,2,3,1,1,0,1,1,3,1,2,1,0,2,3,3,0,3,0,1,2,3,1,0,3,2
270,0,1,2,3,0,3,5,4,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,2,3,2,4,6,7,0,0,1,2,2,2,1,2,3,1,2,2,0,0,3,3,2,2,3,3,3,0,3,2,2,3,0,3,0,1,1,2
271,0,1,2,3,3,1,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,2,3,1,5,2,0,0,0,1,1,3,1,0,3,2,2,2,0,1,2,1,3,3,2,1,3,2,3,3,2,1,2,3,2,2,1,2,2
272,0,0,1,0,4,0,2,6,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,1,2,3,4,5,6,0,0,1,1,3,0,3,2,0,0,1,3,1,1,0,1,2,2,2,1,3,3,0,2,2,2,2,1,0,0,2,2
273,0,0,1,0,4,0,2,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,1,2,3,3,5,6,0,0,2,0,1,0,2,0,1,1,3,2,2,0,3,3,0,3,1,0,0,2,1,3,0,2,3,3,1,3,2,3
274,0,1,2,2,1,2,6,2,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,2,0,1,5,2,3,0,0,0,0,0,0,2,1,2,0,1,2,0,3,1,3,0,1,3,2,1,1,3,3,2,3,2,2,1,3,2,0
275,0,0,0,1,2,4,4,7,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,1,4,4,5,2,0,0,3,2,1,2,1,3,2,0,2,2,3,1,0,0,1,0,2,3,0,1,2,2,1,1,1,0,3,0,3,1
276,0,1,0,2,1,4,4,7,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,2,2,0,0,1,1,0,0,1,0,0,2,2,0,2,1,3,0,1,0,3,3,1,3,0
277,0,1,2,3,3,1,0,5,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,2,3,2,1,1,1,0,0,2,0,1,2,1,0,0,1,2,0,0,2,0,3,2,2,2,2,1,0,3,3,3,0,2,2,1,2,2,0
278,0,1,2,3,0,3,5,4,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,3,2,1,6,7,0,0,0,1,2,3,2,2,2,0,1,1,0,3,1,2,1,0,3,2,3,0,2,1,3,2,2,1,3,0,2,3
279,0,0,1,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,1,2,3,3,4,4,0,0,1,0,3,3,1,2,3,0,0,2,3,2,2,1,2,1,1,0,2,3,2,3,1,1,2,2,2,1,3,2
280,0,1,2,3,3,1,3,1,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,2,3,1,5,2,0,0,0,0,1,1,1,1,1,0,1,0,2,2,2,2,3,2,2,1,3,0,0,0,3,0,1,0,0,2,1,0,3
281,0,1,0,2,1,4,4,7,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,0,2,0,0,4,5,2,0,0,3,0,0,1,1,2,0,2,1,0,1,3,0,2,1,0,1,0,3,1,1,2,0,2,3,1,1,3,1,3
282,0,1,2,3,0,1,5,1,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,2,3,2,4,6,7,0,0,2,0,1,2,2,0,3,0,2,0,2,2,2,3,3,3,3,3,3,2,3,2,0,1,1,3,0,0,1,1
