,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18
231,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,4,1,2,0,0,2,0,0,1,1,0,0,2,1,0,0,1,1,0,2,1
232,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,0,0,0,1,2,0,1,1,0,2,1,1,1,2,2,1,0,2,0,1,1,2
233,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,0,5,4,1,2,2,0,0,2,2,1,0,2,1,0,2,1,1,1,0,0,0,0
234,0,0,2,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,5,1,2,1,1,0,1,0,1,2,0,1,1,1,0,1,1,0,0,2,0
235,0,0,2,0,0,2,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,1,3,1,2,1,2,2,2,2,1,1,2,0,1,0,2,0,2,2,1,1,2,1,2
236,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,2,1,0,1,2,1,2,1,0,2,1,0,0,1,1,1,2,0
237,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,4,1,2,2,0,0,2,2,0,2,2,1,0,2,2,2,2,0,1,2,2
238,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,2,2,2,2,2,1,2,2,0,0,1,2,0,0,1,0,2
239,0,0,2,0,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,1,3,1,2,1,2,1,2,1,1,0,1,2,1,0,2,0,0,1,2,0,1,0,2
240,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,1,1,0,0,1,2,2,0,0,1,0,2,0,2,2,1,1
241,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,1,2,2,1,1,1,2,0,2,1,0,2,0,1,2,2,0
242,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,1,2,1,0,0,1,0,2,0,2,1,1,2,1,0,1,0,2
243,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,1,0,1,1,0,0,2,0,2,0,2,1,0,0,2,0,0,2
244,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,1,0,0,5,3,7,0,1,2,2,0,0,2,1,2,2,2,2,1,2,1,0,0,0,2,0
245,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,0,0,1,6,3,0,1,0,0,1,1,1,1,2,1,1,2,2,2,2,1,0,2,0,1
246,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,2,2,1,0,0,0,1,0,2,0,2,0,1,1,0,2,0,0
247,0,0,2,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,5,1,2,0,0,0,0,0,2,2,0,2,1,1,1,1,1,2,2,1,1
248,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,0,5,4,1,2,2,1,0,1,2,0,1,2,2,2,2,2,0,0,0,0,0,0
249,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,2,0,2,2,1,1,1,1,1,1,1,2,0,1,1,1,2,2
250,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,2,0,1,1,0,0,0,1,0,0,2,1,2,2,0,0,0
251,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,0,1,0,0,0,1,2,2,0,0,0,2,0,2,1,1,1,0,2,2,0,2,0,2
252,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,1,2,1,1,1,1,0,2,2,1,0,2,0,0,1,1,1
253,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,2,2,2,2,2,1,0,1,1,0,0,0,1,0,0,2,2
254,0,0,2,0,0,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,5,1,2,0,0,0,0,1,1,2,2,1,0,2,2,2,2,2,2,1,0
255,0,0,2,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,5,1,2,1,0,1,2,1,1,2,0,2,2,1,1,2,1,0,2,1,2
256,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,4,1,2,0,2,1,0,0,1,2,0,0,2,2,0,0,2,0,0,1,0
257,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,0,0,0,1,0,2,1,1,1,2,0,0,1,0,2,0,0,0,2,1,1,1
258,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,0,0,1,6,3,0,1,0,1,1,1,0,0,0,2,0,0,0,0,2,0,2,0,1,1
259,0,0,2,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,5,1,2,1,0,1,1,0,1,1,0,1,2,1,1,2,2,0,2,0,1
260,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,0,0,0,1,2,1,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,2
261,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,1,1,0,0,2,1,0,0,0,0,1,2,1,1,1,0,1,2
262,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,2,1,1,0,0,2,0,0,2,2,2,0,2,2,0,0,0,2
263,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,2,2,0,2,1,0,2,1,0,2,1,1,1,2,1,2,1,1
264,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,2,1,1,1,1,0,0,2,1,0,0,1,0,0,2,1,0
265,0,0,2,3,4,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,1,3,1,5,1,2,0,0,1,1,1,1,2,0,2,0,0,1,2,1,2,1,1,2
266,0,0,2,0,4,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,1,1,2,1,3,1,5,1,2,2,0,0,2,1,2,2,2,1,0,0,2,0,2,2,2,1,1
267,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,1,2,2,0,1,0,2,1,1,1,2,2,1,0,2,1,1,2
268,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,2,2,2,2,0,0,1,2,2,2,0,0,0,0,2,0,1
269,0,0,1,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,2,2,2,0,0,0,2,2,2,2,1,2
270,0,0,2,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,2,1,2,0,1,1,2,1,1,0,1,2,1,1,1,1,1,0
271,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,0,2,0,0,0,2,1,0,2,2,2,1,1,0,0,2,0
272,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,1,0,1,1,0,1,1,1,1,0,1,2,0,2,0,0,2
273,0,0,2,0,0,3,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,1,1,2,1,3,1,2,1,2,2,1,2,2,1,2,2,0,0,1,0,2,0,0,2,2,2,0
274,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,1,3,1,2,1,2,1,1,1,0,0,0,1,2,0,1,2,2,2,0,2,0,1,2
275,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,0,1,0,0,0,1,0,1,2,1,0,1,2,2,0,0,2,2,1,1,2,1,1,2
276,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,0,1,2,1,2,2,0,1,2,0,2,0,0,1,1,2,2
277,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,4,1,2,1,2,1,0,1,0,1,1,1,0,0,0,1,2,2,1,1,1
278,0,0,2,0,4,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,5,1,2,2,0,2,2,2,0,0,0,2,2,1,0,0,1,0,2,1,2
279,0,0,1,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,0,1,6,0,0,1,1,2,0,2,1,1,0,2,2,1,1,2,0,1,1,2,2,0
280,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,1,2,2,2,0,1,0,0,2,2,0,1,1,0,1,1,0,1
281,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,0,2,1,2,0,1,0,2,1,2,1,1,2,1,1,1,0,1
282,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,2,0,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,0
283,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,0,5,4,1,2,1,1,1,0,1,2,1,0,2,0,2,1,2,0,0,2,2,0
284,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,0,2,1,1,2,0,0,2,2,1,0,2,1,0,2,2,2
285,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,2,2,0,2,0,0,1,2,1,1,1,1,0,1,0,0,2,2
286,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,1,1,1,0,0,2,1,0,2,2,0,0,1,1,1,0,1,0
287,0,0,1,2,2,4,5,7,-1,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,0,1,6,3,0,1,1,1,2,0,1,1,2,1,2,0,2,1,2,2,1,2,2,1
288,0,0,2,0,0,3,2,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,1,3,1,2,1,2,1,1,1,0,1,2,2,1,0,2,1,2,1,2,1,1,1,1
289,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,1,3,1,4,1,2,2,1,0,2,0,0,2,2,0,2,1,1,1,0,0,1,0,1
290,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,2,2,1,0,2,2,2,1,2,1,1,1,1,0,1,1,1
291,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,0,0,0,1,2,2,0,2,0,1,0,1,0,2,1,0,0,2,2,1,2,0
292,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,1,0,0,2,2,0,2,1,2,1,0,2,2,2,2,0,0,1
293,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,1,1,1,1,1,1,1,0,2,0,2,1,2,2,2,1,2,0
294,0,0,2,0,0,3,2,6,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,2,1,2,0,1,1,2,1,0,0,0,0,1,1,2,0,2,1,0,1,2
295,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,1,2,0,0,0,1,2,0,0,1,2,1,0,1,0,1,1,2
296,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,0,1,0,0,2,0,0,1,0,1,2,2,0,2,1,2,2
297,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,1,0,0,1,6,3,0,1,1,1,0,2,2,2,1,2,1,1,1,2,2,0,0,2,0,0
298,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,1,0,0,1,6,3,0,1,0,0,0,2,0,1,0,1,2,2,0,2,1,1,1,2,2,1
299,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,1,1,0,0,2,0,2,2,1,1,0,0,0,1,0,0,2
300,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,0,0,0,1,2,0,0,1,1,1,2,1,0,1,2,1,2,1
301,0,0,2,3,4,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,2,1,3,1,5,1,2,0,0,2,0,2,1,2,0,2,0,2,2,1,2,0,1,0,1
302,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,2,1,1,0,0,1,1,0,0,1,0,2,2,2,0,1,0,1
303,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,0,0,0,1,0,1,1,0,0,0,0,1,1,0,2,1,2,2,0,0,2,0
304,0,0,1,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,6,3,0,1,0,0,0,0,0,1,1,1,2,1,0,2,2,1,2,2,1,0
305,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,0,2,1,1,1,0,2,0,2,0,1,0,0,0,2,0,2
306,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,2,2,2,2,1,2,0,2,2,2,2,1,1,2,2,1,1,2
307,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,0,0,1,6,3,0,1,0,1,0,0,1,2,1,0,2,1,0,0,0,1,1,1,1,0
308,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0,2,1,0,2,2,2,1
309,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,0,0,1,6,3,0,1,0,0,0,2,2,0,1,2,2,1,0,2,0,2,1,2,1,1
310,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,2,2,1,0,1,2,2,2,2,1,1,2,2,1,0,0,1,0
311,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,1,0,0,0,1,1,2,0,2,0,1,1,2,1,0,2,2
312,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,2,2,2,2,1,1,1,2,0,2,1,0,1,2,2,0,1
313,0,0,1,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,0,1,0,0,0,1,0,2,2,1,1,1,2,0,2,2,2,1,1,1,2,1,0,1
314,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,1,0,2,0,1,1,2,1,1,2,2,0,0,2,1,0,1
315,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,1,2,1,2,1,2,1,1,1,0,1,1,1,2,0,0,1
316,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,6,3,0,1,0,1,1,2,0,0,1,2,1,0,1,2,0,0,2,0,1,2
317,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,1,1,0,1,2,2,2,2,0,1,0,1,1,1,0,2,0,1
318,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,2,1,0,0,2,2,2,2,1,1,0,0,2,1,2,0,1
319,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,4,1,2,0,2,2,0,2,2,0,1,1,0,2,2,0,0,0,1,2,2
320,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,1,1,2,1,3,1,2,1,2,0,1,0,1,0,2,1,2,2,2,0,2,1,2,1,2,2,2
321,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,2,0,2,2,0,2,1,1,2,0,0,0,2,1,2,1,2,1
322,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,1,1,2,2,0,2,1,0,2,1,0,1,1,1,0,1,1,2
323,0,0,1,2,2,4,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,0,1,6,3,0,1,2,2,0,2,0,1,0,2,0,2,0,0,1,2,2,2,0,1
324,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,1,3,1,2,1,2,2,2,0,1,1,2,1,1,2,0,1,2,2,2,1,2,0,0
325,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,6,3,0,1,2,2,2,0,0,0,1,2,0,1,0,2,2,0,1,2,0,2
326,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,1,0,1,2,2,2,0,0,0,1,0,0,0,2,2,0,1,2
327,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,0,0,1,6,3,0,1,0,2,0,2,0,0,0,0,2,0,2,1,0,0,2,0,2,1
328,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,0,1,2,2,2,0,1,2,0,1,2,2,0,0,2,1,2,2
329,0,0,2,3,4,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,4,1,2,0,0,0,2,2,0,2,2,0,2,0,2,2,1,1,1,1,1
330,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,0,0,0,1,0,2,0,2,1,0,0,0,0,1,1,0,2,1,2,2,2,2
331,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,0,0,1,6,3,0,1,0,1,1,1,0,1,1,2,1,2,0,1,2,1,2,1,0,2
332,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,1,1,1,2,1,1,2,0,2,2,2,1,0,2,2,0,1,0
333,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,0,2,2,2,2,1,1,1,1,1,2,2,2,0,1,1,2,1
334,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,1,2,1,0,0,1,2,0,2,0,0,1,2,0,2,0,2
335,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,6,3,0,1,0,0,1,2,2,1,0,0,1,2,0,1,1,2,1,1,2,2
336,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,1,2,2,2,1,0,2,1,2,0,0,1,1,1,1,2,1,0
337,0,0,2,0,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,2,1,2,0,2,1,2,1,1,2,0,0,2,0,0,1,1,1,1,2,2
338,0,0,1,2,2,4,3,1,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,0,0,1,6,3,0,1,0,2,1,0,1,2,2,1,0,1,1,1,0,2,2,1,0,1
339,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,0,2,0,2,1,2,2,1,1,1,2,1,2,2,1,0,2
340,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,3,0,5,4,1,2,1,0,0,1,2,2,1,1,2,2,1,0,0,2,0,1,2,2
341,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,0,2,1,2,0,0,1,0,0,2,1,2,1,2,2,0,2
342,0,1,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,4,4,4,1,2,0,0,0,1,0,1,1,0,2,0,0,0,2,0,0,1,0,2,1
343,0,0,2,3,4,2,6,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,3,0,5,4,1,2,2,2,0,2,0,1,1,0,2,0,1,0,1,2,0,2,2,1
344,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,6,3,0,1,1,0,1,0,0,2,1,0,0,1,2,2,2,0,0,1,1,2
345,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,2,2,0,0,0,1,0,2,2,0,2,1,0,1,0,0,0,1
346,0,0,1,2,2,1,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2,2,2,2,1,0,2,1,1,1,2,1,2,2
347,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,0,0,0,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0
348,0,0,2,0,0,3,2,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,1,3,1,2,1,2,0,2,2,0,2,2,1,1,2,2,1,0,2,1,2,0,1,0
349,0,1,0,1,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,2,6,2,0,1,1,2,2,0,1,0,2,1,2,0,1,1,0,1,2,0,2
350,0,0,1,2,2,1,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,0,5,3,7,0,1,0,1,2,0,0,1,0,2,2,0,2,0,0,2,0,2,1,2
