,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53
495,0,1,2,2,3,3,6,2,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,4,1,4,1,0,0,0,0,3,2,2,0,3,1,3,0,2,0,3,0,3,1,3,1,0,0,1,2,1,3,0,0,2,2,1,2,1,2,3,1,3,3,2,1,0,0,1,2,3,1,0,3,3,2,2,3,2,1,0
496,0,0,1,1,0,2,2,7,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,3,3,3,0,0,0,2,2,2,1,2,1,1,0,1,0,0,3,3,1,3,3,1,3,3,0,3,3,0,2,2,3,0,0,0,3,3,2,0,1,1,3,0,3,3,3,2,1,1,2,1,0,3,1,2,3,2,0
497,0,1,2,2,3,3,6,2,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,4,1,4,1,0,0,2,1,0,0,3,0,1,3,1,1,2,3,0,2,3,2,1,2,0,1,2,0,1,3,1,0,2,2,2,1,2,0,1,0,0,0,3,1,0,1,3,3,1,2,3,3,3,1,0,0,3,3,1
498,0,0,0,0,2,4,1,0,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,0,1,6,0,0,3,2,2,2,0,2,1,3,0,2,1,1,1,0,1,2,1,0,2,0,2,1,2,2,1,0,2,3,3,2,2,1,1,3,3,3,3,1,3,1,2,0,1,2,1,0,3,3,0,2,1,3,2
499,0,0,1,1,0,2,2,7,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,3,3,3,0,0,2,2,2,2,3,1,2,1,0,1,1,3,2,0,3,2,3,2,1,3,3,1,2,3,3,0,2,1,2,3,0,2,3,2,2,0,2,1,2,3,0,3,2,1,2,1,0,2,0,1,2,3,0
500,0,1,2,3,1,5,4,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,4,1,4,7,0,0,0,2,2,0,2,3,0,3,3,1,0,1,3,1,2,0,0,1,0,2,1,0,2,2,0,0,0,1,2,1,0,1,1,1,0,2,1,1,2,0,3,2,0,3,1,2,3,2,0,3,3,0,0
501,0,1,1,3,1,1,0,6,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,3,0,0,2,0,0,0,1,3,2,0,3,1,1,3,2,2,1,1,3,1,3,3,1,2,3,0,0,1,3,2,0,3,2,3,0,0,2,0,2,2,0,3,0,2,2,1,1,0,3,0,3,1,0,3,0,3,2,3,3
502,0,0,0,0,4,0,5,0,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,2,3,0,1,6,0,0,3,1,0,2,1,2,3,0,2,0,3,0,1,2,2,2,3,1,0,2,1,0,0,2,2,1,3,3,2,3,0,2,2,1,2,1,3,0,3,1,1,0,1,1,0,3,1,1,0,2,2,2,0
503,0,1,1,3,1,5,4,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,4,2,7,0,0,1,2,3,2,1,1,3,3,2,0,1,0,2,1,2,3,3,2,1,3,0,3,3,0,0,2,3,3,1,2,0,3,0,1,2,2,0,2,3,3,1,3,2,2,3,1,3,0,1,1,1,2,1
504,0,0,0,0,2,4,1,5,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,2,5,4,0,0,1,0,3,1,2,1,3,1,1,2,2,2,2,2,2,3,0,2,2,2,2,0,1,0,0,1,1,3,2,1,2,2,3,0,3,3,0,1,3,1,1,2,2,3,3,3,2,3,2,2,3,2,3
505,0,0,1,1,0,2,2,7,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,3,3,3,0,0,2,1,1,0,1,1,2,2,3,2,2,3,1,1,2,1,2,2,3,1,0,3,1,0,0,2,1,2,2,1,0,3,0,3,3,0,1,3,1,1,2,0,0,3,2,1,0,3,2,2,2,1,0
506,0,0,0,0,2,0,5,0,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,1,2,2,3,0,1,6,0,0,1,3,0,0,3,0,0,0,2,1,1,0,3,2,3,3,3,1,1,0,0,3,2,0,1,2,3,2,1,2,3,3,1,1,0,1,3,3,1,1,0,3,3,3,1,3,3,3,0,1,3,2,1
507,0,1,2,2,4,0,3,1,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,1,1,1,1,5,6,5,0,0,1,1,0,3,2,2,2,1,0,2,2,2,2,2,3,1,0,1,2,0,2,1,3,2,2,0,0,2,0,2,3,1,0,1,3,1,3,1,1,3,2,2,3,2,1,1,1,2,3,1,1,2,1
508,0,1,2,2,3,3,6,2,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,4,1,4,1,0,0,0,2,2,1,0,2,3,1,0,1,1,3,3,2,2,2,3,1,0,3,0,2,1,3,1,1,1,0,3,2,3,0,3,2,2,0,3,1,2,3,2,3,0,1,3,2,1,1,0,1,2,1,1
509,0,1,1,3,1,5,4,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,4,2,7,0,0,1,1,2,0,2,3,0,1,0,3,0,2,0,2,2,3,0,3,3,0,1,2,0,0,3,3,1,3,2,2,1,1,3,0,2,2,0,0,0,3,3,1,3,2,2,3,2,0,3,1,1,1,0
510,0,0,1,1,0,1,0,6,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,2,0,1,0,0,0,2,2,1,1,3,3,2,2,1,0,1,2,2,3,1,1,1,1,2,3,3,2,1,0,0,0,2,3,1,1,3,2,0,2,0,0,3,3,3,0,1,0,3,0,0,0,3,1,0,0,1,1,3
511,0,1,2,2,3,3,3,4,81,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,1,5,0,2,0,0,0,1,2,3,1,2,2,2,1,1,2,3,3,0,2,2,0,0,0,1,1,3,1,1,3,0,1,3,0,2,2,1,1,2,2,3,3,0,2,0,1,1,2,3,0,1,0,2,2,2,3,0,3
512,0,0,0,0,4,0,5,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,2,3,0,1,5,0,0,3,3,2,1,3,0,0,2,1,3,1,3,1,1,2,3,1,0,2,0,2,2,1,3,3,2,1,2,0,0,3,3,1,1,2,3,1,2,3,1,0,2,2,0,2,3,1,3,1,3,2,1,1
513,0,0,0,0,2,4,1,5,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,2,5,4,0,0,0,0,0,3,3,3,1,0,2,1,1,2,1,0,3,1,1,1,2,1,3,2,1,0,2,3,2,2,0,2,0,0,1,1,1,1,0,1,2,2,0,1,2,2,2,3,3,3,0,3,3,0,0
514,0,0,0,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,1,5,6,5,0,0,0,0,1,0,1,3,3,3,2,2,1,0,1,0,0,2,1,3,1,2,0,2,1,1,1,0,3,2,1,0,0,3,3,0,3,2,2,3,1,2,3,1,1,0,0,2,0,2,2,3,0,2,0
515,0,0,1,1,0,2,2,7,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,3,3,3,0,0,2,2,3,2,1,3,0,1,1,3,3,3,3,2,0,2,3,0,2,1,2,1,0,2,2,2,3,1,2,0,0,1,0,1,3,1,3,2,0,0,2,2,2,2,3,2,3,0,0,2,1,1,3
516,0,1,1,1,0,1,0,6,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,3,0,0,2,0,0,0,3,2,1,0,2,3,2,1,0,1,2,0,1,3,3,0,3,2,1,1,3,2,2,0,1,1,0,3,0,1,0,0,1,1,1,0,2,3,2,1,0,3,0,0,2,3,3,3,2,3,3,1,3
517,0,1,2,2,3,3,6,2,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,1,5,6,5,0,0,1,3,0,3,2,3,0,3,1,2,0,3,1,3,1,1,0,0,1,2,1,1,0,0,3,1,3,3,0,1,1,1,3,1,3,2,1,2,3,2,3,1,3,2,0,1,3,2,2,2,1,1,3
518,0,1,2,2,4,0,5,1,101,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,2,1,1,5,6,5,0,0,1,0,0,1,0,1,2,0,3,0,1,0,2,2,3,0,0,0,3,0,1,0,0,1,0,0,0,0,0,2,2,1,3,1,1,1,1,1,3,0,0,3,3,3,2,2,1,1,1,1,0,0,2
519,0,1,1,3,1,5,4,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,4,2,7,0,0,1,2,2,0,0,0,2,2,0,3,0,0,0,0,1,2,1,3,1,0,3,2,0,2,0,0,0,0,1,3,2,1,3,2,3,2,3,2,1,0,0,1,1,2,1,2,2,2,1,0,2,1,0
520,0,0,0,0,2,4,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,2,1,6,0,0,0,2,2,0,3,1,1,1,0,3,3,3,0,1,2,0,1,3,0,1,2,1,1,3,0,0,2,2,0,3,1,0,0,1,2,2,3,3,2,0,0,3,2,0,1,2,2,2,2,0,3,1,3
521,0,0,1,1,0,2,2,7,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,3,3,3,0,0,0,0,0,3,1,1,2,2,0,0,0,2,0,2,0,3,2,3,1,3,3,1,2,3,1,3,2,1,3,2,2,2,1,0,2,1,3,1,1,2,0,2,0,0,1,3,3,3,0,1,2,1,3
522,0,1,2,2,3,3,6,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,4,1,4,1,0,0,0,0,1,1,2,3,2,3,0,2,3,0,3,0,1,3,2,1,0,0,3,1,2,0,2,2,2,1,2,1,2,0,2,2,2,1,2,3,0,3,3,1,3,0,3,3,3,0,1,3,2,2,0
523,0,0,0,0,2,4,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,1,2,2,3,2,1,6,0,0,2,3,0,1,3,3,0,1,1,3,3,1,3,2,3,2,1,1,1,2,3,2,2,1,3,0,2,3,2,3,1,3,3,3,1,3,2,1,1,0,1,2,1,3,2,2,1,3,1,0,2,1,1
524,0,0,0,0,2,4,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,2,1,6,0,0,1,3,3,3,0,2,3,3,0,1,0,2,3,1,3,0,1,0,2,2,2,3,3,3,0,1,2,2,2,2,1,1,0,2,2,2,1,1,0,2,3,1,0,0,0,1,2,0,3,3,2,0,2
525,0,0,0,0,2,4,1,0,88,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,2,1,6,0,0,2,3,3,3,0,2,1,3,3,1,3,1,1,1,0,3,0,3,3,3,3,2,3,3,2,1,1,0,2,3,0,1,1,1,2,3,0,0,3,2,1,2,3,3,3,2,3,3,0,1,0,0,2
526,0,1,2,2,3,3,6,2,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,4,1,4,1,0,0,3,3,0,0,2,2,0,0,0,2,1,3,0,2,1,0,0,2,2,3,1,2,0,0,1,1,1,2,1,3,1,3,3,3,0,0,1,2,0,1,2,2,0,2,3,3,0,2,1,1,3,0,0
527,0,1,2,2,4,0,3,4,92,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,2,1,1,5,6,5,0,0,3,3,0,2,1,3,1,0,3,2,2,1,1,3,3,3,0,3,1,2,3,0,2,0,3,2,2,2,0,0,1,3,3,1,2,1,0,2,1,1,3,1,1,2,2,1,1,2,0,3,3,3,2
528,0,0,0,0,4,0,5,1,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,0,6,5,0,0,2,0,3,0,0,0,3,2,1,2,1,0,0,3,1,3,0,0,0,3,2,2,1,3,0,0,0,0,1,2,3,3,2,2,2,3,0,0,1,1,0,1,0,1,0,1,3,0,1,3,0,3,0
529,0,0,1,1,0,2,2,7,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,3,3,3,0,0,0,0,2,0,1,3,0,2,0,1,1,1,1,3,1,0,3,1,3,3,3,0,3,0,1,2,0,2,1,1,1,1,2,0,0,2,1,3,2,2,3,1,3,0,2,2,1,2,0,3,2,0,1
530,0,1,2,2,3,3,6,2,13,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,4,1,4,1,0,0,1,3,3,3,0,0,1,2,0,1,3,0,0,0,2,1,2,0,1,0,3,0,2,3,0,0,2,2,3,3,1,0,3,3,0,1,0,2,3,1,0,0,2,0,1,1,1,2,0,2,1,3,2
531,0,0,0,1,0,1,0,0,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,0,0,2,0,1,6,0,0,3,1,0,2,0,1,2,1,1,0,0,2,2,2,2,2,0,2,2,3,2,3,0,2,1,2,1,3,0,0,1,2,1,1,0,0,2,1,2,0,1,3,2,1,2,3,0,2,1,3,0,1,3
532,0,0,1,1,0,2,2,7,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,3,3,3,0,0,0,2,1,1,2,2,1,3,1,1,1,3,2,1,0,1,0,1,3,1,0,1,1,0,2,1,1,0,0,3,0,2,0,0,0,2,2,0,1,2,1,0,0,1,2,3,2,1,2,3,0,0,0
533,0,1,2,2,3,3,6,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,4,1,4,1,0,0,3,2,2,0,1,2,1,0,0,0,3,2,2,2,0,1,1,2,0,1,0,1,2,0,0,2,1,0,1,0,2,2,2,1,3,3,2,2,3,1,0,0,1,1,3,1,0,1,0,1,3,1,3
534,0,1,2,2,3,3,6,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,4,1,4,1,0,0,1,2,0,1,1,3,1,3,1,3,2,0,1,1,2,1,1,0,0,3,1,1,3,2,2,2,0,0,0,0,1,0,2,2,0,2,2,3,0,1,1,2,1,0,0,2,0,1,3,0,0,0,2
535,0,0,0,0,4,0,5,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,2,3,0,1,6,0,0,2,2,2,3,3,1,0,3,2,1,2,0,3,2,1,0,3,3,3,2,2,0,1,2,3,2,0,3,2,3,0,2,0,0,3,0,1,3,2,1,2,1,0,3,0,3,3,0,1,0,3,3,1
536,0,1,1,3,1,1,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,3,0,0,2,0,0,0,2,2,0,1,1,3,0,1,1,3,1,0,0,3,2,2,3,2,2,2,1,3,2,3,0,3,3,2,2,3,2,2,2,0,1,0,2,2,2,1,3,3,1,3,1,2,0,0,3,1,2,3,2
537,0,1,1,3,1,1,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,3,0,0,2,0,0,0,0,3,0,0,1,2,0,1,3,2,1,2,2,3,3,2,2,2,3,0,3,1,2,1,0,0,0,0,1,3,2,1,0,3,3,0,3,1,2,3,2,2,3,1,1,0,1,3,3,0,0,0,1
538,0,1,1,3,1,5,4,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,4,2,7,0,0,2,1,0,2,1,2,2,0,0,3,0,1,2,3,0,0,3,1,2,3,2,1,1,2,1,3,0,2,1,3,3,1,1,2,0,1,0,1,0,2,3,0,1,2,0,1,3,1,2,2,0,2,2
539,0,0,0,0,2,4,1,5,50,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,2,1,6,0,0,3,2,0,0,1,3,0,1,3,0,0,1,3,0,1,2,1,0,1,3,0,2,1,1,0,2,3,3,1,3,2,2,3,0,2,0,2,1,2,1,2,1,1,1,1,1,3,3,3,1,3,2,3
540,0,1,2,2,3,3,6,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,4,1,4,1,0,0,2,0,0,1,0,0,2,1,0,2,3,1,3,3,1,3,1,3,0,3,2,1,1,0,0,2,0,1,0,1,1,1,1,2,3,2,0,0,0,1,2,2,3,2,0,2,2,1,1,3,3,2,1
541,0,1,1,3,1,1,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,3,0,0,2,0,0,0,2,2,3,2,1,3,1,2,0,0,1,2,1,0,3,0,0,2,1,3,3,2,2,1,3,0,1,0,2,2,2,3,0,0,3,3,1,0,0,1,1,1,2,2,3,2,0,0,3,0,2,2,0
542,0,0,0,0,2,4,1,0,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,0,1,6,0,0,2,0,2,0,1,1,3,3,3,1,3,2,1,1,2,3,0,0,0,3,0,3,0,3,1,2,2,0,3,3,1,1,3,2,0,3,3,2,2,3,3,2,1,1,3,3,3,3,1,3,0,1,1
543,0,0,0,0,4,0,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,2,1,1,5,6,5,0,0,0,3,1,0,2,1,3,3,0,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,0,2,1,1,2,3,2,2,1,0,0,1,0,3,3,1,2,1,3,2,1,0,3,0,1,3,0,0,2
544,0,1,1,1,0,1,0,6,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,0,0,0,4,2,0,0,0,1,3,1,1,0,2,3,2,3,2,1,3,1,3,3,3,2,3,2,0,3,1,3,3,0,1,3,1,1,3,2,2,2,2,1,2,3,0,2,3,3,0,3,1,0,3,1,2,2,0,0,2,3
545,0,1,2,3,1,5,6,2,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,3,0,0,1,3,4,1,4,1,0,0,2,3,3,1,3,0,1,1,3,2,2,0,3,0,0,3,1,3,3,1,3,1,1,1,2,0,3,0,0,1,1,2,1,0,3,0,2,1,1,0,3,3,3,1,0,0,2,0,2,1,1,0,0
546,0,0,0,0,2,4,1,0,19,0,0,0,0,0,0,0,0,0,1,1,2,1,0,5,7,0,1,2,2,3,0,1,6,0,0,3,0,2,3,2,0,2,3,1,0,3,0,0,2,2,0,0,3,0,0,1,2,0,0,1,0,2,3,0,2,2,0,1,0,1,2,2,0,2,2,1,0,3,3,2,2,0,0,2,2,0,1,1
547,0,0,1,1,0,2,2,7,116,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,3,3,3,0,0,0,0,0,1,2,3,2,0,1,0,2,3,1,3,2,0,0,0,1,2,2,2,3,0,0,3,3,0,1,3,0,1,2,2,1,3,0,3,0,2,2,3,0,3,2,3,2,2,0,1,0,3,1
548,0,1,1,3,1,5,4,6,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,3,0,4,2,0,0,0,0,3,1,3,1,2,2,3,3,0,2,1,3,2,3,0,0,1,3,1,0,2,2,3,1,3,2,0,3,2,0,1,2,0,1,1,0,1,2,3,1,1,2,3,3,0,1,0,1,3,2,3,1
549,0,1,1,3,1,1,0,6,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,3,0,4,2,0,0,0,1,0,2,3,2,1,2,3,3,3,0,1,1,2,1,1,0,1,3,0,2,3,0,3,2,1,0,1,0,0,3,2,3,3,2,3,3,1,0,0,3,2,1,0,3,0,3,1,0,0,2,2,3
550,0,1,2,2,3,3,6,2,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,4,1,4,1,0,0,1,3,1,1,3,2,0,2,1,3,0,2,1,3,1,2,3,2,1,3,2,0,2,3,0,3,3,2,2,3,0,0,2,3,2,2,3,0,0,2,0,0,2,3,0,2,1,1,3,3,0,1,1
551,0,1,2,3,1,5,6,2,83,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,1,3,4,1,4,1,0,0,1,0,0,2,1,3,3,2,2,0,2,1,2,3,0,2,3,3,0,3,0,1,3,0,1,2,0,0,2,2,0,1,3,3,3,3,2,2,0,0,1,3,2,2,0,3,1,3,3,1,1,2,1
552,0,1,1,3,1,5,4,3,117,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,4,2,7,0,0,0,0,2,0,3,2,2,2,0,2,0,0,3,1,0,0,0,0,3,0,0,1,3,0,3,0,1,0,1,3,0,0,3,1,0,0,0,1,3,0,2,0,1,2,0,1,0,2,0,2,1,3,3
553,0,1,1,3,1,5,4,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,4,2,7,0,0,2,1,0,1,2,2,0,3,0,2,1,2,1,3,3,1,2,2,0,3,0,3,3,3,2,3,3,2,3,2,2,1,0,0,3,0,0,0,2,2,1,3,1,3,0,1,1,0,0,2,2,2,1
554,0,0,0,0,2,4,1,5,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,2,5,4,0,0,3,3,3,1,0,3,1,2,3,3,0,0,3,1,2,0,1,3,0,0,1,0,2,1,0,1,1,0,1,3,1,0,2,2,3,2,1,2,3,1,3,0,2,1,0,2,2,3,3,1,0,2,1
555,0,1,1,3,1,1,0,6,104,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,0,0,0,0,4,2,0,0,0,2,1,3,3,3,2,1,2,3,0,3,0,2,3,2,1,3,0,3,3,0,1,2,3,0,0,0,2,0,1,2,2,3,0,2,1,3,3,3,1,3,3,0,2,3,3,0,0,1,0,2,2,2
556,0,0,1,1,0,2,2,7,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,3,3,3,0,0,2,3,0,3,3,0,2,1,0,3,3,2,2,3,0,1,3,0,2,0,1,3,2,2,1,1,1,0,0,3,1,0,0,2,2,1,0,2,0,1,2,3,1,1,0,0,3,3,3,1,0,1,2
557,0,0,0,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,2,6,5,0,0,0,0,2,1,3,0,3,2,3,1,2,0,0,3,0,2,0,3,1,2,0,2,1,2,2,0,1,3,0,2,2,3,0,3,2,1,2,3,3,0,1,1,0,2,1,2,2,2,2,0,2,3,2
558,0,0,0,0,4,0,5,0,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,2,3,0,1,6,0,0,2,1,3,3,3,0,1,3,3,3,1,2,0,3,3,2,2,1,1,1,0,2,3,3,3,0,2,2,2,1,3,3,2,0,1,2,1,2,3,3,3,3,0,3,1,2,2,3,0,1,0,3,0
559,0,1,2,3,1,5,4,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,4,1,4,7,0,0,0,3,1,1,3,0,0,3,1,2,0,1,1,3,0,0,3,3,3,1,3,1,1,3,0,1,0,0,2,3,1,0,0,0,3,0,2,1,2,3,2,1,1,1,2,2,2,0,3,3,1,1,2
560,0,1,2,2,4,3,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,1,1,1,1,5,6,5,0,0,3,3,0,1,1,2,3,2,1,3,0,1,2,3,0,2,2,2,1,0,2,1,3,2,3,0,2,1,3,3,0,3,2,1,0,0,3,3,0,1,0,3,3,0,1,0,3,2,3,1,2,3,1
561,0,0,1,1,0,2,2,7,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,3,3,3,0,0,3,0,3,0,1,1,2,1,3,2,2,2,2,1,3,2,3,2,2,0,2,2,1,2,1,2,2,3,0,3,1,0,2,0,2,0,1,2,3,0,1,2,1,0,3,3,0,2,3,3,1,1,1
562,0,0,0,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,2,1,1,5,6,5,0,0,3,2,3,3,1,2,1,1,3,1,3,3,0,3,2,1,2,1,0,0,3,2,2,2,3,0,3,0,0,2,3,1,0,1,1,0,1,0,2,3,1,2,3,1,3,2,0,0,2,3,2,2,3
563,0,1,1,3,1,5,4,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,4,2,7,0,0,3,2,2,0,0,0,2,0,1,1,3,0,2,0,3,3,3,2,2,2,1,1,0,3,3,2,3,0,1,1,0,0,0,0,0,0,0,2,3,2,3,2,3,2,3,3,3,2,3,0,0,0,0
564,0,1,2,3,1,5,6,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,1,3,4,1,4,1,0,0,3,3,2,2,3,1,0,0,1,2,1,1,0,2,0,2,1,3,1,2,3,3,3,0,0,3,2,3,0,0,1,0,2,2,3,1,2,2,2,0,3,3,1,2,2,3,1,1,2,1,3,0,2
565,0,1,1,3,1,5,4,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,4,2,7,0,0,0,3,1,0,1,2,1,0,3,0,3,0,1,3,2,1,0,0,1,3,2,2,0,0,2,2,1,3,3,3,3,0,2,0,2,2,1,3,0,2,2,1,2,3,3,0,0,0,3,3,1,2,3
