,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22
213,0,1,2,2,1,1,6,2,-1,-1,-1,-1,0,0,1,1,1,0,1,0,3,2,4,6,5,0,0,0,1,4,3,2,3,4,-1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0
214,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,0,1,1,3,6,0,-1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1
215,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,0,1,1,3,6,0,-1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0
216,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,-1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0
217,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1
218,0,0,1,0,3,2,4,4,-1,-1,0,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,0,0,1,0,1,1,7,3,-1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
219,0,0,1,3,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,1,4,0,1,0,0,0,1,0,1,1,7,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
220,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,3,6,0,5,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1
221,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,6,0,5,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1
222,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,14,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0
223,0,1,0,1,4,3,3,6,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,0,1,0,1,3,6,0,-1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1
224,0,1,0,1,0,0,0,6,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,0,2,0,1,1,3,6,0,-1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
225,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,0,0,1,3,6,0,-1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
226,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,2,4,0,0,14,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0
227,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,3,4,0,6,1,0,19,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0
228,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,2,2,3,6,0,18,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1
229,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,0,1,3,0,0,21,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0
230,0,0,2,2,4,3,1,3,20,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,0,0,1,4,3,2,3,0,2,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0
231,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,8,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
232,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,9,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
233,0,0,2,2,1,1,4,3,-1,15,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,0,0,1,4,3,2,3,2,-1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1
234,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,15,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1
235,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,1,0,-1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
236,0,0,1,3,2,5,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,0,0,1,0,0,0,1,0,1,1,7,3,-1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1
237,0,0,2,2,1,1,6,2,21,16,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,4,3,2,3,2,27,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1
238,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,6,0,-1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0
239,0,0,0,0,3,2,3,4,-1,17,0,0,0,0,1,1,1,0,1,0,1,3,5,3,7,0,0,0,1,0,1,1,7,0,-1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1
240,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,6,0,4,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1
241,0,1,0,1,4,3,0,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
242,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,-1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
243,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,6,0,4,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0
244,0,0,2,2,1,1,6,2,-1,-1,1,0,0,0,1,1,1,0,1,0,3,1,4,4,5,0,0,0,1,4,3,2,3,2,-1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0
245,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,2,2,0,0,0,14,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0
246,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,1,0,-1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
247,0,1,0,1,0,0,0,6,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,1,5,3,6,0,18,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1
248,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0
249,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
250,0,0,2,0,3,1,4,3,-1,0,0,0,0,0,1,1,1,0,1,0,3,3,5,4,7,0,0,0,1,0,3,2,3,2,28,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1
251,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,-1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
252,0,0,1,0,3,2,4,4,22,18,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,0,0,1,0,1,1,7,3,-1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0
253,0,0,2,2,4,3,1,3,19,6,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,0,0,1,4,3,2,3,0,2,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
254,0,0,1,0,3,2,4,4,-1,19,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,0,0,1,0,1,1,7,1,-1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0
255,0,1,0,1,0,0,0,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,0,0,1,3,6,0,22,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1
256,0,0,1,0,3,2,4,4,22,18,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,0,0,1,0,1,1,7,3,-1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
257,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,3,6,0,-1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
258,0,1,0,0,3,2,3,4,-1,8,0,0,0,0,1,1,1,0,0,2,1,3,0,3,3,0,0,0,1,0,1,1,7,0,-1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0
259,0,1,0,1,4,3,1,6,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,0,1,0,1,3,6,0,20,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
260,0,0,2,2,3,1,4,3,23,15,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,0,0,1,4,3,2,3,2,28,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1
261,0,0,2,2,4,3,1,3,19,6,0,0,0,0,1,1,1,0,1,0,3,4,1,6,6,0,0,0,1,4,3,2,3,0,2,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1
262,0,0,2,2,4,3,1,3,-1,6,0,0,0,0,1,1,1,0,1,0,3,4,1,6,6,0,0,0,1,4,3,2,3,0,-1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1
263,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,0,2,3,1,0,3,6,0,-1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1
264,0,0,0,0,3,2,3,4,-1,17,0,0,0,0,1,1,1,0,1,0,1,3,5,3,7,0,0,0,1,0,1,1,7,0,-1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
265,0,0,1,3,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,7,0,0,0,1,0,1,1,7,7,-1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
266,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,2,2,0,0,0,14,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1
267,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,4,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
268,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,6,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
269,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,14,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
270,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,3,4,0,6,1,0,-1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0
271,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0
272,0,0,1,0,3,2,4,7,-1,-1,-1,3,3,0,1,1,1,0,1,1,1,3,0,1,7,0,0,0,1,0,1,1,7,3,-1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0
273,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,15,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
274,0,0,2,2,4,1,1,3,24,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,0,1,4,3,2,3,0,2,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0
275,0,1,0,1,0,3,0,6,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,3,1,5,5,5,0,-1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1
276,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,8,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1
277,0,0,2,2,1,1,6,2,-1,12,1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,0,0,1,4,3,2,3,4,29,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0
278,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,0,1,1,3,6,0,-1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1
279,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,1,0,-1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1
280,0,0,2,0,3,2,4,3,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,1,1,7,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1
281,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,-1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
282,0,0,2,0,3,1,4,3,-1,1,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,0,0,1,0,1,1,7,2,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1
283,0,1,0,1,4,3,1,6,-1,6,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,0,3,4,0,6,6,0,-1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1
284,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,6,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0
285,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
286,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,-1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0
287,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
288,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0
289,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,8,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1
290,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,1,0,-1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1
291,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,3,4,0,6,1,0,19,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0
292,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,6,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
293,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,0,2,2,0,2,0,-1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0
294,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
295,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,1,0,-1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
296,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
297,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
298,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,3,6,0,-1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
299,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
300,0,0,1,0,3,2,4,4,-1,19,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,0,0,1,0,1,1,7,3,-1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0
301,0,1,0,1,0,3,0,6,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,1,5,5,5,0,-1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
302,0,0,2,2,1,1,6,3,13,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,4,3,2,3,2,26,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0
303,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,13,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0
304,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,-1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1
305,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,0,2,2,0,2,0,-1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0
306,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1
307,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
308,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,3,6,0,5,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
309,0,1,0,1,0,3,0,6,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,0,2,0,1,5,3,6,0,-1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1
310,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,0,2,2,0,2,0,-1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1
311,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,3,6,0,3,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0
312,0,1,0,1,0,3,0,6,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,1,5,3,6,0,18,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0
313,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0
314,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1
315,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
316,0,1,0,1,4,3,0,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1
317,0,0,2,0,3,2,4,3,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,1,1,7,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
318,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
319,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1
320,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,2,4,0,0,14,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1
321,0,0,2,2,1,1,6,2,11,6,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,4,3,2,3,2,27,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
322,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0
323,0,0,2,0,3,2,4,3,-1,-1,-1,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,1,1,7,3,-1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
