,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16
240,0,0,1,0,2,2,4,5,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,0,1,0,3,4,5,0,0,1,1,1,2,0,1,0,2,3,0,0,3,2,3,1,1
241,0,1,0,1,1,5,1,7,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,4,5,1,6,0,0,0,1,0,3,2,0,0,0,1,0,2,2,0,2,1,0
242,0,1,0,1,1,5,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,1,4,3,3,0,0,1,1,1,2,1,3,3,2,1,0,2,1,1,2,3,2
243,0,0,1,3,0,3,2,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,2,0,0,0,0,0,3,3,3,2,2,1,1,2,1,1,0,2,0,0
244,0,0,1,3,3,3,0,6,91,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,3,3,2,0,2,0,0,1,2,3,3,1,0,1,2,2,2,2,3,1,3,1,0
245,0,0,2,0,2,2,4,5,62,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,1,0,3,4,5,0,0,0,3,1,3,0,1,1,0,0,2,2,2,0,3,0,0
246,0,1,0,1,3,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,1,4,5,7,0,0,1,0,3,1,0,0,2,2,0,0,2,3,0,3,3,3
247,0,1,0,2,4,4,6,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,4,5,1,4,0,0,3,3,0,1,2,1,0,0,1,0,0,2,0,3,2,2
248,0,1,0,1,3,0,5,2,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,2,1,4,5,7,0,0,1,3,3,1,2,2,2,2,1,2,1,3,3,2,2,1
249,0,0,1,3,0,3,2,6,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,7,0,0,2,3,3,2,0,2,0,0,1,3,2,0,2,1,3,3,2,2,2,0,0,1,2,1
250,0,1,0,1,1,5,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,1,4,3,3,0,0,3,2,3,0,1,0,0,1,3,1,2,1,3,0,3,3
251,0,0,1,3,0,3,2,6,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,0,2,0,0,1,0,1,3,1,0,3,1,3,2,2,1,0,2,1,2
252,0,1,0,1,3,0,5,2,92,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,2,2,1,4,5,7,0,0,0,0,1,0,2,1,2,1,3,1,3,1,0,2,3,2
253,0,1,0,1,1,5,1,7,18,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,3,0,1,1,2,4,5,1,6,0,0,2,2,1,0,3,1,2,3,3,2,3,2,1,2,2,3
254,0,0,2,0,2,2,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,1,0,3,4,5,0,0,1,3,0,2,1,1,1,3,1,1,1,3,2,2,1,1
255,0,1,2,2,4,4,6,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,1,6,4,0,0,3,0,0,0,1,0,1,0,3,2,1,2,1,2,0,3
256,0,0,1,3,0,3,2,6,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,0,2,0,0,0,0,0,2,2,1,1,0,3,3,3,2,2,3,1,3
257,0,1,0,1,3,0,5,2,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,2,1,4,5,7,0,0,0,0,3,2,0,0,1,2,2,2,3,3,1,2,0,1
258,0,0,1,3,3,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,1,4,5,7,0,0,2,2,0,2,1,1,3,0,0,1,0,2,3,1,2,3
259,0,1,0,2,4,4,1,7,23,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,1,1,0,4,5,1,6,0,0,1,1,3,1,0,2,1,0,1,3,1,3,3,1,2,3
260,0,0,1,3,0,3,2,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,2,0,0,0,3,1,2,1,1,1,3,1,1,0,3,0,2,3,3,3
261,0,1,0,1,1,5,5,0,93,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,1,4,3,3,0,0,0,3,0,0,2,1,2,1,1,1,0,1,1,1,1,1
262,0,1,2,2,4,4,6,1,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,2,1,6,1,0,0,2,3,1,1,2,1,0,2,3,1,1,3,3,2,2,2
263,0,1,2,2,4,4,6,1,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,2,1,6,1,0,0,2,3,2,3,3,3,0,0,2,3,3,1,3,3,2,0
264,0,1,0,1,3,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,1,4,5,7,0,0,2,3,3,1,2,2,1,3,2,0,1,1,0,1,0,1
265,0,1,0,1,1,5,1,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,4,5,1,6,0,0,0,3,0,2,0,0,1,2,1,0,2,1,1,2,0,1
266,0,0,2,0,2,2,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,1,0,3,4,5,0,0,1,2,0,3,2,2,2,3,1,2,0,3,1,0,3,1
267,0,1,0,1,1,5,1,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,4,5,1,6,0,0,3,2,0,3,1,0,1,0,0,2,1,0,3,2,3,2
268,0,1,2,2,4,1,3,1,49,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,0,0,2,1,6,1,0,0,3,1,3,3,2,0,1,1,1,2,1,1,3,0,1,0
269,0,0,1,3,3,0,0,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,3,3,2,0,2,0,0,3,1,2,3,3,2,3,1,1,0,1,1,3,1,2,1
270,0,1,0,1,3,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,1,2,1,2,5,7,0,0,1,2,2,2,1,2,3,1,2,2,0,0,3,3,2,2
271,0,1,0,1,1,5,1,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,4,5,1,6,0,0,1,1,3,1,0,3,2,2,2,0,1,2,1,3,3,2
272,0,0,1,3,0,3,2,6,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,3,3,2,0,2,0,0,1,1,3,0,3,2,0,0,1,3,1,1,0,1,2,2
273,0,0,1,3,0,3,2,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,3,3,0,0,2,0,0,2,0,1,0,2,0,1,1,3,2,2,0,3,3,0,3
274,0,1,0,2,4,4,6,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,4,5,1,4,0,0,0,0,0,0,2,1,2,0,1,2,0,3,1,3,0,1
275,0,0,2,0,2,1,3,1,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,1,0,2,0,1,0,0,3,2,1,2,1,3,2,0,2,2,3,1,0,0,1,0
276,0,1,2,2,4,4,3,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,2,1,6,1,0,0,0,1,0,1,1,2,2,0,0,1,1,0,0,1,0,0
277,0,1,0,1,1,5,5,0,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,1,4,3,3,0,0,2,0,1,2,1,0,0,1,2,0,0,2,0,3,2,2
278,0,1,0,1,3,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,1,4,5,7,0,0,0,1,2,3,2,2,2,0,1,1,0,3,1,2,1,0
279,0,0,1,3,0,3,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,2,0,0,0,1,0,3,3,1,2,3,0,0,2,3,2,2,1,2,1
280,0,1,0,1,1,5,1,7,79,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,4,5,1,6,0,0,0,1,1,1,1,1,0,1,0,2,2,2,2,3,2,2
281,0,1,2,2,4,1,3,1,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,2,0,1,1,0,2,2,0,1,0,0,3,0,0,1,1,2,0,2,1,0,1,3,0,2,1,0
282,0,1,0,1,3,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,1,2,1,2,5,7,0,0,2,0,1,2,2,0,3,0,2,0,2,2,2,3,3,3
283,0,1,0,1,3,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,1,2,5,7,0,0,3,2,3,2,1,3,1,2,0,1,2,2,2,0,1,1
284,0,0,1,3,3,0,0,2,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,3,3,0,5,7,0,0,0,2,0,1,0,2,0,1,1,3,1,0,0,2,1,2
285,0,1,2,2,4,1,3,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,2,2,6,1,0,0,2,3,1,2,0,2,1,0,0,3,3,0,3,2,1,0
286,0,0,1,0,2,2,4,6,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,2,3,3,2,0,2,0,0,2,3,1,1,0,2,0,1,3,1,0,0,2,3,1,0
287,0,0,2,0,2,1,3,1,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,1,0,2,0,1,0,0,0,1,0,3,1,1,2,3,0,2,2,3,3,2,1,1
288,0,1,2,2,4,4,6,1,94,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,1,0,2,1,6,1,0,0,1,1,0,1,2,0,3,1,2,3,2,1,1,0,2,3
289,0,0,1,3,0,3,0,6,91,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,7,0,0,2,3,3,2,0,2,0,0,3,1,2,2,0,3,2,1,2,3,3,2,0,1,1,1
290,0,0,1,3,0,3,2,6,65,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,3,3,0,0,2,0,0,0,0,1,0,3,0,2,1,1,1,1,3,0,2,2,0
291,0,0,1,3,3,0,0,2,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,3,3,2,5,7,0,0,0,3,3,2,1,3,0,2,2,3,3,3,2,3,0,3
292,0,0,1,3,0,3,2,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,2,0,0,0,0,1,1,0,1,2,3,0,1,0,2,2,2,2,0,2
293,0,0,1,3,0,3,2,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,3,3,2,0,2,0,0,1,2,2,1,2,2,1,1,2,3,3,0,0,0,0,3
294,0,0,1,3,0,3,2,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,3,3,2,0,2,0,0,2,2,1,1,1,2,3,2,3,3,0,2,3,0,0,1
295,0,1,2,0,2,1,3,1,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,1,2,2,6,1,0,0,3,1,2,3,3,0,0,3,3,3,2,3,1,3,2,0
296,0,1,2,2,4,1,3,1,32,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,2,1,6,1,0,0,1,2,2,0,0,1,2,2,0,2,0,1,0,2,3,2
297,0,0,1,3,3,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,1,4,5,7,0,0,0,0,2,0,3,1,3,3,2,0,1,1,0,3,2,3
298,0,1,0,1,1,5,1,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,4,5,1,6,0,0,0,1,1,2,3,1,0,3,3,1,3,0,1,2,1,3
299,0,0,1,3,3,0,0,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,3,3,2,5,7,0,0,3,3,2,2,0,2,0,2,3,2,0,3,2,2,0,1
300,0,1,0,1,1,5,5,0,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,1,4,3,3,0,0,0,1,3,2,3,0,0,0,3,0,0,2,3,3,1,3
301,0,1,2,2,4,1,3,1,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,1,0,2,2,6,1,0,0,1,2,2,1,3,3,0,3,1,0,1,0,3,0,3,1
302,0,1,2,2,4,4,6,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,1,6,1,0,0,2,3,2,3,3,3,1,3,1,0,3,0,3,2,2,3
303,0,1,0,2,4,4,6,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,4,5,1,4,0,0,0,0,0,3,3,2,2,3,0,2,3,3,1,2,0,3
304,0,0,1,3,3,1,0,6,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,3,3,2,0,2,0,0,0,1,3,3,3,0,0,3,0,1,3,2,2,2,3,1
305,0,1,2,2,4,4,6,3,97,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,1,6,4,0,0,3,2,2,0,3,2,2,0,1,1,1,2,1,3,0,0
306,0,0,2,0,2,1,3,1,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,1,0,2,0,1,0,0,2,1,3,0,2,3,0,2,3,0,2,1,2,1,2,3
307,0,0,1,0,2,2,4,6,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,7,0,1,0,1,0,3,4,5,0,0,3,3,1,0,2,0,3,2,0,2,0,2,1,1,0,0
308,0,0,1,3,0,3,2,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,2,0,0,0,2,1,1,1,1,2,3,0,0,2,0,3,0,1,0,2
309,0,0,1,3,3,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,1,4,5,7,0,0,3,0,1,3,2,3,1,0,3,1,1,2,2,3,3,0
310,0,1,0,1,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,1,4,5,7,0,0,3,0,3,3,2,3,1,3,3,0,1,1,2,1,0,1
311,0,0,1,3,0,3,2,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,2,0,0,0,3,2,0,0,3,1,0,0,3,0,1,1,1,0,1,3
312,0,1,0,1,1,0,5,2,64,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,1,2,1,4,5,7,0,0,2,0,0,1,3,2,1,2,2,3,2,1,0,0,0,3
313,0,1,2,2,4,1,3,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,2,2,6,1,0,0,3,2,1,2,0,0,3,3,0,0,3,3,2,3,0,0
314,0,0,1,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,3,3,0,2,0,0,0,2,2,2,2,3,3,2,1,1,2,2,2,2,0,2,1
315,0,0,1,3,3,0,0,2,47,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,3,3,0,5,7,0,0,3,0,1,1,0,2,0,3,2,2,3,3,0,3,3,1
316,0,1,0,1,1,5,1,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,4,5,1,6,0,0,3,1,3,0,3,3,0,0,0,0,0,1,3,0,0,0
317,0,1,0,2,4,4,6,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,4,5,1,4,0,0,1,2,0,1,1,0,0,1,1,1,1,3,2,3,2,3
318,0,0,1,3,0,3,2,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,2,0,0,0,3,3,2,1,1,3,1,0,2,0,0,3,2,3,2,0
319,0,1,2,2,4,4,6,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,1,6,4,0,0,2,1,3,1,2,1,0,2,0,0,1,3,0,3,2,2
320,0,1,0,1,1,5,5,0,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,1,4,3,3,0,0,0,1,2,0,3,2,3,2,1,3,3,1,0,3,3,2
321,0,1,0,1,1,1,1,7,18,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,1,1,2,4,5,1,6,0,0,3,1,1,3,3,3,1,2,2,3,2,2,0,2,3,3
322,0,1,0,1,3,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,1,2,1,2,5,7,0,0,2,1,0,1,1,2,1,0,1,2,3,1,3,2,0,0
323,0,1,2,2,4,4,6,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,1,6,4,0,0,0,1,0,3,2,1,1,2,2,1,1,1,1,1,3,3
324,0,1,0,1,1,5,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,1,4,3,3,0,0,0,0,2,2,3,1,2,1,0,3,2,0,3,1,3,0
325,0,0,2,0,2,2,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,1,0,3,4,5,0,0,0,1,0,1,3,3,2,1,3,1,1,0,3,0,1,1
326,0,1,2,2,4,4,6,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,1,6,1,0,0,3,3,1,2,3,1,0,1,0,3,0,0,3,2,1,1
327,0,0,2,0,2,2,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,1,0,3,4,5,0,0,3,0,3,2,2,2,0,3,3,1,3,2,3,3,0,3
328,0,1,0,1,1,5,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,1,4,3,3,0,0,0,3,0,2,1,2,3,1,0,3,3,1,0,0,0,2
329,0,0,2,0,2,1,4,5,85,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,7,0,1,0,1,0,2,0,2,0,0,3,0,1,1,1,0,3,0,3,2,3,2,1,3,3,1
330,0,1,2,0,2,1,3,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,0,1,2,1,6,1,0,0,1,2,2,3,3,1,0,0,3,2,3,3,3,3,0,1
331,0,1,0,1,1,5,1,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,4,5,1,6,0,0,2,0,0,3,1,1,3,2,3,3,0,0,0,0,2,2
332,0,0,1,0,2,1,4,6,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,0,1,0,2,0,2,0,0,2,2,2,1,2,1,2,2,2,1,2,3,2,3,3,1
333,0,1,2,2,4,1,3,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,1,0,2,2,6,1,0,0,3,2,3,0,3,0,2,1,0,1,0,0,1,3,1,3
334,0,0,2,0,2,2,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,1,0,3,4,5,0,0,3,0,0,1,2,1,0,1,2,0,2,3,2,0,1,0
335,0,1,0,2,4,1,1,7,99,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,1,1,0,4,5,1,6,0,0,1,3,0,1,3,1,2,1,1,0,2,1,1,0,0,1
336,0,0,1,3,0,3,2,6,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,3,3,0,0,2,0,0,3,3,2,2,2,2,3,2,2,2,3,0,0,3,1,0
337,0,0,2,0,2,2,4,5,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,1,0,3,4,5,0,0,3,3,3,0,2,2,2,1,3,1,3,3,1,0,3,0
338,0,1,0,1,3,0,5,2,101,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0,2,2,1,4,5,7,0,0,1,3,3,0,0,3,2,0,3,0,3,2,3,1,1,2
339,0,1,0,1,1,0,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,1,0,0,1,2,1,4,3,3,0,0,3,0,3,3,2,0,1,2,2,3,0,2,2,3,3,3
340,0,0,1,3,0,3,2,4,74,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,2,0,0,0,0,3,2,1,1,2,3,3,1,3,3,3,0,0,3,3
341,0,1,0,1,3,0,0,2,102,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,1,4,5,7,0,0,2,2,2,0,2,2,1,1,2,0,2,0,2,1,0,0
342,0,1,2,0,2,1,3,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,0,1,2,1,6,1,0,0,2,1,0,1,0,0,1,2,2,3,3,1,1,1,3,3
343,0,1,0,2,4,4,6,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,4,5,1,6,0,0,2,1,3,3,0,3,0,0,2,1,0,0,1,0,3,1
344,0,0,1,3,0,3,2,6,95,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,3,3,2,0,2,0,0,0,3,2,0,0,1,3,3,2,1,0,1,2,1,3,1
345,0,1,2,2,4,1,3,1,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,0,0,2,2,6,1,0,0,2,1,1,2,1,1,3,2,2,1,3,1,3,3,0,2
346,0,1,2,2,4,4,1,7,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,3,0,1,1,0,4,5,1,6,0,0,2,0,0,2,0,3,1,1,1,2,1,0,2,0,2,0
347,0,1,0,1,3,1,0,2,70,0,0,0,0,0,0,0,0,0,0,1,2,2,0,5,7,0,0,1,2,3,2,0,7,0,0,1,3,2,3,1,0,2,0,1,3,1,3,2,3,3,2
348,0,1,0,1,1,5,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,1,4,3,3,0,0,0,0,2,1,3,3,0,3,2,0,2,1,2,3,2,1
349,0,1,2,2,4,4,6,3,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,1,6,4,0,0,0,1,3,1,3,2,1,2,2,1,3,3,3,0,3,3
350,0,1,0,1,1,5,5,0,55,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,1,4,3,3,0,0,0,1,2,0,1,0,3,0,1,3,0,3,2,3,1,0
351,0,1,2,2,4,4,6,3,103,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,1,0,2,1,6,4,0,0,0,2,3,3,3,1,3,1,0,0,3,3,1,1,3,3
352,0,1,0,1,1,5,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,2,1,4,3,3,0,0,2,0,1,3,0,2,0,3,0,2,2,0,3,1,3,2
353,0,0,1,3,0,3,2,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,2,0,0,0,1,3,1,3,3,0,2,3,3,1,1,3,2,0,0,1
354,0,0,2,0,2,2,4,5,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,0,1,0,3,4,5,0,0,3,3,2,0,2,1,3,1,0,0,3,3,2,0,1,0
355,0,1,0,1,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,1,4,5,7,0,0,3,2,0,0,2,1,1,0,1,0,1,1,1,1,1,3
356,0,0,2,0,2,1,3,1,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,0,1,0,2,0,1,0,0,1,2,2,3,1,1,3,1,0,2,2,2,3,1,1,1
357,0,0,1,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,1,4,5,7,0,0,0,2,3,3,0,3,1,3,0,2,0,0,3,0,1,1
358,0,1,0,1,1,5,1,7,18,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,2,4,5,1,6,0,0,2,2,1,3,3,3,1,2,2,0,3,3,0,3,0,2
359,0,1,0,2,1,5,1,7,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,2,4,5,1,6,0,0,2,2,0,0,1,0,2,2,3,2,1,3,3,0,3,0
360,0,0,1,3,3,0,0,2,76,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,2,2,1,2,5,7,0,0,1,1,2,1,0,3,2,1,0,3,2,2,2,3,2,2
361,0,1,2,0,2,1,3,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,0,1,2,1,6,1,0,0,2,1,2,3,0,0,0,1,1,1,0,2,2,3,3,1
362,0,0,1,3,0,3,2,6,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,0,2,0,0,1,2,0,0,2,2,3,3,3,1,3,3,1,0,0,0
363,0,0,1,3,0,3,2,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,3,3,0,2,0,0,0,2,3,2,3,2,0,0,1,3,3,3,0,0,2,1,0
364,0,1,2,2,4,1,3,1,104,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,2,0,1,0,1,2,1,6,1,0,0,1,1,2,0,1,2,0,0,2,0,3,0,1,3,2,0
