,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25
188,0,0,1,1,1,3,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,0,4,0,5,3,0,-1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0
189,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,2,3,3,0,0,-1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0
190,0,1,2,2,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,3,3,0,1,0,3,3,1,4,4,9,-1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0
191,0,0,1,3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,4,6,0,0,1,0,0,0,0,5,0,-1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
192,0,0,1,3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,0,1,1,0,2,0,5,0,-1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
193,0,1,2,2,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,6,3,0,1,0,3,3,1,4,4,0,-1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0
194,0,1,2,2,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,0,0,0,1,0,3,3,1,4,4,0,-1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0
195,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,2,3,5,1,0,-1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1
196,0,1,2,2,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,3,3,0,0,1,0,3,3,1,4,4,0,-1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
197,0,1,0,3,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,5,5,0,1,2,2,1,5,6,2,0,-1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1
198,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,3,6,0,1,2,2,1,5,6,2,0,-1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0
199,0,1,2,2,3,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,5,4,0,0,1,0,3,3,1,4,4,0,-1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1
200,0,0,1,1,2,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,1,0,4,0,5,1,0,-1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1
201,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,0,5,2,0,1,2,2,1,5,6,2,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1
202,0,1,0,0,0,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,3,0,1,2,2,1,4,2,7,4,-1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1
203,0,1,2,2,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,5,6,0,1,0,3,3,1,4,4,0,-1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
204,0,0,1,1,2,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,1,0,4,0,5,1,0,-1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
205,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,0,1,0,4,5,6,1,0,-1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1
206,0,0,1,1,2,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,0,4,0,0,1,0,4,0,5,3,0,-1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0
207,0,0,1,3,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,5,0,0,0,1,2,2,1,5,6,2,0,-1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1
208,0,0,2,2,2,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,1,5,0,0,1,0,3,3,1,4,4,0,-1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
209,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,1,5,0,0,0,1,1,2,3,3,1,0,-1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
210,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,4,6,3,0,1,2,2,1,5,6,2,7,-1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0
211,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,2,3,5,1,0,-1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
212,0,1,0,0,0,2,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,0,0,1,2,2,1,4,2,7,1,-1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1
213,0,1,2,2,4,1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,0,4,2,0,0,0,0,4,0,1,6,8,-1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0
214,0,1,2,2,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,1,2,0,1,0,3,3,1,4,4,0,-1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1
215,0,1,2,2,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,2,6,0,0,1,0,3,3,1,4,4,0,-1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1
216,0,0,2,1,2,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,3,5,4,0,0,0,0,4,0,1,6,0,-1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1
217,0,0,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,2,5,3,0,0,1,0,4,0,5,3,0,-1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0
218,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,4,3,4,0,1,2,2,1,4,2,2,0,-1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1
219,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,1,5,0,1,2,2,1,5,6,2,0,-1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
220,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,2,3,5,1,0,-1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0
221,0,0,1,1,2,3,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,1,0,4,5,5,1,0,-1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
222,0,0,1,1,2,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,4,4,0,0,1,0,4,0,5,3,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0
223,0,1,2,2,3,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,0,3,3,0,1,0,3,3,1,4,4,0,-1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
224,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,2,3,3,0,0,-1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0
225,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,0,0,3,0,0,1,1,2,5,6,1,0,-1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1
226,0,0,1,1,2,3,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,0,4,0,5,3,0,-1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1
227,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,1,0,4,5,6,1,0,-1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1
228,0,0,1,3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,5,5,0,0,1,0,0,5,6,1,0,-1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
229,0,1,2,2,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,1,0,1,0,3,3,1,4,4,0,-1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1
230,0,1,2,2,3,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,5,0,1,0,3,3,1,4,4,0,-1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1
231,0,0,1,3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,4,1,3,0,0,1,1,0,2,0,5,0,-1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1
232,0,0,1,3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,2,0,0,0,1,1,0,2,0,5,0,-1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
233,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,0,0,0,1,2,2,1,5,6,2,0,-1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
234,0,0,1,1,2,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,3,6,0,0,0,1,0,4,0,5,3,0,-1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0
235,0,0,1,3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,0,1,1,0,2,0,5,0,-1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
236,0,1,0,0,0,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,1,6,5,0,1,2,2,1,4,2,7,4,-1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1
237,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,4,5,5,6,0,1,2,2,1,5,6,2,0,-1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1
238,0,0,1,3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,1,1,0,0,1,1,0,2,0,5,0,-1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0
239,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,4,1,0,0,1,2,2,1,5,6,2,0,-1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
240,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,2,3,5,1,0,-1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0
241,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,1,0,0,1,1,2,3,3,0,0,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
242,0,1,2,2,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,3,0,6,0,0,0,3,3,1,1,6,0,-1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0
243,0,0,1,3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,2,5,0,0,1,1,0,2,0,5,0,-1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
244,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,0,5,0,1,2,2,1,5,6,2,0,-1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0
245,0,0,1,1,2,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,3,3,0,0,1,0,4,0,5,3,0,-1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0
246,0,0,1,3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,1,1,0,2,0,5,0,-1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0
247,0,0,2,2,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,3,3,0,0,0,0,0,4,0,1,6,0,-1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0
248,0,0,1,1,2,3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,2,2,0,0,0,1,0,4,0,5,3,0,-1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
249,0,0,1,1,2,3,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,0,1,0,4,0,5,1,0,-1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0
250,0,1,0,0,0,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,4,6,3,0,1,2,2,1,4,2,7,7,-1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
251,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,2,3,5,3,0,-1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0
252,0,1,0,0,0,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,6,1,0,1,2,2,1,4,2,4,4,-1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
253,0,1,1,3,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,1,6,6,0,1,2,2,1,5,6,2,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
254,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,5,5,0,1,2,2,1,5,6,2,0,-1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1
255,0,0,1,1,2,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,1,5,2,0,0,0,0,4,5,6,1,0,-1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0
256,0,1,0,0,0,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,5,3,5,0,1,2,2,1,4,2,7,7,-1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
257,0,1,2,2,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,5,0,7,0,1,0,3,3,1,4,4,0,-1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1
258,0,1,0,0,0,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,1,3,0,0,1,2,2,1,4,2,7,6,-1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0
259,0,1,2,2,4,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,4,0,0,0,1,0,3,3,1,4,4,0,-1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
260,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,2,4,7,0,1,2,2,1,5,6,2,0,-1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1
261,0,0,1,3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,2,2,1,0,0,1,1,0,5,6,5,0,-1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0
262,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,0,6,2,0,1,2,2,1,5,6,2,0,-1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1
263,0,0,1,3,1,0,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,3,0,0,0,1,1,2,3,3,0,0,-1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0
264,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,5,6,0,1,2,2,1,5,6,2,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1
265,0,1,0,0,0,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,7,0,1,2,2,1,4,2,7,7,-1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1
266,0,0,1,1,2,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,4,3,0,0,1,0,4,0,5,3,0,-1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0
267,0,0,1,3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,3,2,6,0,0,1,1,0,2,0,5,0,-1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0
268,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,0,4,0,5,3,0,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1
269,0,0,2,1,2,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,2,3,5,0,0,0,0,4,0,1,6,0,-1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0
270,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,5,3,1,0,0,1,1,2,3,3,0,0,-1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0
271,0,0,1,1,2,3,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,1,0,4,0,5,1,0,-1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1
272,0,1,0,0,0,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,5,7,0,1,2,2,1,4,2,7,4,-1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0
273,0,0,1,1,2,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,0,3,6,0,0,1,0,4,0,5,3,0,-1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1
274,0,0,1,3,3,4,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,6,4,0,0,1,1,0,5,6,2,0,-1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0
275,0,0,1,1,2,3,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,4,0,0,0,1,0,4,0,5,3,0,-1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1
276,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,5,0,0,1,1,2,3,5,3,0,-1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
277,0,0,1,3,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,5,0,0,1,2,2,1,5,6,2,0,-1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
278,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,1,1,2,3,3,0,0,-1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0
279,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,1,1,2,3,5,1,0,-1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0
280,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,3,1,7,0,1,2,2,1,4,2,2,0,-1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
281,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,0,1,3,0,0,1,0,4,0,5,3,0,-1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1
282,0,1,0,0,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,1,2,0,1,2,2,1,5,6,2,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
283,0,1,2,2,3,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,4,3,4,0,1,0,3,3,1,4,4,0,-1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1
284,0,0,1,3,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,0,6,6,0,0,1,0,4,0,1,6,0,-1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1
285,0,0,1,3,1,0,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,1,1,2,3,3,0,0,-1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1
