,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30
186,0,1,2,2,2,1,6,5,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,3,1,0,1,1,1,1,0,2,2,0,2,2,1,0,2,2,1,2,1,1,1,1,1,0,0,2,0,2,2,1,0,2,0
187,0,1,1,1,2,1,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,3,1,2,3,1,0,1,1,1,0,1,0,2,0,2,0,1,0,1,2,2,1,2,1,1,1,1,1,0,0,2,0,1,2,0,0,2
188,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,3,2,7,1,0,2,1,0,1,2,0,0,1,2,0,1,0,1,1,2,2,2,0,0,2,2,0,1,0,1,0,0,2,0,1
189,0,1,1,1,2,5,5,1,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,0,0,1,6,0,0,2,2,0,0,2,1,1,2,0,1,0,1,0,1,0,0,0,2,2,2,1,1,1,1,1,1,0,0,2,1,1
190,0,1,1,1,2,1,6,5,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,2,3,1,2,3,1,0,1,2,1,0,0,2,0,1,2,2,0,0,0,1,2,2,1,0,0,2,1,1,2,1,1,2,0,2,0,2,2
191,0,1,2,2,2,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,0,4,5,1,3,0,2,0,0,2,0,2,2,2,1,2,0,0,1,1,2,0,2,0,2,0,1,0,2,1,2,1,2,2,1,0,0
192,0,1,2,2,2,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,0,0,1,6,3,0,2,0,2,2,1,0,2,1,2,1,1,2,1,1,1,2,0,1,2,0,2,0,1,1,0,1,0,0,2,2,0
193,0,1,1,1,0,3,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,3,1,4,5,2,0,1,2,2,0,1,2,0,2,0,1,2,1,0,0,2,0,0,0,2,2,0,0,1,1,1,2,0,2,2,0,2
194,0,1,1,1,0,3,4,4,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,0,0,1,6,0,0,2,2,2,1,2,1,2,2,0,2,0,1,0,0,1,0,2,2,1,2,0,0,2,1,1,0,2,1,2,1,0
195,0,1,1,1,2,1,6,5,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,2,3,1,2,3,1,0,1,1,2,0,1,2,1,1,0,2,2,2,1,0,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,1,1
196,0,1,2,2,2,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,0,0,1,6,3,0,2,1,0,1,1,0,2,1,1,1,0,2,2,2,0,2,2,0,1,0,2,2,2,1,1,0,2,1,0,0,0
197,0,1,1,1,0,3,4,1,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,0,0,0,1,6,0,0,2,0,2,0,2,0,0,1,0,1,2,1,0,0,1,2,0,1,0,2,1,2,2,1,0,0,1,2,2,1,1
198,0,1,1,1,2,1,6,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,2,3,1,2,3,1,0,1,0,2,0,1,1,2,2,1,2,0,2,2,0,0,2,0,1,1,1,0,2,1,2,0,1,0,0,1,2,2
199,0,1,2,2,2,1,6,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,3,1,0,1,0,2,1,2,0,1,0,1,1,1,0,0,0,0,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1
200,0,1,2,2,3,2,3,2,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,1,4,5,1,6,0,2,1,1,2,1,1,0,2,1,1,0,1,2,2,0,2,1,0,2,2,1,2,0,1,2,1,0,1,0,2,2
201,0,1,1,1,0,5,5,1,22,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,0,0,0,1,6,0,0,2,0,0,2,2,0,1,1,0,2,2,0,2,0,1,1,0,2,2,1,0,2,2,2,2,1,0,0,1,0,0
202,0,1,1,1,0,3,4,4,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,0,0,0,1,6,0,0,2,1,1,1,0,0,0,0,2,0,0,0,1,2,1,1,0,0,0,2,2,1,0,1,0,2,2,0,1,0,2
203,0,1,2,2,3,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,1,4,5,1,3,0,2,1,0,2,2,1,1,1,2,0,0,1,0,1,2,2,0,0,0,0,1,0,1,0,1,1,2,2,2,2,1
204,0,1,2,3,1,0,6,5,23,0,0,0,0,0,0,0,0,0,1,0,0,3,5,6,0,0,0,1,1,2,0,4,5,0,0,1,1,2,0,0,2,1,2,2,1,1,1,2,2,0,2,1,1,1,0,0,1,2,2,1,2,1,1,1,1
205,0,1,2,2,3,2,3,2,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,1,4,5,1,6,0,2,2,1,1,0,0,0,1,0,2,1,2,2,2,2,1,0,0,2,2,2,1,1,0,2,2,0,2,0,0,1
206,0,1,2,2,2,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,0,0,1,6,0,0,2,2,1,2,0,0,2,0,2,0,1,2,1,0,1,0,2,2,2,0,1,0,1,1,1,2,1,0,1,1,2
207,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,2,0,4,5,1,0,1,2,0,1,2,1,2,1,2,2,0,1,0,0,2,1,2,2,1,2,0,2,0,0,0,2,0,1,1,0
208,0,1,1,1,2,1,1,7,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,3,1,2,3,1,0,1,2,2,0,1,0,2,1,1,0,0,1,0,1,0,2,2,2,2,1,1,0,1,0,0,2,0,2,0,1,1
209,0,1,1,1,0,3,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,3,1,4,5,2,0,1,0,2,1,0,0,1,0,0,0,2,2,0,0,1,1,0,2,2,2,0,0,1,2,0,1,2,1,2,1,2
210,0,1,2,2,3,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,4,5,1,3,0,2,2,0,1,2,0,0,0,2,2,0,1,0,1,1,0,1,1,0,1,0,0,0,2,2,1,1,1,0,2,2
211,0,1,1,1,2,1,6,5,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,2,3,1,2,3,1,0,1,1,0,1,0,1,1,2,0,2,1,1,1,1,2,2,2,0,1,1,0,1,1,1,2,2,1,0,0,1,1
212,0,1,1,1,2,3,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,3,1,2,3,1,0,1,1,0,1,0,1,1,0,1,0,2,2,0,0,2,1,1,1,1,2,1,0,2,1,0,1,0,1,0,0,2
213,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,2,3,3,0,4,1,0,2,1,2,2,1,2,0,0,2,2,2,0,2,2,0,2,0,1,2,0,0,2,1,2,2,0,2,0,0,1
214,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,3,2,7,1,0,2,2,0,0,1,0,0,2,0,2,1,1,0,0,2,2,0,1,1,2,1,2,0,2,1,2,2,0,2,1
215,0,1,2,2,2,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,0,0,1,6,0,0,2,1,0,1,1,1,1,2,1,0,1,0,1,0,2,0,1,2,1,0,2,0,2,0,1,2,1,2,1,1,2
216,0,1,2,2,3,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,4,5,1,3,0,2,0,0,0,2,1,0,1,2,1,0,2,0,1,2,1,0,1,1,1,2,2,1,2,2,2,0,0,0,1,0
217,0,0,2,2,3,2,3,2,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,1,4,5,1,6,0,2,0,0,2,1,2,0,0,0,0,2,1,1,0,0,0,2,2,2,1,1,1,2,1,0,1,2,1,1,0,0
218,0,1,2,2,2,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,0,0,1,6,0,0,2,1,1,0,2,0,0,0,1,0,2,0,0,0,1,1,0,1,2,2,1,2,2,1,0,1,2,0,0,1,0
219,0,1,1,1,2,1,1,7,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,0,2,3,1,2,3,1,0,1,2,1,2,1,2,0,2,1,2,0,0,0,0,1,0,0,2,1,2,2,1,0,2,0,2,0,2,1,1,1
220,0,1,1,1,0,3,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,3,1,4,5,2,0,1,2,0,0,2,0,2,1,2,0,1,2,1,0,1,2,1,1,1,2,1,1,2,1,1,0,2,2,0,1,0
221,0,1,1,1,0,3,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,3,1,4,5,2,0,1,0,0,0,0,2,1,0,1,2,2,0,0,1,2,0,2,1,2,0,0,0,0,2,2,1,1,1,2,2,2
222,0,1,2,2,3,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,4,5,1,3,0,2,1,1,2,1,0,1,0,1,1,0,2,0,2,2,1,1,0,2,2,0,0,0,0,2,1,1,0,0,2,1
223,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,2,0,4,5,1,0,2,1,2,2,0,2,0,1,1,1,1,2,1,1,0,1,0,1,2,0,1,2,2,1,2,0,1,0,2,2
224,0,1,1,1,2,1,6,5,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,3,1,2,3,1,0,1,0,0,2,0,0,1,2,2,2,2,1,2,2,1,1,2,2,0,1,0,0,2,0,0,1,2,0,0,0,0
225,0,1,1,1,0,3,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,3,1,4,5,2,0,1,1,0,0,1,0,2,2,2,1,0,1,1,0,2,0,2,0,2,2,0,0,0,2,2,1,1,1,1,0,2
226,0,1,1,1,2,5,5,1,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,0,0,1,6,0,0,2,0,1,0,2,0,0,0,1,0,0,0,2,1,1,1,0,1,2,2,2,2,2,1,2,1,2,1,1,0,0
227,0,1,2,2,3,2,6,5,-1,-1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,3,1,0,-1,2,0,0,0,1,1,0,1,2,1,2,0,2,0,1,1,1,2,2,2,1,0,1,1,1,2,1,1,1,0
228,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,2,3,3,0,4,1,0,2,0,2,0,1,2,0,0,1,2,0,1,1,1,1,0,0,1,1,1,1,1,1,2,2,0,0,1,0,2
229,0,1,1,1,2,3,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,3,1,2,3,1,0,1,1,1,0,2,0,2,2,0,1,0,2,1,0,2,2,0,2,1,2,0,1,2,0,2,1,2,2,2,2,1
230,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,2,0,4,5,1,0,0,1,2,0,1,0,2,2,0,0,2,2,1,0,2,1,0,0,2,1,1,0,0,2,0,0,0,1,1,2
231,0,1,1,1,2,5,5,1,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,0,0,1,6,0,0,2,0,2,1,0,0,0,0,0,0,0,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,2,1,0,2,0
232,0,1,2,2,2,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,0,0,1,6,0,0,2,0,2,2,1,2,2,1,2,0,0,1,0,2,1,2,2,0,1,0,1,0,1,1,2,2,0,0,2,1,2
233,0,1,2,2,3,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,0,4,5,1,3,0,2,1,2,1,1,2,2,0,2,1,1,2,2,2,0,0,2,1,0,2,2,1,0,2,1,1,0,0,1,2,0
234,0,1,2,2,3,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,1,4,5,1,6,0,2,2,0,0,1,1,1,0,1,2,0,1,0,0,2,0,1,2,2,1,0,0,2,2,2,1,1,1,1,1,0
235,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,2,3,3,0,4,1,0,2,1,2,1,0,2,2,1,1,1,0,0,1,2,0,2,0,0,1,1,2,2,0,1,1,1,0,1,2,1
236,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,2,0,4,5,1,0,0,0,1,1,2,1,1,1,1,0,1,1,2,1,1,1,2,1,2,0,1,1,1,0,2,2,0,2,0,2
237,0,1,2,2,3,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,4,5,1,3,0,2,2,0,1,0,1,2,0,2,0,1,2,0,0,1,0,2,1,2,1,2,1,2,1,1,1,2,2,1,0,2
238,0,1,2,2,2,5,5,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,0,0,1,6,3,0,2,2,0,2,2,1,0,1,0,1,2,1,1,1,1,1,1,0,1,2,2,2,2,0,2,1,2,2,2,0,1
239,0,1,1,1,2,1,6,5,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,3,1,2,3,1,0,1,1,1,1,1,0,2,2,0,1,1,0,0,1,2,2,1,2,2,2,1,0,2,1,2,1,0,0,0,2,0
240,0,1,2,2,3,1,6,5,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,3,1,0,1,0,2,1,2,0,1,0,1,2,0,0,1,0,1,1,2,2,0,1,1,0,0,1,1,1,0,2,0,1,0
241,0,0,0,3,1,0,0,3,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,1,1,2,0,4,5,1,0,2,0,2,0,2,1,2,2,0,1,1,1,1,1,1,2,2,2,0,0,2,1,1,1,0,0,2,1,0,1
242,0,1,2,2,2,1,6,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,3,1,0,1,1,1,2,2,1,2,1,1,0,0,1,2,0,1,2,2,2,1,1,2,2,1,0,2,2,1,0,1,1,2
243,0,1,2,2,3,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,1,4,5,1,6,0,2,1,1,2,2,0,2,2,1,0,1,1,1,2,1,2,2,0,1,2,1,1,0,1,1,1,2,2,1,0,2
244,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,3,2,7,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,2,1,2,0,1,0,0,2,0,2,2,0,0,2,1,2
245,0,1,2,2,3,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,4,5,1,3,0,2,2,0,1,0,2,2,1,1,1,1,0,0,0,1,2,0,1,1,1,0,2,1,2,2,2,0,0,1,1,1
246,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,2,0,4,5,1,0,2,0,1,0,0,0,2,0,2,2,1,1,0,1,1,2,0,1,0,2,2,0,2,0,2,1,1,2,2,2
247,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,2,0,2,7,1,0,1,0,0,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,0,2,2,1,1
248,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,3,2,7,1,0,1,2,1,2,0,2,1,2,2,0,2,0,1,0,2,0,0,1,2,0,1,0,1,0,1,0,2,2,0,0
249,0,1,1,1,0,3,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,3,1,4,5,2,0,1,2,2,0,1,1,2,2,2,2,1,2,2,1,2,2,1,0,2,1,1,2,0,0,2,1,0,2,1,1,1
250,0,1,1,1,0,3,4,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,3,1,4,5,2,0,1,1,1,0,0,1,0,1,0,0,1,2,1,1,1,0,2,1,0,1,0,1,2,0,1,2,0,2,0,1,0
251,0,1,2,2,3,2,3,2,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,1,4,5,1,6,0,2,0,0,1,0,2,0,1,0,1,2,2,1,2,1,2,1,0,0,1,1,1,1,1,1,0,1,2,1,2,0
252,0,1,1,1,0,3,4,4,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,3,1,4,5,2,0,1,0,0,2,2,2,1,0,1,1,1,0,0,2,2,1,2,1,2,0,0,0,2,1,2,0,1,0,2,1,0
253,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,2,0,2,7,1,0,0,0,2,2,1,2,0,0,2,1,0,0,0,0,2,1,0,0,2,1,1,0,0,0,0,1,0,2,0,0
254,0,1,1,1,2,5,5,1,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,0,0,1,6,0,0,2,1,2,1,1,2,0,1,0,0,1,1,1,2,2,1,0,1,2,1,0,0,0,1,2,0,0,2,2,0,0
255,0,1,1,1,2,5,5,1,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,0,0,0,1,6,0,0,2,1,1,0,0,0,1,1,0,2,2,2,1,2,1,2,1,1,2,2,0,2,1,2,1,1,0,0,2,2,0
256,0,1,2,2,2,1,6,5,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,3,1,0,1,2,2,1,0,1,2,0,1,0,1,0,0,2,2,1,2,2,0,0,1,0,0,2,2,1,2,2,1,2,0
257,0,0,0,3,1,0,0,3,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,1,1,2,0,4,5,1,0,1,0,0,2,1,1,0,0,2,0,0,0,2,0,1,2,2,0,2,1,1,2,2,0,1,0,0,1,2,2
258,0,1,2,2,3,2,3,2,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,1,4,5,1,6,0,2,1,0,0,1,0,1,1,0,1,0,2,2,2,0,1,2,1,1,0,2,2,2,0,2,0,1,2,0,2,0
259,0,1,2,2,3,2,3,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,1,4,5,1,3,0,2,2,0,0,0,2,2,0,0,0,0,0,1,0,1,2,1,2,2,0,1,1,1,1,0,1,0,1,2,0,2
260,0,1,1,1,0,3,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,3,1,2,3,1,0,1,1,1,0,1,0,0,2,2,0,0,2,2,2,2,1,1,1,2,2,2,1,1,2,0,0,1,2,1,2,0
261,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,2,0,4,5,1,0,0,2,1,0,2,2,1,2,0,1,2,2,0,2,2,2,2,2,2,0,1,2,2,1,0,1,2,1,0,2
262,0,1,2,2,3,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,4,5,1,3,0,2,0,1,1,1,0,1,2,1,2,1,0,1,0,2,1,1,2,0,1,1,0,2,0,1,0,0,0,0,0,0
263,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,3,2,7,1,0,2,1,0,0,0,2,1,2,1,2,2,1,0,0,2,0,2,2,2,2,1,0,1,1,0,2,0,2,0,2
264,0,1,1,1,0,3,4,4,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,3,1,4,5,2,0,1,1,2,1,2,1,0,2,1,0,0,0,1,0,1,1,1,1,0,2,0,2,0,1,2,1,0,0,0,0,0
265,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,3,2,7,1,0,0,2,0,1,1,2,1,0,1,2,0,2,2,2,1,0,1,1,2,0,0,2,0,0,2,0,0,0,0,1
266,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,3,2,7,1,0,1,0,2,0,0,2,0,0,0,1,0,2,1,1,0,1,0,0,0,2,1,0,0,2,2,0,0,0,1,0
267,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,2,3,3,2,7,1,0,1,0,0,2,0,1,1,1,2,2,1,2,0,2,2,1,1,1,1,2,1,0,1,0,0,1,2,1,0,1
268,0,1,2,2,3,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,4,5,1,3,0,2,1,2,1,0,0,0,1,1,0,2,1,1,0,2,2,2,2,0,2,1,1,1,1,0,2,1,0,2,2,0
269,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,2,0,4,5,1,0,0,0,2,0,1,1,2,2,2,2,0,2,2,1,0,2,0,0,0,1,2,0,1,2,2,2,0,2,0,2
270,0,1,2,2,3,2,3,2,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,1,4,5,1,6,0,2,0,1,1,0,1,0,1,0,2,0,0,0,0,1,2,0,0,2,1,2,2,1,2,0,0,1,1,2,0,0
271,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,2,0,4,5,1,0,0,2,0,2,0,0,1,1,0,0,0,1,2,1,1,1,1,0,1,1,0,1,1,0,0,0,1,2,1,2
272,0,1,1,1,0,3,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,3,1,4,5,2,0,1,2,1,0,0,2,0,0,2,0,0,2,0,2,0,2,1,0,1,1,2,1,1,2,2,0,0,2,2,1,2
273,0,1,1,1,0,3,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,3,1,4,5,2,0,1,1,0,1,0,1,1,1,2,2,0,0,1,2,1,0,1,2,0,2,1,1,0,1,2,2,2,1,2,0,1
274,0,1,2,2,2,1,6,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,3,1,0,1,0,1,2,0,0,2,0,1,1,2,0,1,1,0,1,1,1,1,0,0,1,2,2,0,0,2,0,2,2,1
275,0,1,2,2,3,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,4,5,1,3,0,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,2,2,2,0,2,0,1,0,0,2,0,0
276,0,1,1,1,0,3,4,4,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,3,1,4,5,2,0,1,0,1,1,0,2,1,0,1,1,0,0,1,1,2,2,2,0,1,2,0,1,1,2,2,0,2,2,2,1,1
277,0,1,1,1,2,3,1,7,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,3,1,2,3,1,0,1,1,0,2,2,0,0,1,2,0,0,2,1,2,2,1,1,1,2,2,2,2,1,1,1,0,0,2,1,2,2
278,0,1,2,2,3,2,3,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,4,5,1,3,0,2,2,2,2,2,1,2,0,1,1,2,0,2,1,1,2,0,2,1,1,0,0,0,1,0,2,1,0,1,2,2
279,0,1,2,2,3,1,6,5,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,3,1,0,1,2,0,2,1,1,0,1,2,1,1,0,0,0,2,2,0,0,0,0,0,1,1,2,0,1,2,2,0,2,0
280,0,1,1,1,2,1,6,5,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,3,1,2,3,1,0,1,1,2,1,0,2,2,1,1,0,1,2,1,2,1,0,1,1,1,2,2,0,2,0,1,2,1,0,2,2,0
281,0,1,1,1,2,1,6,5,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,3,1,2,3,1,0,1,1,1,0,1,0,2,2,1,1,1,0,1,2,0,1,1,1,0,2,2,1,0,1,1,2,2,0,0,1,0
282,0,1,1,1,0,3,4,4,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,3,0,4,5,2,0,-1,2,1,0,1,2,0,0,0,0,0,0,2,0,2,0,1,2,0,2,0,1,0,1,1,1,0,0,1,2,1
